fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.11599837988615036,0.15952587127685547,0.848240315914154
1,train,total_negative_slack_ns,2.8380162715911865,6.1657633781433105,0.9900274872779846
1,test,worst_slack_ns,0.12224214524030685,0.15219886600971222,0.8754115700721741
1,test,total_negative_slack_ns,3.9377596378326416,7.368908882141113,0.9912995100021362
2,train,worst_slack_ns,0.11570572853088379,0.16313068568706512,0.8459936380386353
2,train,total_negative_slack_ns,2.839329719543457,6.262273788452148,0.9902446866035461
2,test,worst_slack_ns,0.14677439630031586,0.1870928257703781,0.7932125329971313
2,test,total_negative_slack_ns,8.62934684753418,16.81703758239746,0.948814868927002
3,train,worst_slack_ns,0.08081575483083725,0.11901501566171646,0.9196499586105347
3,train,total_negative_slack_ns,2.450862169265747,5.809920787811279,0.9917299151420593
3,test,worst_slack_ns,0.12365631759166718,0.176875039935112,0.7985913157463074
3,test,total_negative_slack_ns,8.969401359558105,30.84092903137207,0.8247775435447693
4,train,worst_slack_ns,0.0805620476603508,0.11953413486480713,0.914117693901062
4,train,total_negative_slack_ns,2.786172389984131,5.942158222198486,0.9933244585990906
4,test,worst_slack_ns,0.11823282390832901,0.18334715068340302,0.8186454176902771
4,test,total_negative_slack_ns,2.6274797916412354,5.569169998168945,0.7018827199935913
5,train,worst_slack_ns,0.10034573078155518,0.1403491497039795,0.8888506293296814
5,train,total_negative_slack_ns,3.8179967403411865,7.856485843658447,0.9861681461334229
5,test,worst_slack_ns,0.09233330935239792,0.1204875111579895,0.9009146690368652
5,test,total_negative_slack_ns,5.66487455368042,13.960103988647461,0.948860764503479
