split,target,mae,rmse,r2,mae_pct_of_range,rmse_pct_of_range,mae_pct_of_mean_abs_target,rmse_pct_of_mean_abs_target
train,worst_slack_ns,0.71,0.7936,0.0226,25.62,28.64,92.82,103.75
train,total_negative_slack_ns,4.7385,8.5085,0.1563,8.43,15.13,143.51,257.69
test,worst_slack_ns,0.75,0.825,0.0373,27.12,29.83,99.1,109.01
test,total_negative_slack_ns,4.826,8.9041,0.2072,8.68,16.02,119.4,220.29
