split,target,mae,rmse,r2,mae_pct_of_range,rmse_pct_of_range,mae_pct_of_mean_abs_target,rmse_pct_of_mean_abs_target
train,worst_slack_ns,0.1075,0.1465,0.8715,5.6,7.63,33.12,45.12
train,total_negative_slack_ns,20.6911,63.9158,0.108,3.89,12.03,109.96,339.66
test,worst_slack_ns,0.4916,1.1131,-5.7877,26.2,59.33,143.58,325.07
test,total_negative_slack_ns,22.7076,59.5687,0.0843,4.27,11.21,132.7,348.11
