epoch,train_r2_worst_slack_ns,test_r2_worst_slack_ns,train_r2_total_negative_slack_ns,test_r2_total_negative_slack_ns
1,-1.0633482933044434,-4.465278625488281,-0.0737677812576294,-0.17941582202911377
2,-0.8891407251358032,-3.8730039596557617,-0.07297384738922119,-0.17828941345214844
3,-0.7423242330551147,-3.5301079750061035,-0.0721813440322876,-0.17717266082763672
4,-0.6179769039154053,-3.374699115753174,-0.07138991355895996,-0.17606472969055176
5,-0.5126312971115112,-3.3286728858947754,-0.07060110569000244,-0.1749669313430786
6,-0.421856164932251,-3.350313186645508,-0.06981158256530762,-0.17388319969177246
7,-0.3403211832046509,-3.4078750610351562,-0.06902515888214111,-0.17280232906341553
8,-0.26339948177337646,-3.4655027389526367,-0.06824135780334473,-0.17173552513122559
9,-0.1881725788116455,-3.486576557159424,-0.06746077537536621,-0.1706761121749878
10,-0.11367428302764893,-3.4493184089660645,-0.06667780876159668,-0.16962575912475586
11,-0.04048895835876465,-3.3531270027160645,-0.06589806079864502,-0.16858267784118652
12,0.029977738857269287,-3.2105021476745605,-0.0651170015335083,-0.1675509214401245
13,0.0961616039276123,-3.038144111633301,-0.06433892250061035,-0.1665266752243042
14,0.15677940845489502,-2.852930784225464,-0.06356334686279297,-0.1655120849609375
15,0.21109116077423096,-2.6704800128936768,-0.0627906322479248,-0.1645057201385498
16,0.2590538263320923,-2.503894090652466,-0.06201732158660889,-0.1635068655014038
17,0.3012692928314209,-2.3620994091033936,-0.06124758720397949,-0.16251850128173828
18,0.3387666344642639,-2.2484209537506104,-0.06047987937927246,-0.16153764724731445
19,0.37269192934036255,-2.160616874694824,-0.05970954895019531,-0.16056454181671143
20,0.4040794372558594,-2.0922937393188477,-0.0589444637298584,-0.159601092338562
21,0.4337250590324402,-2.034799814224243,-0.05818188190460205,-0.158644437789917
22,0.4621739983558655,-1.9790940284729004,-0.05742001533508301,-0.15769851207733154
23,0.48972463607788086,-1.9175457954406738,-0.056662917137145996,-0.15675783157348633
24,0.5164397954940796,-1.8455748558044434,-0.05590319633483887,-0.15582704544067383
25,0.5421813130378723,-1.7626512050628662,-0.055142879486083984,-0.15490150451660156
26,0.5666673183441162,-1.6722700595855713,-0.05438733100891113,-0.15398478507995605
27,0.5895918607711792,-1.5809822082519531,-0.05363893508911133,-0.1530771255493164
28,0.610772967338562,-1.4968631267547607,-0.05288863182067871,-0.1521749496459961
29,0.6302188634872437,-1.4277994632720947,-0.052138447761535645,-0.15128076076507568
30,0.6481496095657349,-1.3799529075622559,-0.05138802528381348,-0.15039372444152832
31,0.6648832559585571,-1.3566985130310059,-0.05064129829406738,-0.14951276779174805
32,0.6807388067245483,-1.3582770824432373,-0.04989945888519287,-0.14864075183868408
33,0.6959350109100342,-1.3820412158966064,-0.04915618896484375,-0.14777612686157227
34,0.7105569839477539,-1.423046588897705,-0.048415422439575195,-0.14691555500030518
35,0.7245709896087646,-1.474808931350708,-0.04768037796020508,-0.14606094360351562
36,0.7378613352775574,-1.530259132385254,-0.04693865776062012,-0.14521503448486328
37,0.7502821683883667,-1.582918643951416,-0.04620492458343506,-0.144372820854187
38,0.7616945505142212,-1.6280405521392822,-0.04546856880187988,-0.14354074001312256
39,0.7720146179199219,-1.663423776626587,-0.04473912715911865,-0.14271128177642822
40,0.7812339067459106,-1.6895172595977783,-0.04400956630706787,-0.14188480377197266
41,0.7894263863563538,-1.7088935375213623,-0.04328036308288574,-0.14106929302215576
42,0.7967281937599182,-1.7251951694488525,-0.04255366325378418,-0.1402583122253418
43,0.8033099174499512,-1.7419121265411377,-0.041828036308288574,-0.13944876194000244
44,0.8093315362930298,-1.76131272315979,-0.041106224060058594,-0.1386491060256958
45,0.8149101138114929,-1.7837843894958496,-0.040384650230407715,-0.13785386085510254
46,0.8200975656509399,-1.8077502250671387,-0.03966188430786133,-0.13706374168395996
47,0.824893593788147,-1.8301458358764648,-0.03894460201263428,-0.1362764835357666
48,0.8292685151100159,-1.8473353385925293,-0.038227081298828125,-0.13549423217773438
49,0.8331982493400574,-1.8561744689941406,-0.03751170635223389,-0.1347188949584961
50,0.8366795182228088,-1.8550019264221191,-0.036798834800720215,-0.13394784927368164
51,0.8397355079650879,-1.8441650867462158,-0.03608560562133789,-0.1331789493560791
52,0.842414915561676,-1.825991153717041,-0.03537487983703613,-0.1324160099029541
53,0.8447760939598083,-1.8041951656341553,-0.034665465354919434,-0.1316598653793335
54,0.8468809127807617,-1.7829492092132568,-0.03395843505859375,-0.13090479373931885
55,0.8487849235534668,-1.7658939361572266,-0.033251047134399414,-0.13015496730804443
