fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.10986165702342987,0.15742267668247223,0.8522155284881592
1,train,total_negative_slack_ns,18.24692726135254,58.388946533203125,0.10567909479141235
1,test,worst_slack_ns,0.10348387807607651,0.12286674231290817,0.9188060760498047
1,test,total_negative_slack_ns,24.95879364013672,75.55668640136719,0.08529341220855713
2,train,worst_slack_ns,0.10771854966878891,0.15899920463562012,0.8536956310272217
2,train,total_negative_slack_ns,20.17131233215332,60.04399871826172,0.1031564474105835
2,test,worst_slack_ns,0.24314573407173157,0.3749239146709442,0.1695830225944519
2,test,total_negative_slack_ns,24.774267196655273,72.83675384521484,0.03983491659164429
3,train,worst_slack_ns,0.09467917680740356,0.13682077825069427,0.8938092589378357
3,train,total_negative_slack_ns,19.321876525878906,60.662479400634766,0.0984075665473938
3,test,worst_slack_ns,0.19804687798023224,0.2888035178184509,0.46302998065948486
3,test,total_negative_slack_ns,20.82770538330078,70.98667907714844,0.07169938087463379
4,train,worst_slack_ns,0.09128107875585556,0.13061130046844482,0.8974628448486328
4,train,total_negative_slack_ns,21.660533905029297,75.83123016357422,-0.08716166019439697
4,test,worst_slack_ns,0.1424778252840042,0.21185043454170227,0.757875382900238
4,test,total_negative_slack_ns,4.853172779083252,11.28657341003418,-0.2244199514389038
5,train,worst_slack_ns,0.11008986830711365,0.15848278999328613,0.8582732677459717
5,train,total_negative_slack_ns,18.874645233154297,63.26197814941406,0.10317009687423706
5,test,worst_slack_ns,0.09124770760536194,0.11266163736581802,0.9133681654930115
5,test,total_negative_slack_ns,23.277748107910156,57.059051513671875,0.14566928148269653
