target,design_count,mean_r2,std_r2,min_r2,median_r2,max_r2,mean_mae,median_mae,max_mae,worst_design_r2,best_design_r2
worst_slack_ns,47,0.5245,1.0213,-3.3673,0.8966,0.9899,0.1564,0.0968,0.8633,i2c,s5378a
total_negative_slack_ns,47,-2.1037,3.6865,-18.1345,-0.5796,0.1903,19.9566,4.9617,135.4084,i2c,usb_phy
