fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.11579421907663345,0.1598677933216095,0.8475890755653381
1,train,total_negative_slack_ns,2.762691020965576,5.985971450805664,0.9906005859375
1,test,worst_slack_ns,0.12332100421190262,0.15860937535762787,0.8646954298019409
1,test,total_negative_slack_ns,4.294529438018799,8.19288158416748,0.9892449975013733
2,train,worst_slack_ns,0.14182212948799133,0.19303739070892334,0.7843496799468994
2,train,total_negative_slack_ns,11.398287773132324,30.172250747680664,0.7735392451286316
2,test,worst_slack_ns,0.16333812475204468,0.21746814250946045,0.7206162214279175
2,test,total_negative_slack_ns,24.6154727935791,53.00923156738281,0.4914335012435913
3,train,worst_slack_ns,0.0807422623038292,0.11949659883975983,0.9189984202384949
3,train,total_negative_slack_ns,4.405118465423584,10.276069641113281,0.9741283655166626
3,test,worst_slack_ns,0.12644106149673462,0.1813090741634369,0.7883666157722473
3,test,total_negative_slack_ns,15.080724716186523,51.516693115234375,0.5110878348350525
4,train,worst_slack_ns,0.07996653765439987,0.11859917640686035,0.9154559373855591
4,train,total_negative_slack_ns,2.6857681274414062,5.871560096740723,0.9934821128845215
4,test,worst_slack_ns,0.11678268015384674,0.1821782886981964,0.8209503889083862
4,test,total_negative_slack_ns,2.4675509929656982,5.484507083892822,0.7108778357505798
5,train,worst_slack_ns,0.10533503443002701,0.15021280944347382,0.8726785778999329
5,train,total_negative_slack_ns,2.5685343742370605,5.115298748016357,0.994136393070221
5,test,worst_slack_ns,0.0940726101398468,0.12251751124858856,0.897547721862793
5,test,total_negative_slack_ns,7.2930402755737305,21.55450439453125,0.8780861496925354
