epoch,design_name,design_id,target_name,num_recipes,overall_best_test_mae,overall_best_test_rmse,overall_best_test_r2,design_mae_mean,design_maemedian,design_rmse,design_pct_error_mean,design_pct_errormedian,design_r2,target_mean,prediction_mean
84,s1238a,iscas89_0005,tns,192,0.6434443548011283,1.1850916839246517,0.3858911991119385,0.3005569127077858,0.18733416497707367,0.3997981565874855,92.39751386040452,56.73900703583837,-0.241306625474075,-0.5050208922475576,-0.29021766781806946
84,s1488,iscas89_0010,tns,192,0.6434443548011283,1.1850916839246517,0.3858911991119385,0.8523434212741753,0.8096999824047089,0.9206427874345198,67.67841381493422,70.29793714911642,-0.9616992243648645,-1.3409546089048188,-0.48861118763064343
84,s15850,iscas89_0011,tns,192,0.6434443548011283,1.1850916839246517,0.3858911991119385,0.3315554082704087,0.3265097439289093,0.3502965716997108,106.4809782621561,101.50465177282854,-8.68459649003342,-0.31887885912631947,0.012676549144089222
84,s15850a,iscas89_0012,tns,192,0.6434443548011283,1.1850916839246517,0.3858911991119385,0.3183845290914178,0.29134683310985565,0.3437195905475513,105.1162148373745,101.47358599012915,-7.689102435116508,-0.30560315772891045,0.012781371362507343
84,s420,iscas89_0024,tns,192,0.6434443548011283,1.1850916839246517,0.3858911991119385,0.4207627079449594,0.32365772128105164,0.5048806636082945,82.80267750739952,82.86739862934195,-0.9530961387384882,-0.5166456196457148,-0.09588291170075536
84,s444,iscas89_0025,tns,192,0.6434443548011283,1.1850916839246517,0.3858911991119385,0.0924269553894798,0.06947214901447296,0.12237557187054607,53.01600154535757,23.17034044519746,0.9461527097113859,-0.49931520130485296,-0.5912467148154974
84,s820a,iscas89_0034,tns,192,0.6434443548011283,1.1850916839246517,0.3858911991119385,0.05214851923907796,0.03916752338409424,0.07182570362832946,82.88003848658039,38.717110670847035,0.5446091672275815,-0.12029976211488247,-0.11696062376722693
84,s838,iscas89_0037,tns,192,0.6434443548011283,1.1850916839246517,0.3858911991119385,0.0425577680580318,0.030278146266937256,0.054847093237304266,74.40707158562485,69.78457209072647,-2.2260847639262993,-0.05937014427036047,-0.03345932361359397
84,ss_pcm,iwls05_0012,tns,192,0.6434443548011283,1.1850916839246517,0.3858911991119385,1.2442196337506175,1.0598141551017761,1.5599730879165379,49.40445499132115,34.112899592235756,0.6048219904301346,-3.676931996208926,-3.2918660261978707
84,systemcdes,iwls05_0015,tns,192,0.6434443548011283,1.1850916839246517,0.3858911991119385,2.77948757680133,2.7613212764263153,3.175623976470665,112.20103770372377,107.04991083130017,-3.070747156015444,-2.615587659024944,0.16389991777638593
