epoch,train_loss,train_mae,train_rmse,train_mape,train_r2,test_loss,test_mae,test_rmse,test_mape,test_r2,num_epochs,learning_rate,batch_size,weight_decay,loss_fn,target_name,target_transform,device,shuffle_training,hidden_dim,num_gat_layers,num_heads,dropout
1,0.3726400042976345,0.673518485851116,1.3049037988775907,719.9550328984991,-0.6563044786453247,0.4979509608043979,0.8053159017115832,1.5282404280423942,220.16755577723185,-0.02123284339904785,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
2,0.24270474793271976,0.5078388627048012,0.9617458802704637,545.0860559961817,0.10028719902038574,0.5007074004776465,0.8120273937781651,1.526993579656479,208.9188772201538,-0.019567131996154785,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
3,0.21727129647525045,0.4733503764277106,0.9162055629960929,502.82734020336255,0.18347591161727905,0.4955189357919153,0.807181183155626,1.5168252974131309,194.69936677614848,-0.006033658981323242,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
4,0.2086561309626779,0.4595690979076935,0.9012466579942109,468.2113913802413,0.2099210023880005,0.47084596851685395,0.7880799988905589,1.475353000973414,204.57228860855102,0.048227131366729736,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
5,0.2001675188809902,0.4492341357845444,0.8796389228074191,462.18358873247024,0.24735170602798462,0.4548119796634031,0.7623049745957057,1.448928073361123,185.64714762369792,0.08201611042022705,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
6,0.19446220792628624,0.4394950989533115,0.868753183835354,439.41063339645797,0.26586484909057617,0.4438688366751497,0.7494534554580847,1.4290244735718307,182.43101857503254,0.1070631742477417,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
7,0.1892618145122453,0.43213479328262916,0.8510275367167373,435.67445141560324,0.2955171465873718,0.4257545621289561,0.7212619971483946,1.3980618660534692,180.28984473546345,0.14533841609954834,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
8,0.1841306173083213,0.4227407081975593,0.8360751489831334,393.545003289575,0.3200550079345703,0.4249690497822788,0.7122455552841226,1.39475552737176,150.41447313626608,0.1493760347366333,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
9,0.17845179977919068,0.4108376069380356,0.8228803701277388,375.59818872675163,0.3413470983505249,0.41564397251689417,0.6890307128429413,1.3866281623297265,148.1137330532074,0.15926051139831543,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
10,0.17148351135688858,0.3987525446457906,0.8030770902345039,347.5615635433713,0.3726676106452942,0.40987818489957134,0.6818129404758414,1.3780913653003526,136.47270189921062,0.16958069801330566,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
11,0.16938850834025992,0.3922305786394858,0.7943214985581311,340.9482410534008,0.386272132396698,0.3965323345716267,0.6708606380348404,1.3507839750133028,154.20474303563435,0.20216476917266846,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
12,0.16258051812749458,0.38167459000875287,0.773142484182815,325.7565191114271,0.4185635447502136,0.42406720042151086,0.7040428693095843,1.4065556720672099,128.62609287897746,0.13492196798324585,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
13,0.15694130801067158,0.37311414958120465,0.7534484796525253,303.3240244753726,0.44780778884887695,0.4044707854355996,0.6780174526075522,1.3713460345274415,130.4682420094808,0.1776900291442871,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
14,0.15092063260575136,0.3631442720825608,0.7329368607056898,314.03786045796164,0.47746390104293823,0.39896269312497074,0.6754061575358112,1.3501840411997368,113.17833528518676,0.2028733491897583,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
15,0.1456190849578864,0.35398282177813417,0.7113628639727939,307.413498474671,0.5077728629112244,0.3956381240219343,0.6710745546966791,1.3559252403942184,132.52729425430297,0.19607985019683838,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
16,0.14266548122002468,0.3489251321366241,0.7049635465247681,324.186234654607,0.5165890455245972,0.4054845700079265,0.681731037888676,1.3696539131912397,106.95341157913208,0.17971813678741455,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
17,0.13869155405575898,0.3437379521426854,0.6934068910648391,292.37414801657735,0.5323084592819214,0.40363024872688885,0.6909353503957391,1.3596149047049557,119.19833749135336,0.19169872999191284,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
18,0.13375251642889804,0.33372189634823585,0.6805825938684273,280.1513636477359,0.5494480133056641,0.39935255074039255,0.6879106220478813,1.346686501291442,120.77222553888957,0.20699775218963623,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
19,0.13005878436085475,0.3273954919061145,0.6658114006524363,289.28886599154083,0.5687931776046753,0.3923023391941873,0.6712750174105168,1.3478886353307382,127.89225006103516,0.20558136701583862,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
20,0.1241330033805859,0.3188204190081304,0.6473877728853648,279.44364396516266,0.5923267602920532,0.4091531408252195,0.702414049829046,1.3588755527677763,121.13323799769084,0.19257766008377075,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
21,0.12232244466137779,0.31405459539041863,0.6470820793289412,254.4745183721319,0.5927116870880127,0.39575474729354027,0.6800121482461691,1.3426231614421673,116.38986285527547,0.21177595853805542,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
22,0.118606751491022,0.31239678912066127,0.6305107225060891,261.5297008548771,0.613305389881134,0.3878896044746701,0.6759881807491184,1.332297491430138,148.60345233281453,0.22385329008102417,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
23,0.11594155247885364,0.3048372127048604,0.6225870027129918,250.71902967573286,0.6229636073112488,0.3929857590298828,0.6842042582730452,1.3130196552994748,116.3626339117686,0.246151864528656,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
24,0.1121511130451082,0.2969569296047494,0.6103207035935488,248.4388193869376,0.63767409324646,0.399471908910103,0.6891462169898053,1.3218069980113671,107.49995849927267,0.23602783679962158,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
