fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.11563847959041595,0.16070692241191864,0.845984935760498
1,train,total_negative_slack_ns,2.88350248336792,6.283559799194336,0.9896427989006042
1,test,worst_slack_ns,0.09698997437953949,0.1220812276005745,0.919840931892395
1,test,total_negative_slack_ns,3.801236867904663,7.03528356552124,0.9920695424079895
2,train,worst_slack_ns,0.12195420265197754,0.16924545168876648,0.8342317342758179
2,train,total_negative_slack_ns,2.6266610622406006,5.620877265930176,0.9921406507492065
2,test,worst_slack_ns,0.15883193910121918,0.21811246871948242,0.7189582586288452
2,test,total_negative_slack_ns,8.495040893554688,16.40814781188965,0.9512736797332764
3,train,worst_slack_ns,0.08419408649206161,0.12508535385131836,0.9112445116043091
3,train,total_negative_slack_ns,3.0646371841430664,6.0355305671691895,0.9910751581192017
3,test,worst_slack_ns,0.130102276802063,0.18717986345291138,0.7744393348693848
3,test,total_negative_slack_ns,10.747746467590332,32.43301773071289,0.8062196969985962
4,train,worst_slack_ns,0.08311419188976288,0.12248993664979935,0.9098178148269653
4,train,total_negative_slack_ns,3.105924129486084,6.254870414733887,0.9926033616065979
4,test,worst_slack_ns,0.12524592876434326,0.1899927705526352,0.8052603602409363
4,test,total_negative_slack_ns,2.761481523513794,5.567061901092529,0.7021083831787109
5,train,worst_slack_ns,0.11374154686927795,0.1578858196735382,0.8593389987945557
5,train,total_negative_slack_ns,2.571305274963379,5.120748996734619,0.9941238760948181
5,test,worst_slack_ns,0.07786868512630463,0.10073030740022659,0.9307458400726318
5,test,total_negative_slack_ns,8.458831787109375,25.235782623291016,0.8328869342803955
