fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.10602021217346191,0.14797338843345642,0.86942458152771
1,train,total_negative_slack_ns,2.764165163040161,6.120856761932373,0.9901722073554993
1,test,worst_slack_ns,0.10118529200553894,0.1262236386537552,0.9143087863922119
1,test,total_negative_slack_ns,4.546175956726074,9.143279075622559,0.9866051077842712
2,train,worst_slack_ns,0.0903761088848114,0.1267821192741394,0.9069784879684448
2,train,total_negative_slack_ns,14.452802658081055,35.89716339111328,0.6794485449790955
2,test,worst_slack_ns,0.17388223111629486,0.2539612054824829,0.6189826726913452
2,test,total_negative_slack_ns,27.34708023071289,53.71976852416992,0.47770845890045166
3,train,worst_slack_ns,0.08022814989089966,0.11827835440635681,0.9206416010856628
3,train,total_negative_slack_ns,2.7383460998535156,6.059759616851807,0.9910033345222473
3,test,worst_slack_ns,0.13510741293430328,0.18114621937274933,0.7887466549873352
3,test,total_negative_slack_ns,8.029980659484863,21.79822540283203,0.9124659299850464
4,train,worst_slack_ns,0.08147899806499481,0.12093100696802139,0.91209876537323
4,train,total_negative_slack_ns,3.033726692199707,6.118434906005859,0.9929225444793701
4,test,worst_slack_ns,0.12021742761135101,0.1861802041530609,0.812997579574585
4,test,total_negative_slack_ns,2.487992525100708,5.10310173034668,0.7496920824050903
5,train,worst_slack_ns,0.09181668609380722,0.1277189552783966,0.9079554080963135
5,train,total_negative_slack_ns,2.462014675140381,4.929910182952881,0.9945536851882935
5,test,worst_slack_ns,0.07763681560754776,0.09553776681423187,0.9377017617225647
5,test,total_negative_slack_ns,7.35425329208374,21.2445125579834,0.8815675973892212
