epoch,mean_loss_worst_slack_ns,mean_train_r2_worst_slack_ns,mean_test_r2_worst_slack_ns,mean_loss_total_negative_slack_ns,mean_train_r2_total_negative_slack_ns,mean_test_r2_total_negative_slack_ns
1,1.028895,-0.008978593,-0.15238804,1.0359713,-0.02154826,-1.7452176
2,1.0099089,0.00868324,-0.11546451,1.0226109,-0.008033549,-1.5998946
3,0.9928012,0.025790442,-0.08126577,1.0087051,0.0048312424,-1.4687445
4,0.97644025,0.042417727,-0.050445117,0.9962953,0.017179335,-1.3507332
5,0.9596198,0.05863706,-0.024112606,0.9840034,0.029125428,-1.2438688
6,0.9435158,0.0745313,-1.4185905e-06,0.97188365,0.040803395,-1.1458505
7,0.92779046,0.09018562,0.022425305,0.96031934,0.052280426,-1.0552472
8,0.9124869,0.10570319,0.04345101,0.94922656,0.06360917,-0.971014
9,0.8970106,0.12115818,0.064316675,0.9376899,0.074827805,-0.89190483
10,0.8820524,0.13663207,0.08423088,0.9271067,0.085934415,-0.8174081
11,0.8668224,0.15218191,0.10275616,0.9159752,0.096928105,-0.7465572
12,0.8511594,0.16786402,0.120171085,0.9050474,0.10784278,-0.67895854
13,0.83559835,0.18372048,0.13671397,0.89509094,0.11867058,-0.61418545
14,0.8202249,0.19978665,0.1526919,0.88328284,0.12940362,-0.5515679
15,0.80437213,0.21609285,0.16838174,0.8726593,0.14001895,-0.49103516
16,0.78745747,0.23266658,0.18400726,0.86343575,0.15050757,-0.43240976
17,0.77173483,0.24951573,0.19971639,0.85246193,0.16086282,-0.37539372
18,0.7549666,0.26663357,0.215574,0.8419731,0.17108883,-0.31962317
19,0.7388617,0.28401962,0.23158827,0.8311262,0.18117076,-0.2651675
20,0.7206858,0.30169153,0.24775045,0.8213906,0.19110893,-0.21209507
21,0.7038425,0.31964064,0.2640893,0.8118332,0.20090404,-0.16060738
22,0.6865643,0.33786082,0.28063992,0.8028444,0.2105582,-0.11067195
23,0.6681259,0.35634375,0.2973792,0.79321736,0.22007008,-0.06241832
24,0.6499294,0.3750665,0.31425905,0.7832268,0.22944315,-0.01632073
25,0.63168204,0.39399916,0.3312327,0.77566445,0.23865774,0.027358448
