epoch,train_loss,train_mae,train_rmse,train_mape,train_r2,test_loss,test_mae,test_rmse,test_mape,test_r2,num_epochs,learning_rate,batch_size,weight_decay,loss_fn,target_name,target_transform,device,shuffle_training,hidden_dim,num_gat_layers,num_heads,dropout
1,0.3337261627577705,0.905173127114037,1.4243608232410074,911.6962044798298,-0.11023831367492676,0.2456069218127855,0.7740546585548491,1.0992782819920885,1182.7773591904413,-0.0063669681549072266,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
2,0.2653826046275136,0.7176228338553582,1.3469222652488515,546.7120399946048,0.007201254367828369,0.21941656477533147,0.703331418158043,1.0386882696986173,1047.8380949156624,0.10151362419128418,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
3,0.24936745106530042,0.6755020414237622,1.302715849083952,475.84172175843037,0.07129967212677002,0.2094946222551655,0.6967288541297117,0.9983459750353462,1081.644910857791,0.16995203495025635,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
4,0.24149404236196,0.6575402164900744,1.2762162310832659,471.30507226637855,0.10869818925857544,0.20496749090740368,0.700858689312424,0.9718692183366274,1095.3456634793963,0.21339499950408936,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
5,0.23254543285311005,0.6361930740100367,1.246116325268439,432.84031983363775,0.15024566650390625,0.19910678793010966,0.7014880776405334,0.942860731051308,1139.2341233208067,0.2596516013145447,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
6,0.2243378353477628,0.6174470083213147,1.208635789371048,365.72590119161725,0.20059454441070557,0.19482389622412266,0.7035662617002215,0.9186468377787439,1168.2189353307087,0.29718947410583496,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
7,0.22246411431258845,0.6147284430486185,1.201108516281694,392.1648982954614,0.2105209231376648,0.19085153276544242,0.7024406531736964,0.8996350675794543,1161.0484642755418,0.3259783983230591,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
8,0.217394434283545,0.6027447586810147,1.1826954243214378,375.36816853652766,0.23454082012176514,0.18781974805252893,0.7031934889299529,0.8823040846279195,1189.1181368146624,0.35169750452041626,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
9,0.21453601899154393,0.5970686983179163,1.1727324010169822,366.06740004928025,0.24738293886184692,0.17668504547327757,0.676481921403181,0.8510218358221263,1132.1339651743572,0.3968539834022522,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
10,0.21278835584719977,0.5943890874400551,1.157787747711359,362.7633016138901,0.26644259691238403,0.18161058079983508,0.696299590525173,0.8529267833326182,1184.891863050915,0.3941507935523987,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
11,0.208826984382338,0.5862783134719471,1.1414651278572507,347.50792039470906,0.2869803309440613,0.1807231472450353,0.6955153544743856,0.8458682298147371,1177.4299555733091,0.40413689613342285,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
12,0.20614845215998315,0.5807977591031863,1.132695736201103,348.7960543220426,0.2978939414024353,0.18633546258899428,0.709547529972735,0.854450800413575,1245.807461080097,0.3919837474822998,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
13,0.2044456441093374,0.5775979229329545,1.120514157211165,327.66701917295103,0.31291431188583374,0.1825794388673135,0.6970723576488949,0.8469737379463822,1186.7099448158629,0.40257835388183594,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
14,0.20050763750425826,0.5692232000974962,1.109547115206478,336.3474939134386,0.32629823684692383,0.19048723168227644,0.7102899895537467,0.8674527038348208,1230.4860422951836,0.3733389973640442,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
15,0.19910935511421643,0.5667062631727736,1.1003228252645847,318.49216734332805,0.33745336532592773,0.19235170346551708,0.7099395635582152,0.8750426283222316,1217.6204717272803,0.3623248338699341,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
16,0.19339984853142572,0.555295772758531,1.0808220159716737,329.22593655998327,0.36072975397109985,0.19474888047469513,0.7065873940785726,0.8934684234219815,1128.9639484314691,0.33518701791763306,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
17,0.193721508446299,0.5539330142883607,1.0810806324401894,333.838304825771,0.360423743724823,0.19823579272876182,0.7063784904423214,0.9151178228525935,1111.9690121014912,0.302578866481781,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
18,0.18958742120935593,0.5445667558614119,1.062098507244582,325.11189853997877,0.3826864957809448,0.20568056065323098,0.7184233995420592,0.9372055136229976,1167.033090614137,0.2685060501098633,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
19,0.1865385102889972,0.5380767182803449,1.0516578248149344,328.89260567559137,0.3947635293006897,0.2151457463125033,0.7318009553211076,0.9717877794010378,1187.7798179217748,0.21352684497833252,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
20,0.18761673907714863,0.5367985582094134,1.047731459484101,333.00353443475416,0.3992743492126465,0.21275533231285712,0.7239106673569906,0.9709005447221539,1128.2078170776367,0.21496224403381348,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
21,0.18367360573675898,0.5295498135649128,1.035324248614674,305.9007759565188,0.4134176969528198,0.22743381929051662,0.7465901098081044,1.0257297276187327,1166.6085159210932,0.12379252910614014,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
22,0.1797998026933199,0.5218036965823468,1.0138782675245546,324.14314627941746,0.43746721744537354,0.21869019300322093,0.7267910213697524,0.9999716049570164,1095.7497725032624,0.16724658012390137,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
23,0.17979367943135677,0.5209064763269307,1.0178841947829504,291.89481316083743,0.43301326036453247,0.23646583762075307,0.7563509407142798,1.0571054020189272,1148.4933089528765,0.06936872005462646,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
24,0.17897724817840405,0.5177315433084229,1.0111835260979978,306.3519273451817,0.44045358896255493,0.22523158886248157,0.7296187590275492,1.0361417605979801,1075.1012115819115,0.10591375827789307,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
25,0.17632621427836978,0.5103387348813775,1.0048313733790533,291.517192510911,0.44746142625808716,0.2142939214772057,0.7078417550240245,1.0080591663875278,1024.982718410946,0.15372192859649658,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
26,0.17620020916248547,0.5096178860576065,1.0058959169910002,299.92544998357323,0.4462900161743164,0.25284205806175514,0.7916188836097717,1.1097491646621482,1153.5450193314325,-0.02562999725341797,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
27,0.17169924758742622,0.5019040024942822,0.9832173121908395,300.75365078302076,0.47097623348236084,0.25812851112901364,0.7969138902567682,1.1337455016173086,1117.2677600383759,-0.0704643726348877,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
28,0.17189030678091963,0.5000159598794984,0.985345991122366,294.8010593932352,0.46868300437927246,0.281386304746515,0.8333474284126645,1.1971140459488794,1163.491518190929,-0.1934717893600464,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
29,0.16784182059820052,0.4935307415363229,0.9694192772973556,292.07402420043945,0.48572027683258057,0.28878871763923336,0.8507297392047587,1.2187374523943895,1153.8033050128392,-0.2369762659072876,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
30,0.16749927860305266,0.4917554626310313,0.9640079560624992,282.79690033712507,0.4914456009864807,0.2249543768287237,0.7152083902841523,1.056023210885991,972.6653449194772,0.07127320766448975,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
31,0.16515232216750766,0.4876184865464399,0.9627061792497558,294.7766667118779,0.49281811714172363,0.2943228058117841,0.8572656792544183,1.2358832244730902,1142.4426652590435,-0.27202582359313965,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
32,0.16218364921708903,0.48384113103887183,0.9420761363367058,287.7617618419506,0.5143222808837891,0.2565911640634849,0.7617367798728603,1.1579035407171958,976.8278866041275,-0.1165696382522583,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
33,0.15900080741877543,0.47775705103520993,0.9296240639218888,283.995391610228,0.5270764827728271,0.26596566206509514,0.7892522093440805,1.1757125049058914,1006.1595275061471,-0.15118026733398438,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
34,0.15944762622224695,0.4782190920762074,0.938247516530231,281.0136958228217,0.5182618498802185,0.274439763211246,0.8082323755536761,1.193765923539468,993.0174804755619,-0.18680524826049805,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
35,0.1556032852810106,0.4703542187258049,0.9161840423590161,278.08128799626854,0.5406521558761597,0.2398382063533756,0.7490797816287904,1.0905470744503725,952.6091102304913,0.009556055068969727,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
36,0.15249417852150438,0.4670472193831279,0.9051667701341433,284.591076273977,0.5516332387924194,0.2489374541161981,0.7735865580893698,1.0989168738810235,949.5890360559736,-0.005705356597900391,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
37,0.15371148918329933,0.4663254062150731,0.910171614812794,281.04485514134535,0.5466613173484802,0.28627758463179426,0.8309875451737926,1.225773557543499,994.6429001603808,-0.2513004541397095,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
38,0.14851106368695144,0.46243509622635665,0.8879425522302807,271.2967610771273,0.5685346126556396,0.29209949647165123,0.8571118237007231,1.224108512742345,1014.6556497982571,-0.2479032278060913,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
39,0.14726055809009223,0.45748446274686744,0.8738923536595959,271.32050149234726,0.5820810794830322,0.2310342799173668,0.6932918320276907,1.094061797692537,786.7883686451685,0.0031614303588867188,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
40,0.14356572675967105,0.44960605205945026,0.8682480489718193,276.78993276902185,0.5874621272087097,0.2598922250659338,0.8031795383209274,1.1257435249127214,951.5867005983988,-0.055407047271728516,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
41,0.14319740665823588,0.4497205866155801,0.8615692122152503,274.201793152609,0.5937844514846802,0.2110516579067778,0.6947055787202858,0.9953528103677981,848.6466640404293,0.1749216914176941,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
42,0.14120415315307952,0.44803073983869435,0.8563034610087286,268.6751224847487,0.5987347364425659,0.2501378910438645,0.7747064509562084,1.091211122665718,892.2005553699676,0.00834953784942627,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
43,0.13682255521416664,0.43662787477175397,0.8337418807955812,252.97388592472782,0.6196010112762451,0.1952164773053179,0.6621654892251605,0.9417400690383555,846.5662586348398,0.2614104747772217,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
