design_name,fold,target,design_rows,r2,mae,rmse,true_min,true_max,true_mean,pred_mean,mean_error
s27,4,total_negative_slack_ns,288,-173.32327270507812,1.5694516897201538,2.267838954925537,-0.4652949869632721,0.0,-0.08177533745765686,-1.5547616481781006,-1.4729863405227661
s510,1,total_negative_slack_ns,288,-10.379687309265137,3.082308769226074,4.300750255584717,-3.521289110183716,0.0,-0.8304376602172852,-3.8620975017547607,-3.0316591262817383
s444,2,total_negative_slack_ns,288,-6.013313293457031,3.56943941116333,4.406495094299316,-4.594910144805908,0.0,-0.8916535973548889,-4.123243808746338,-3.2315902709960938
usb_phy,1,total_negative_slack_ns,288,-5.3245849609375,16.36369514465332,18.462474822998047,-20.32241439819336,0.0,-4.0896806716918945,-20.45337677001953,-16.36369514465332
systemcdes,2,total_negative_slack_ns,288,-2.2972569465637207,52.14131164550781,55.01262664794922,-83.60449981689453,0.0,-23.923463821411133,-76.06478118896484,-52.14131164550781
s386,5,total_negative_slack_ns,288,-1.8914382457733154,1.3647379875183105,1.9837777614593506,-3.1184980869293213,0.0,-0.746756911277771,-1.5514183044433594,-0.8046615719795227
s344,2,total_negative_slack_ns,288,-1.6707348823547363,2.227168083190918,2.6374826431274414,-4.482790946960449,0.0,-0.950855016708374,-1.3466036319732666,-0.3957487642765045
s838,5,total_negative_slack_ns,288,-1.3878169059753418,4.426379203796387,5.92574405670166,-9.767878532409668,0.0,-2.6199939250946045,-7.013926982879639,-4.393932819366455
s420,3,total_negative_slack_ns,288,-0.5082993507385254,1.6512514352798462,2.054107427597046,-4.480721950531006,0.0,-1.081291913986206,-2.6723835468292236,-1.5910916328430176
s298,3,total_negative_slack_ns,288,-0.4835081100463867,1.0857036113739014,1.3819397687911987,-3.157489061355591,0.0,-0.5928377509117126,-1.6094133853912354,-1.0165756940841675
ss_pcm,3,total_negative_slack_ns,288,-0.4677400588989258,5.897449970245361,7.084611415863037,-16.613008499145508,0.0,-3.321835517883301,-9.21928596496582,-5.897449970245361
s832,2,total_negative_slack_ns,288,-0.4449716806411743,2.245107650756836,3.0582497119903564,-6.867057800292969,0.0,-1.7138322591781616,-2.8646814823150635,-1.1508491039276123
s1238a,2,total_negative_slack_ns,288,-0.2423703670501709,2.921299934387207,3.5171899795532227,-8.9385986328125,0.0,-2.6519179344177246,-1.0795689821243286,1.5723490715026855
s1423,4,total_negative_slack_ns,288,-0.08701121807098389,11.38753890991211,15.670455932617188,-40.30670166015625,0.0,-14.81924819946289,-3.8634517192840576,10.955796241760254
i2c,2,total_negative_slack_ns,288,0.02253514528274536,9.316926002502441,11.390660285949707,-33.42695617675781,0.0,-7.131219863891602,0.9209645390510559,8.05218505859375
s832a,1,total_negative_slack_ns,288,0.10172033309936523,1.8971298933029175,2.411288022994995,-6.867057800292969,0.0,-1.7138322591781616,-3.5799484252929688,-1.8661164045333862
s1423a,3,total_negative_slack_ns,288,0.13031995296478271,9.816828727722168,13.968052864074707,-40.895965576171875,0.0,-14.305703163146973,-4.8132853507995605,9.49241828918457
s400,4,total_negative_slack_ns,288,0.2892991900444031,1.0841625928878784,1.3799916505813599,-4.488002777099609,0.0,-0.8724053502082825,-1.9237656593322754,-1.0513604879379272
s526,5,total_negative_slack_ns,288,0.3314434289932251,1.072398066520691,1.360759973526001,-4.650142192840576,0.0,-0.8880174160003662,-1.139280915260315,-0.2512635588645935
s526a,4,total_negative_slack_ns,288,0.36031901836395264,1.0494425296783447,1.338788628578186,-4.59926700592041,0.0,-0.8958985805511475,-1.9101464748382568,-1.0142478942871094
s820a,3,total_negative_slack_ns,288,0.3648982644081116,1.6478297710418701,1.9892696142196655,-6.843706130981445,0.0,-1.6709110736846924,-3.3162734508514404,-1.6453622579574585
s713,5,total_negative_slack_ns,288,0.399471640586853,2.460392475128174,3.2351787090301514,-11.170372009277344,0.0,-2.9202499389648438,-5.302055835723877,-2.381805896759033
s1488,2,total_negative_slack_ns,288,0.46942007541656494,2.08036208152771,2.525531530380249,-9.541492462158203,0.0,-2.5044665336608887,-2.6622226238250732,-0.15775591135025024
s382,4,total_negative_slack_ns,288,0.5122718811035156,0.9569739103317261,1.2212218046188354,-4.823084831237793,0.0,-0.9624850749969482,-1.8797537088394165,-0.9172685146331787
s38584,2,total_negative_slack_ns,288,0.5829204320907593,102.32869720458984,125.59660339355469,-531.3651123046875,0.0,-137.66419982910156,-136.99496459960938,0.6692420244216919
s349,1,total_negative_slack_ns,288,0.6036159992218018,0.8829731345176697,1.15174400806427,-4.973042011260986,0.0,-1.0988430976867676,-1.8526573181152344,-0.7538142204284668
s953,2,total_negative_slack_ns,288,0.6265503168106079,1.7496275901794434,2.269296884536743,-10.15001106262207,0.0,-2.2330358028411865,-2.7524638175964355,-0.5194279551506042
s5378a,2,total_negative_slack_ns,288,0.635816216468811,8.285391807556152,9.629435539245605,-43.22509002685547,0.0,-11.281671524047852,-14.544269561767578,-3.2625973224639893
s820,4,total_negative_slack_ns,288,0.6467032432556152,1.104387879371643,1.4836854934692383,-6.843706130981445,0.0,-1.6709110736846924,-2.7095143795013428,-1.0386033058166504
s641,1,total_negative_slack_ns,288,0.8383058309555054,1.4273573160171509,1.7772523164749146,-11.92619514465332,0.0,-3.298856496810913,-4.2925238609313965,-0.9936676025390625
s1238,3,total_negative_slack_ns,288,0.8427069783210754,0.9965697526931763,1.2748240232467651,-9.127351760864258,0.0,-2.787226438522339,-2.1623501777648926,0.6248761415481567
s1196a,5,total_negative_slack_ns,288,0.8456599712371826,0.8991442918777466,1.0868761539459229,-7.770129203796387,0.0,-2.1623144149780273,-2.081939220428467,0.08037498593330383
s38417,3,total_negative_slack_ns,288,0.8546649813652039,43.262939453125,69.33697509765625,-513.5249633789062,0.0,-134.61981201171875,-109.40695190429688,25.212860107421875
s5378,3,total_negative_slack_ns,288,0.8715964555740356,3.78006649017334,5.757669925689697,-42.78767776489258,0.0,-11.415985107421875,-8.590765953063965,2.825218677520752
s953a,1,total_negative_slack_ns,288,0.8759234547615051,1.0909472703933716,1.3080374002456665,-10.15001106262207,0.0,-2.2330358028411865,-3.2374660968780518,-1.0044302940368652
s1196,1,total_negative_slack_ns,288,0.9325122237205505,0.5833835005760193,0.7531277537345886,-8.146805763244629,0.0,-2.3030331134796143,-1.9247125387191772,0.3783208131790161
s35932,5,total_negative_slack_ns,288,0.9373592734336853,23.78990364074707,35.08689498901367,-438.6055908203125,0.0,-88.74264526367188,-94.08916473388672,-5.346516132354736
sasc,5,total_negative_slack_ns,288,0.9502421617507935,2.096078395843506,2.3797459602355957,-29.25296974182129,0.0,-6.715629577636719,-7.875759601593018,-1.1601290702819824
s13207a,5,total_negative_slack_ns,288,0.9613879323005676,8.461287498474121,9.975126266479492,-141.1276397705078,0.0,-34.330806732177734,-42.56273651123047,-8.231931686401367
s9234a,3,total_negative_slack_ns,288,0.9614197611808777,2.7880334854125977,3.368945360183716,-45.17364501953125,0.0,-12.543959617614746,-13.710636138916016,-1.1666771173477173
s1196b,4,total_negative_slack_ns,288,0.9666818976402283,0.41354265809059143,0.5049877166748047,-7.770129203796387,0.0,-2.1623144149780273,-2.1976919174194336,-0.03537767380475998
s9234,4,total_negative_slack_ns,288,0.9674535989761353,2.5096232891082764,3.078303813934326,-44.81858444213867,0.0,-12.493487358093262,-14.671031951904297,-2.177544593811035
simple_spi,4,total_negative_slack_ns,288,0.9698671102523804,1.5776820182800293,2.09850811958313,-33.24667739868164,0.0,-7.457696914672852,-8.477683067321777,-1.0199857950210571
s15850,1,total_negative_slack_ns,288,0.9772399067878723,6.987903118133545,9.511292457580566,-176.63528442382812,0.0,-55.19429016113281,-50.22910690307617,4.965174198150635
s15850a,5,total_negative_slack_ns,288,0.9776862263679504,7.044668197631836,9.334562301635742,-183.90872192382812,0.0,-55.6925163269043,-51.997188568115234,3.695328950881958
s13207,1,total_negative_slack_ns,288,0.9853572845458984,5.135186195373535,6.697298049926758,-152.84768676757812,0.0,-39.19118118286133,-38.70671463012695,0.4844627380371094
s38584a,1,total_negative_slack_ns,288,0.9954102039337158,7.904938697814941,13.175456047058105,-531.3651123046875,0.0,-137.66419982910156,-138.07968139648438,-0.4154851734638214
s1423,4,worst_slack_ns,288,-1.0232338905334473,0.4560474157333374,0.4578581750392914,-0.904833972454071,0.05347999930381775,-0.4536753296852112,0.0023721058387309313,0.4560474157333374
s1423a,3,worst_slack_ns,288,-0.957788348197937,0.4608796536922455,0.4633634388446808,-0.9081609845161438,0.08398900181055069,-0.4250045120716095,0.035875096917152405,0.4608796536922455
i2c,2,worst_slack_ns,288,-0.02677178382873535,0.3778623342514038,0.42106592655181885,-0.42114099860191345,0.9052670001983643,0.14738112688064575,0.5227445960044861,0.3753634989261627
s1238,3,worst_slack_ns,288,0.19317197799682617,0.22079485654830933,0.23571133613586426,-0.48858699202537537,0.3754050135612488,-0.1210445687174797,0.09975026547908783,0.22079485654830933
s1238a,2,worst_slack_ns,288,0.266994833946228,0.19483348727226257,0.22763898968696594,-0.4787989854812622,0.40557900071144104,-0.10643424093723297,0.0883992537856102,0.19483348727226257
s35932,5,worst_slack_ns,288,0.40115445852279663,0.17009785771369934,0.19697968661785126,-0.5854319930076599,0.3560270071029663,-0.15095442533493042,-0.2871655225753784,-0.136211097240448
s1196,1,worst_slack_ns,288,0.48472750186920166,0.16009706258773804,0.18629592657089233,-0.4025309979915619,0.4447309970855713,-0.06138269603252411,0.09871432930231094,0.16009706258773804
s1196a,5,worst_slack_ns,288,0.5237234234809875,0.14570929110050201,0.1752474308013916,-0.40435999631881714,0.4369480013847351,-0.059910330921411514,0.08574450016021729,0.1456548422574997
systemcdes,2,worst_slack_ns,288,0.754934549331665,0.1672278791666031,0.20394648611545563,-0.8039060235023499,0.5867850184440613,-0.2027876228094101,-0.21702635288238525,-0.014238721691071987
s953a,1,worst_slack_ns,288,0.7721092700958252,0.18416918814182281,0.19827181100845337,-0.29395800828933716,0.9368590116500854,0.23382419347763062,0.04965498670935631,-0.18416918814182281
s444,2,worst_slack_ns,288,0.7964268922805786,0.1668241024017334,0.18230630457401276,-0.22208400070667267,0.981033980846405,0.301553338766098,0.13472922146320343,-0.1668241024017334
s1196b,4,worst_slack_ns,288,0.805283784866333,0.08578077703714371,0.11205290257930756,-0.40435999631881714,0.4369480013847351,-0.059910330921411514,0.024703197181224823,0.08461352437734604
