fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.1034245640039444,0.14631354808807373,0.8723375201225281
1,train,total_negative_slack_ns,2.7380311489105225,5.943037509918213,0.9907349348068237
1,test,worst_slack_ns,0.1212850958108902,0.15007324516773224,0.8788673281669617
1,test,total_negative_slack_ns,3.6562371253967285,7.160030364990234,0.9917857646942139
2,train,worst_slack_ns,0.13867759704589844,0.18429626524448395,0.8034376502037048
2,train,total_negative_slack_ns,3.039651870727539,6.440543174743652,0.9896813631057739
2,test,worst_slack_ns,0.14949166774749756,0.18713900446891785,0.7931104898452759
2,test,total_negative_slack_ns,9.718889236450195,20.355323791503906,0.9250104427337646
3,train,worst_slack_ns,0.07997682690620422,0.12013322860002518,0.918133020401001
3,train,total_negative_slack_ns,3.162912368774414,7.517385005950928,0.9861546754837036
3,test,worst_slack_ns,0.12086385488510132,0.17563574016094208,0.801403820514679
3,test,total_negative_slack_ns,9.75049877166748,29.19202423095703,0.8430131077766418
4,train,worst_slack_ns,0.07917556166648865,0.11740855127573013,0.9171448945999146
4,train,total_negative_slack_ns,2.8908791542053223,6.257184982299805,0.9925978779792786
4,test,worst_slack_ns,0.1166483536362648,0.18194498121738434,0.8214086294174194
4,test,total_negative_slack_ns,2.309114933013916,4.819499969482422,0.7767404317855835
5,train,worst_slack_ns,0.10655439645051956,0.15275104343891144,0.8683393597602844
5,train,total_negative_slack_ns,2.6313436031341553,5.307284355163574,0.9936879873275757
5,test,worst_slack_ns,0.09535788744688034,0.1206318587064743,0.9006770849227905
5,test,total_negative_slack_ns,8.01441764831543,22.822063446044922,0.8633257150650024
