fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.1142389327287674,0.1575750857591629,0.8519293069839478
1,train,total_negative_slack_ns,18.23534393310547,57.65804672241211,0.12792885303497314
1,test,worst_slack_ns,0.0948469489812851,0.11618246883153915,0.9274001121520996
1,test,total_negative_slack_ns,25.661569595336914,73.24134826660156,0.1404944658279419
2,train,worst_slack_ns,0.11182866245508194,0.15623006224632263,0.8587473630905151
2,train,total_negative_slack_ns,19.836606979370117,59.52487564086914,0.11859709024429321
2,test,worst_slack_ns,0.10646699368953705,0.12841452658176422,0.9025822281837463
2,test,total_negative_slack_ns,22.46959686279297,69.25797271728516,0.13187098503112793
3,train,worst_slack_ns,0.09991361200809479,0.13888727128505707,0.8905773162841797
3,train,total_negative_slack_ns,19.720380783081055,59.768001556396484,0.12479978799819946
3,test,worst_slack_ns,0.6347143650054932,1.5600757598876953,-14.66882610321045
3,test,total_negative_slack_ns,21.473894119262695,71.30501556396484,0.06335479021072388
4,train,worst_slack_ns,0.09803944826126099,0.1343083679676056,0.8915758728981018
4,train,total_negative_slack_ns,21.48754119873047,75.61990356445312,-0.08111083507537842
4,test,worst_slack_ns,0.1391528993844986,0.19870950281620026,0.786981463432312
4,test,total_negative_slack_ns,4.7265496253967285,11.191651344299316,-0.2039114236831665
5,train,worst_slack_ns,0.11488140374422073,0.15759317576885223,0.8598598837852478
5,train,total_negative_slack_ns,19.003252029418945,62.67354202270508,0.11977642774581909
5,test,worst_slack_ns,0.09350365400314331,0.11298532783985138,0.9128696322441101
5,test,total_negative_slack_ns,23.051164627075195,57.73947525024414,0.12517213821411133
