epoch,train_loss,train_mae,train_rmse,train_mape,train_r2,test_loss,test_mae,test_rmse,test_mape,test_r2,num_epochs,learning_rate,batch_size,weight_decay,loss_fn,target_name,target_transform,device,shuffle_training,hidden_dim,num_gat_layers,num_heads,dropout
1,0.4778168128123359,0.3520244090921349,0.4472072525930327,544.3293484884595,-0.1955399513244629,0.4275794173516924,0.33102863867368015,0.4072705326986252,301.87672315325057,0.09977614879608154,300,0.0001,32,0.0001,SmoothL1Loss,wns,none,cuda,True,32,2,4,0.1
2,0.3407527006098202,0.28391796285434373,0.36043376751893375,321.8451714591375,0.22340011596679688,0.25300109862083836,0.24134801898802083,0.3003868113558881,405.9398361387707,0.5102817416191101,300,0.0001,32,0.0001,SmoothL1Loss,wns,none,cuda,True,32,2,4,0.1
3,0.18359232268163136,0.19531232195477638,0.2550023912848873,326.9465744381859,0.6112817525863647,0.135565499582934,0.17354892132182917,0.2144356019523759,346.9904572547428,0.7504380345344543,300,0.0001,32,0.0001,SmoothL1Loss,wns,none,cuda,True,32,2,4,0.1
4,0.1301899424916695,0.16174720020757782,0.2119273795762337,322.6401766671075,0.7315146923065186,0.10073868432710509,0.14609624127606077,0.18396009249387482,201.80589689527238,0.8163326978683472,300,0.0001,32,0.0001,SmoothL1Loss,wns,none,cuda,True,32,2,4,0.1
5,0.10468074813899067,0.14334199184344876,0.1894719917550583,258.0086266048371,0.7853966951370239,0.09051020309469471,0.1381375745737127,0.1744090571036605,196.50640894874695,0.8349093198776245,300,0.0001,32,0.0001,SmoothL1Loss,wns,none,cuda,True,32,2,4,0.1
6,0.0842317388806906,0.12644192508407057,0.1692172027946601,275.9287525661408,0.828826904296875,0.07296298126253994,0.1229285133470382,0.1563666107663541,103.19016641283793,0.8672994375228882,300,0.0001,32,0.0001,SmoothL1Loss,wns,none,cuda,True,32,2,4,0.1
7,0.07135219815822821,0.11564422664897782,0.15554652602850202,230.95918670533194,0.855367124080658,0.06867395193936925,0.11974663488448613,0.15164377913015833,168.48768528680952,0.8751944899559021,300,0.0001,32,0.0001,SmoothL1Loss,wns,none,cuda,True,32,2,4,0.1
8,0.06078015873947787,0.10630725341893378,0.14313051269913254,235.57300858270554,0.877535343170166,0.06387909152406446,0.11583616716107206,0.1462130266488475,226.9165365960863,0.8839735984802246,300,0.0001,32,0.0001,SmoothL1Loss,wns,none,cuda,True,32,2,4,0.1
9,0.05447819750637762,0.10066491845876925,0.13531412565721407,271.40426314823213,0.8905457258224487,0.06154511839203122,0.11494142383277889,0.14349587978336772,371.41421884203714,0.8882458806037903,300,0.0001,32,0.0001,SmoothL1Loss,wns,none,cuda,True,32,2,4,0.1
10,0.0490837243962146,0.09578495218403756,0.1284811335204816,283.88357229081413,0.9013209342956543,0.06170156572221054,0.11586585396989471,0.14367786505000923,375.9911879282149,0.887962281703949,300,0.0001,32,0.0001,SmoothL1Loss,wns,none,cuda,True,32,2,4,0.1
11,0.04453956543482722,0.09241791866305801,0.12219306216213958,241.48515300145226,0.9107435941696167,0.0591227503845446,0.11265607739961336,0.14064331253171272,432.3586219757322,0.8926448822021484,300,0.0001,32,0.0001,SmoothL1Loss,wns,none,cuda,True,32,2,4,0.1
12,0.04167009464701608,0.08947534520652085,0.1182182987907943,207.39167428395106,0.916455864906311,0.06011704471986002,0.11327092280049646,0.14182101281909884,452.44469249059284,0.8908394575119019,300,0.0001,32,0.0001,SmoothL1Loss,wns,none,cuda,True,32,2,4,0.1
13,0.040907753734952874,0.08877181181950229,0.11709089361584527,256.2349276769729,0.9180417656898499,0.0594601667918531,0.11155821897444271,0.1410440708049334,471.2597868972355,0.8920322060585022,300,0.0001,32,0.0001,SmoothL1Loss,wns,none,cuda,True,32,2,4,0.1
