epoch,mean_loss_worst_slack_ns,mean_train_r2_worst_slack_ns,mean_test_r2_worst_slack_ns,mean_loss_total_negative_slack_ns,mean_train_r2_total_negative_slack_ns,mean_test_r2_total_negative_slack_ns
1,0.42914042,-1.2478945,-3.3275418,4665.7134,-0.075396635,-0.110788725
2,0.38299355,-1.0097412,-3.120277,4661.881,-0.07450881,-0.109990194
3,0.3423794,-0.79944456,-2.9748993,4658.057,-0.07362292,-0.10919948
4,0.3065169,-0.61508733,-2.879607,4654.2407,-0.07273896,-0.10841663
5,0.27508503,-0.45385438,-2.8235843,4650.4326,-0.07185693,-0.1076415
6,0.247613,-0.31256038,-2.7953124,4646.6323,-0.070976876,-0.10687425
7,0.22355938,-0.18823121,-2.7821364,4642.841,-0.07009868,-0.10611491
8,0.20241065,-0.078446075,-2.7719426,4639.058,-0.069222614,-0.10536351
9,0.18374541,0.018501306,-2.754766,4635.2837,-0.06834841,-0.10461996
10,0.1672667,0.103871204,-2.7235048,4631.5176,-0.067476295,-0.10388434
11,0.15275624,0.17883778,-2.6742177,4627.7603,-0.06660621,-0.10315661
12,0.14001152,0.24463578,-2.605801,4624.0117,-0.06573813,-0.10243692
13,0.12881967,0.30241376,-2.5192277,4620.2715,-0.06487217,-0.101725146
14,0.11898349,0.3530443,-2.4169276,4616.5405,-0.06400821,-0.101021335
15,0.11035472,0.39714974,-2.3023274,4612.818,-0.06314633,-0.10032527
16,0.1028295,0.43526536,-2.179362,4609.1045,-0.062286496,-0.099637054
17,0.09631947,0.46797377,-2.052067,4605.4,-0.061428808,-0.09895678
18,0.09072788,0.4959337,-1.9243587,4601.704,-0.06057317,-0.0982842
19,0.08594446,0.51982415,-1.7999531,4598.017,-0.059719563,-0.09761927
20,0.081855014,0.5402838,-1.682257,4594.3394,-0.058868073,-0.09696195
21,0.07835202,0.55790365,-1.5741954,4590.6704,-0.058018662,-0.096312
22,0.075335905,0.5732631,-1.4779886,4587.0103,-0.057171367,-0.095669486
23,0.07270869,0.58694726,-1.3949726,4583.3594,-0.05632615,-0.09503422
24,0.07037078,0.59950936,-1.325531,4579.7173,-0.055483006,-0.09440613
25,0.068227574,0.61140835,-1.2692087,4576.084,-0.054641984,-0.093784906
26,0.0662005,0.6229763,-1.2249316,4572.46,-0.053803016,-0.09317062
27,0.06423266,0.63443273,-1.1912549,4568.844,-0.052966118,-0.09256301
28,0.062286355,0.6459179,-1.1665895,4565.2383,-0.052131318,-0.09196208
29,0.060337342,0.6575103,-1.1494013,4561.64,-0.051298596,-0.091367625
30,0.058371745,0.6692257,-1.1383426,4558.052,-0.05046792,-0.09077947
31,0.056386404,0.68101823,-1.132285,4554.4717,-0.049639322,-0.09019761
32,0.05438875,0.6927948,-1.1302571,4550.901,-0.048812725,-0.08962186
33,0.05239431,0.7044367,-1.1313303,4547.339,-0.047988176,-0.0890521
34,0.050422978,0.71581566,-1.1345065,4543.7856,-0.047165774,-0.088488296
35,0.04849633,0.7268039,-1.1386684,4540.241,-0.04634545,-0.08793013
36,0.046635818,0.7372859,-1.1426255,4536.705,-0.045527004,-0.08737774
37,0.04486094,0.7471718,-1.1452295,4533.1787,-0.044710636,-0.08683097
38,0.04318683,0.75640726,-1.1455357,4529.6597,-0.043896247,-0.08628955
39,0.04162274,0.7649704,-1.1429449,4526.15,-0.043083884,-0.08575344
40,0.04017234,0.7728645,-1.1372802,4522.6494,-0.04227357,-0.085222624
41,0.038835116,0.780111,-1.1287669,4519.1562,-0.04146526,-0.08469696
42,0.037607487,0.78674614,-1.1179175,4515.672,-0.04065881,-0.084176324
43,0.036483288,0.79281723,-1.105373,4512.197,-0.03985443,-0.08366058
44,0.035454467,0.798375,-1.0917362,4508.73,-0.039052106,-0.08314965
45,0.034512367,0.8034688,-1.0774672,4505.272,-0.03825159,-0.08264341
46,0.033648603,0.80814666,-1.0628576,4501.822,-0.037453152,-0.0821419
47,0.032855067,0.812456,-1.0480888,4498.38,-0.03665664,-0.081644796
48,0.03212369,0.81644154,-1.0333276,4494.9463,-0.03586204,-0.081152104
49,0.031447012,0.82013816,-1.0188118,4491.521,-0.03506937,-0.0806638
50,0.030819163,0.8235711,-1.0048658,4488.1045,-0.03427856,-0.08017955
51,0.030236026,0.8267603,-0.99185145,4484.6963,-0.033489753,-0.07969947
52,0.02969436,0.82972497,-0.9800722,4481.296,-0.032702826,-0.07922347
53,0.029190928,0.83248407,-0.9696828,4477.904,-0.03191781,-0.0787513
54,0.02872262,0.8350522,-0.9606398,4474.52,-0.03113463,-0.078282975
55,0.02828691,0.8374425,-0.95272386,4471.144,-0.030353427,-0.07781832
56,0.027881632,0.8396696,-0.94561994,4467.777,-0.029573966,-0.07735734
57,0.027504284,0.84174997,-0.9390394,4464.4165,-0.028796459,-0.07689991
58,0.027151987,0.8436979,-0.93282,4461.0654,-0.028020788,-0.07644596
59,0.02682226,0.8455223,-0.9269698,4457.7217,-0.027246976,-0.07599537
60,0.026513597,0.8472277,-0.92163646,4454.3857,-0.026474928,-0.07554805
61,0.026225185,0.8488182,-0.9170184,4451.0576,-0.025704812,-0.07510392
62,0.025956273,0.8502979,-0.9132716,4447.738,-0.024936508,-0.074662924
63,0.02570616,0.85166883,-0.9104413,4444.426,-0.024169922,-0.074225046
64,0.025474489,0.8529315,-0.9084444,4441.1216,-0.023405218,-0.07379005
65,0.025261128,0.8540888,-0.907107,4437.8247,-0.022642279,-0.073358014
66,0.025065606,0.855147,-0.9062284,4434.536,-0.021881174,-0.07292881
67,0.024886854,0.8561133,-0.90564203,4431.255,-0.021121835,-0.072502255
68,0.024723565,0.8569952,-0.90524465,4427.981,-0.020364214,-0.07207847
69,0.02457455,0.85779935,-0.904974,4424.715,-0.019608427,-0.0716573
70,0.024438623,0.85853374,-0.9047638,4421.4565,-0.018854285,-0.071238615
71,0.024314422,0.859207,-0.9044986,4418.2056,-0.018101979,-0.070822336
72,0.024200534,0.8598255,-0.90399903,4414.962,-0.017351437,-0.07040846
73,0.024095843,0.86039436,-0.90304345,4411.7256,-0.01660254,-0.069996975
74,0.023999525,0.8609182,-0.90142405,4408.4976,-0.015855337,-0.06958775
75,0.023910794,0.86140233,-0.89900625,4405.276,-0.015109897,-0.069180705
76,0.023828778,0.86185133,-0.8957721,4402.062,-0.014366222,-0.06877573
77,0.0237527,0.8622689,-0.8918228,4398.856,-0.013624191,-0.06837287
78,0.02368191,0.86265886,-0.88734215,4395.6567,-0.012883782,-0.067972064
79,0.023615792,0.8630252,-0.88254535,4392.4644,-0.012145137,-0.06757319
80,0.02355368,0.86337125,-0.87763184,4389.28,-0.011408162,-0.067176245
81,0.02349501,0.86369914,-0.87276304,4386.1025,-0.010672855,-0.06678109
82,0.023439402,0.86401045,-0.8680671,4382.9316,-0.009939099,-0.06638775
83,0.023386618,0.86430633,-0.8636578,4379.768,-0.009207082,-0.06599615
84,0.023336416,0.86458856,-0.85964936,4376.612,-0.008476687,-0.06560624
85,0.023288567,0.8648577,-0.85615444,4373.4624,-0.0077479123,-0.065217994
86,0.023242917,0.86511433,-0.85326034,4370.3203,-0.0070207836,-0.06483128
87,0.023199374,0.8653591,-0.8509984,4367.1846,-0.0062953113,-0.064446256
88,0.023157839,0.8655926,-0.849318,4364.056,-0.0055713654,-0.064062595
89,0.023118217,0.86581516,-0.8480879,4360.9346,-0.0048490763,-0.06368051
90,0.02308044,0.8660269,-0.8471182,4357.82,-0.004128301,-0.06329975
91,0.023044463,0.86622846,-0.84619856,4354.7124,-0.0034091591,-0.062920354
92,0.023010215,0.8664206,-0.8451352,4351.611,-0.0026916503,-0.062542364
93,0.022977551,0.8666042,-0.8437756,4348.5166,-0.0019756674,-0.06216564
94,0.022946324,0.8667804,-0.84201163,4345.4287,-0.0012612343,-0.061790157
95,0.02291637,0.86694986,-0.8397722,4342.3486,-0.00054836273,-0.06141591
96,0.022887517,0.86711377,-0.8370131,4339.2744,0.0001629591,-0.061042883
97,0.022859594,0.86727303,-0.83371437,4336.207,0.0008727908,-0.0606709
98,0.022832468,0.8674281,-0.82988864,4333.1455,0.0015809536,-0.06030009
99,0.022806054,0.86757916,-0.8255909,4330.092,0.0022876621,-0.059930325
100,0.022780294,0.8677265,-0.8209241,4327.044,0.0029929043,-0.05956168
101,0.022755155,0.8678702,-0.81603175,4324.003,0.003696549,-0.05919397
102,0.02273063,0.8680104,-0.81107634,4320.968,0.0043987273,-0.058827303
103,0.022706706,0.8681471,-0.8062116,4317.94,0.0050994395,-0.058461547
104,0.02268337,0.8682804,-0.8015599,4314.9175,0.0057985904,-0.058096815
105,0.022660602,0.86841047,-0.7972034,4311.9023,0.0064962865,-0.057732902
106,0.022638382,0.8685374,-0.7931827,4308.8936,0.0071925162,-0.057369936
107,0.022616688,0.8686613,-0.7895068,4305.8906,0.007887232,-0.057007886
108,0.022595506,0.86878216,-0.7861635,4302.8945,0.008580446,-0.056646597
109,0.022574833,0.8689,-0.78312176,4299.904,0.009272277,-0.05628618
110,0.02255467,0.86901486,-0.78033245,4296.9204,0.00996263,-0.05592642
111,0.022535017,0.8691267,-0.77772677,4293.9424,0.010651517,-0.055567514
112,0.022515876,0.8692355,-0.7752195,4290.9717,0.011339068,-0.055209447
113,0.022497239,0.8693414,-0.7727205,4288.0063,0.012025034,-0.05485207
114,0.022479096,0.8694445,-0.7701495,4285.047,0.012709618,-0.054495383
115,0.022461427,0.869545,-0.7674484,4282.0938,0.013392806,-0.054139413
116,0.022444213,0.86964273,-0.76458794,4279.1475,0.014074599,-0.05378417
117,0.022427429,0.8697382,-0.76156443,4276.2065,0.014754963,-0.05342958
118,0.02241105,0.86983144,-0.7583949,4273.272,0.0154338,-0.05307565
119,0.02239506,0.86992234,-0.7551052,4270.343,0.016111385,-0.052722372
120,0.022379434,0.8700113,-0.7517267,4267.4204,0.016787529,-0.052369703
121,0.022364171,0.870098,-0.74829656,4264.504,0.01746223,-0.05201775
122,0.022349259,0.8701828,-0.74485546,4261.593,0.018135572,-0.051666282
123,0.022334693,0.8702655,-0.74144906,4258.6885,0.01880759,-0.051315486
124,0.022320468,0.87034625,-0.7381202,4255.7896,0.01947819,-0.05096524
125,0.022306575,0.8704251,-0.73490304,4252.896,0.020147432,-0.05061557
126,0.022293,0.8705022,-0.7318142,4250.009,0.020815324,-0.050266482
127,0.022279732,0.8705775,-0.72885317,4247.128,0.021481836,-0.0499179
128,0.022266757,0.8706511,-0.72600424,4244.253,0.022147,-0.04957
129,0.022254068,0.8707231,-0.72324246,4241.3833,0.022810828,-0.04922253
130,0.022241656,0.87079364,-0.7205431,4238.5195,0.023473274,-0.0488757
131,0.022229508,0.8708625,-0.7178832,4235.661,0.024134457,-0.048529316
132,0.022217626,0.87092984,-0.71524256,4232.809,0.024794232,-0.0481835
133,0.022206,0.8709957,-0.712603,4229.962,0.025452733,-0.047838222
134,0.022194622,0.8710602,-0.7099463,4227.121,0.026109885,-0.0474934
135,0.022183489,0.8711233,-0.70725685,4224.286,0.026765753,-0.04714912
136,0.022172589,0.8711851,-0.7045237,4221.456,0.027420223,-0.04680538
137,0.02216191,0.87124556,-0.70174414,4218.6323,0.028073441,-0.04646212
138,0.022151446,0.87130487,-0.69892395,4215.8135,0.028725361,-0.046119284
139,0.022141192,0.871363,-0.6960745,4213.001,0.02937596,-0.045776952
140,0.022131134,0.8714199,-0.69320804,4210.194,0.030025303,-0.04543525
141,0.022121266,0.8714759,-0.6903354,4207.3926,0.0306733,-0.045093823
142,0.022111585,0.8715307,-0.6874628,4204.596,0.031320073,-0.044753026
143,0.022102082,0.87158453,-0.68459547,4201.8057,0.031965483,-0.044412684
144,0.02209275,0.87163746,-0.6817376,4199.0205,0.03260968,-0.04407277
145,0.022083586,0.8716893,-0.678894,4196.241,0.03325256,-0.04373337
146,0.022074582,0.87174034,-0.6760688,4193.4673,0.033894204,-0.043394566
147,0.022065733,0.8717905,-0.6732649,4190.698,0.034534574,-0.043056093
148,0.02205703,0.8718398,-0.6704818,4187.935,0.035173632,-0.04271815
149,0.022048477,0.87188816,-0.66771805,4185.177,0.035811506,-0.042380642
150,0.022040062,0.87193596,-0.66496944,4182.425,0.03644812,-0.042043664
151,0.022031782,0.87198275,-0.662234,4179.6772,0.03708347,-0.0417071
152,0.022023637,0.87202895,-0.6595116,4176.9355,0.037717592,-0.04137107
153,0.022015618,0.8720743,-0.65680414,4174.199,0.03835045,-0.041035485
154,0.022007726,0.87211907,-0.6541129,4171.468,0.038982034,-0.040700365
155,0.021999951,0.872163,-0.6514378,4168.7427,0.03961246,-0.040365707
156,0.0219923,0.8722064,-0.6487772,4166.022,0.040241588,-0.040031575
157,0.021984762,0.8722491,-0.646129,4163.307,0.040869545,-0.039697934
158,0.021977331,0.8722912,-0.6434909,4160.5967,0.04149624,-0.039364792
159,0.021970013,0.8723326,-0.640862,4157.8916,0.04212166,-0.039032124
160,0.021962797,0.87237346,-0.6382407,4155.1924,0.042745985,-0.038699925
161,0.021955682,0.87241375,-0.6356271,4152.4985,0.043369066,-0.038368225
162,0.02194867,0.8724535,-0.6330202,4149.809,0.043990888,-0.038037002
163,0.021941751,0.8724926,-0.6304184,4147.1255,0.04461155,-0.03770622
164,0.021934925,0.8725313,-0.62782156,4144.447,0.045231033,-0.037375987
165,0.021928193,0.8725694,-0.62522995,4141.7734,0.045849226,-0.03704623
166,0.02192155,0.87260705,-0.62264514,4139.105,0.04646628,-0.03671702
167,0.021914994,0.8726441,-0.62007046,4136.4414,0.047082163,-0.03638829
168,0.021908525,0.8726808,-0.61750877,4133.7837,0.047696866,-0.036060106
169,0.02190214,0.8727169,-0.6149633,4131.1304,0.04831033,-0.03573234
170,0.021895835,0.87275255,-0.61243546,4128.482,0.048922636,-0.035405148
171,0.021889608,0.8727878,-0.60992694,4125.8394,0.049533736,-0.035078477
172,0.021883465,0.8728226,-0.60743785,4123.2017,0.05014367,-0.03475226
173,0.021877397,0.8728569,-0.6049684,4120.569,0.05075244,-0.034426607
174,0.021871403,0.87289083,-0.6025174,4117.9414,0.05136007,-0.034101464
175,0.021865483,0.8729243,-0.6000829,4115.319,0.05196656,-0.03377683
176,0.021859635,0.8729574,-0.597663,4112.7007,0.052571774,-0.033452846
177,0.021853857,0.87299013,-0.5952547,4110.088,0.05317595,-0.033129264
178,0.021848151,0.87302244,-0.5928558,4107.48,0.053778887,-0.032806218
179,0.021842513,0.8730543,-0.5904643,4104.8774,0.054380737,-0.03248378
180,0.021836938,0.87308586,-0.588079,4102.2793,0.05498135,-0.032161843
181,0.021831432,0.8731171,-0.5856993,4099.6865,0.055580866,-0.031840406
182,0.02182599,0.8731478,-0.5833262,4097.0986,0.056179214,-0.03151964
183,0.02182061,0.8731783,-0.58096,4094.5156,0.056776393,-0.031199288
184,0.021815294,0.87320834,-0.5786029,4091.9375,0.0573725,-0.030879581
185,0.021810044,0.8732381,-0.57625663,4089.3638,0.057967436,-0.030560423
186,0.021804845,0.8732675,-0.57392377,4086.7957,0.058561325,-0.030241812
187,0.02179971,0.87329656,-0.57160556,4084.2317,0.059153926,-0.029923772
188,0.021794634,0.8733252,-0.56930435,4081.6733,0.059745453,-0.029606294
189,0.021789614,0.87335366,-0.5670197,4079.1196,0.06033591,-0.029289354
190,0.021784654,0.87338173,-0.5647527,4076.5708,0.060925163,-0.028973019
191,0.02177975,0.87340945,-0.56250274,4074.0266,0.061513424,-0.028657328
192,0.021774897,0.8734369,-0.560269,4071.4868,0.06210046,-0.028342139
193,0.0217701,0.873464,-0.5580499,4068.9524,0.062686406,-0.028027546
194,0.021765355,0.8734909,-0.5558445,4066.4226,0.06327119,-0.027713513
195,0.021760667,0.8735174,-0.5536513,4063.8977,0.06385492,-0.0274001
196,0.021756029,0.8735436,-0.55146897,4061.3774,0.06443755,-0.027087271
197,0.021751441,0.8735696,-0.54929715,4058.8618,0.06501905,-0.026775038
198,0.021746904,0.87359524,-0.54713523,4056.351,0.06559948,-0.026463341
199,0.021742417,0.8736206,-0.5449837,4053.8452,0.06617876,-0.026152361
200,0.021737982,0.8736458,-0.5428432,4051.3438,0.06675698,-0.025841963
201,0.021733593,0.8736706,-0.54071385,4048.8472,0.06733409,-0.025532078
202,0.021729253,0.8736952,-0.5385963,4046.3555,0.06791009,-0.02522285
203,0.021724962,0.8737194,-0.536492,4043.868,0.068485044,-0.024914216
204,0.021720715,0.8737434,-0.5344011,4041.3855,0.06905887,-0.024606252
205,0.021716516,0.8737672,-0.53232485,4038.9077,0.069631614,-0.024298871
206,0.021712363,0.8737906,-0.53026325,4036.4343,0.070203304,-0.023992097
207,0.021708256,0.8738139,-0.5282161,4033.966,0.070773974,-0.023685968
208,0.021704191,0.8738369,-0.52618355,4031.5024,0.07134342,-0.02338035
209,0.021700174,0.8738596,-0.5241643,4029.0425,0.071911834,-0.023075426
210,0.021696197,0.8738822,-0.52215904,4026.588,0.072479166,-0.02277118
211,0.021692265,0.8739044,-0.52016664,4024.1382,0.073045395,-0.022467494
212,0.021688376,0.87392634,-0.51818675,4021.6926,0.073610686,-0.022164464
213,0.02168453,0.8739482,-0.51621944,4019.2515,0.074174844,-0.021862019
214,0.021680724,0.8739697,-0.51426375,4016.8157,0.07473793,-0.021560276
215,0.021676958,0.873991,-0.5123201,4014.3835,0.07529993,-0.02125914
216,0.021673236,0.874012,-0.510388,4011.9565,0.07586087,-0.020958627
217,0.021669554,0.87403286,-0.5084678,4009.534,0.07642076,-0.02065872
218,0.021665908,0.8740535,-0.50655967,4007.116,0.0769797,-0.020359552
219,0.021662306,0.87407386,-0.50466406,4004.7024,0.07753744,-0.020060886
220,0.021658741,0.874094,-0.502781,4002.293,0.078094184,-0.019762993
221,0.021655213,0.87411404,-0.5009101,3999.8887,0.07864989,-0.019465674
222,0.021651726,0.87413377,-0.4990523,3997.4888,0.079204485,-0.019168984
223,0.021648277,0.87415326,-0.497207,3995.0933,0.07975811,-0.018872928
224,0.021644864,0.87417257,-0.4953741,3992.7024,0.08031062,-0.018577611
225,0.02164149,0.87419164,-0.49355388,3990.316,0.08086218,-0.01828289
226,0.02163815,0.87421054,-0.49174666,3987.9336,0.081412695,-0.01798885
227,0.021634845,0.87422925,-0.4899519,3985.5562,0.081962086,-0.017695392
228,0.021631578,0.8742477,-0.48816904,3983.1829,0.08251049,-0.0174026
229,0.021628346,0.87426597,-0.48639855,3980.814,0.083057806,-0.017110538
230,0.02162515,0.8742841,-0.48463994,3978.45,0.08360418,-0.016819071
231,0.02162199,0.874302,-0.48289388,3976.0903,0.08414948,-0.016528249
232,0.021618858,0.8743197,-0.48115984,3973.7349,0.08469379,-0.016238093
233,0.021615768,0.8743372,-0.47943783,3971.3835,0.08523699,-0.01594857
234,0.021612708,0.87435454,-0.4777279,3969.0366,0.08577923,-0.015659738
235,0.021609679,0.8743717,-0.4760301,3966.6948,0.08632044,-0.015371585
236,0.021606684,0.8743887,-0.47434407,3964.357,0.08686068,-0.015084004
237,0.021603722,0.8744054,-0.4726699,3962.023,0.087399825,-0.014797151
238,0.02160079,0.87442195,-0.4710079,3959.694,0.08793797,-0.014511013
239,0.021597892,0.8744384,-0.4693574,3957.3696,0.088475086,-0.014225448
240,0.021595025,0.8744546,-0.46771923,3955.0493,0.08901125,-0.013940561
241,0.02159219,0.8744707,-0.46609253,3952.733,0.08954638,-0.013656378
242,0.021589385,0.87448657,-0.46447778,3950.4214,0.090080455,-0.013372803
243,0.02158661,0.8745023,-0.46287456,3948.114,0.09061356,-0.013089907
244,0.021583864,0.8745178,-0.46128336,3945.811,0.09114566,-0.012807655
245,0.021581149,0.8745332,-0.45970377,3943.5122,0.09167676,-0.0125261545
246,0.021578465,0.8745483,-0.45813638,3941.218,0.09220691,-0.01224525
247,0.021575807,0.8745635,-0.45658007,3938.9272,0.09273599,-0.0119650485
248,0.021573178,0.87457836,-0.4550355,3936.6414,0.093264066,-0.011685443
249,0.02157058,0.87459314,-0.45350257,3934.3599,0.09379119,-0.011406529
250,0.021568006,0.8746077,-0.45198137,3932.0825,0.0943173,-0.011128366
251,0.021565463,0.87462205,-0.450471,3929.8093,0.09484236,-0.010850752
252,0.021562947,0.8746363,-0.44897208,3927.5405,0.09536654,-0.010573959
253,0.021560457,0.87465036,-0.4474845,3925.276,0.0958897,-0.010297644
254,0.021557996,0.8746643,-0.44600797,3923.016,0.09641184,-0.010022128
255,0.021555562,0.87467813,-0.44454202,3920.7593,0.09693299,-0.009747207
