metric,pre_mean,post_mean,pre_median,post_median,mean_shift,median_shift
WNS,-0.0001812294157788105,0.5712669049350136,-0.028852000832557678,0.5995100140571594,0.5714481343507924,0.6283620148897171
TNS,-18.236987442197393,-0.0021937866554178308,-0.07277899980545044,0.0,18.234793655541974,0.07277899980545044
