split,target,mae,rmse,r2,mae_pct_of_range,rmse_pct_of_range,mae_pct_of_mean_abs_target,rmse_pct_of_mean_abs_target
train,worst_slack_ns,0.0666,0.0908,0.9531,3.47,4.72,19.97,27.23
train,total_negative_slack_ns,2.3993,4.7012,0.993,0.45,0.88,16.89,33.09
test,worst_slack_ns,0.0965,0.1502,0.8522,5.31,8.26,30.17,46.95
test,total_negative_slack_ns,11.366,22.9977,0.9413,2.14,4.33,32.24,65.23
