fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.1056661531329155,0.15159347653388977,0.8629575371742249
1,train,total_negative_slack_ns,2.495190382003784,5.724903106689453,0.9914025664329529
1,test,worst_slack_ns,0.10221400856971741,0.12295448035001755,0.9186900854110718
1,test,total_negative_slack_ns,3.3074870109558105,5.993375778198242,0.9942445755004883
2,train,worst_slack_ns,0.24705646932125092,0.3105783760547638,0.4417744278907776
2,train,total_negative_slack_ns,2.84458327293396,6.042444229125977,0.9909175634384155
2,test,worst_slack_ns,0.28534430265426636,0.3745821416378021,0.17109644412994385
2,test,total_negative_slack_ns,9.671991348266602,21.40236473083496,0.9170973896980286
3,train,worst_slack_ns,0.06869912147521973,0.10197694599628448,0.9410089254379272
3,train,total_negative_slack_ns,2.4057438373565674,5.686751842498779,0.9920768141746521
3,test,worst_slack_ns,0.12638656795024872,0.1718531847000122,0.8098658323287964
3,test,total_negative_slack_ns,8.747137069702148,24.988828659057617,0.8849658966064453
4,train,worst_slack_ns,0.06584227830171585,0.10064063221216202,0.9391211271286011
4,train,total_negative_slack_ns,2.6899428367614746,5.894880294799805,0.9934302568435669
4,test,worst_slack_ns,0.14604730904102325,0.20893587172031403,0.7644917368888855
4,test,total_negative_slack_ns,2.5305187702178955,5.642014026641846,0.6940330266952515
5,train,worst_slack_ns,0.08389075100421906,0.11962437629699707,0.919252872467041
5,train,total_negative_slack_ns,2.2885899543762207,4.836043357849121,0.9947590827941895
5,test,worst_slack_ns,0.06480097770690918,0.08491162210702896,0.9507892727851868
5,test,total_negative_slack_ns,5.310848236083984,12.213269233703613,0.9608582258224487
