fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.11389712244272232,0.15595926344394684,0.8549504280090332
1,train,total_negative_slack_ns,18.227094650268555,57.810218811035156,0.12331956624984741
1,test,worst_slack_ns,0.11203447729349136,0.1393173187971115,0.8956085443496704
1,test,total_negative_slack_ns,25.65068817138672,73.37181091308594,0.13742971420288086
2,train,worst_slack_ns,0.10846918821334839,0.15161234140396118,0.8669740557670593
2,train,total_negative_slack_ns,19.916982650756836,59.562522888183594,0.1174817681312561
2,test,worst_slack_ns,0.4498850405216217,0.8048412203788757,-2.826752185821533
2,test,total_negative_slack_ns,22.19538116455078,69.32498168945312,0.13019013404846191
3,train,worst_slack_ns,0.10115773975849152,0.1389814019203186,0.8904289603233337
3,train,total_negative_slack_ns,19.3276424407959,59.86116409301758,0.12206929922103882
3,test,worst_slack_ns,0.5853418707847595,1.339280128479004,-10.547497749328613
3,test,total_negative_slack_ns,20.62157440185547,71.4150390625,0.060462117195129395
4,train,worst_slack_ns,0.09759307652711868,0.13418610394001007,0.8917731642723083
4,train,total_negative_slack_ns,23.431636810302734,69.2889404296875,0.09233444929122925
4,test,worst_slack_ns,0.14101195335388184,0.20200753211975098,0.7798516750335693
4,test,total_negative_slack_ns,8.195384979248047,12.446492195129395,-0.4890185594558716
5,train,worst_slack_ns,0.11395373195409775,0.14899484813213348,0.8747348785400391
5,train,total_negative_slack_ns,18.97904396057129,62.41737365722656,0.12695717811584473
5,test,worst_slack_ns,0.18123136460781097,0.2678208649158478,0.5104306936264038
5,test,total_negative_slack_ns,23.07655906677246,57.50342559814453,0.13231050968170166
