fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.01353401131927967,0.019073812291026115,0.7811669111251831
1,train,total_negative_slack_ns,0.4196166694164276,0.7387713193893433,0.6124432682991028
1,test,worst_slack_ns,0.028607014566659927,0.035460878163576126,0.5533521175384521
1,test,total_negative_slack_ns,0.3634978234767914,0.7126879096031189,0.48811930418014526
2,train,worst_slack_ns,0.03350651264190674,0.04375152662396431,0.020396947860717773
2,train,total_negative_slack_ns,0.36651089787483215,0.7613269090652466,0.5790889263153076
2,test,worst_slack_ns,0.033386290073394775,0.0410098135471344,0.050694406032562256
2,test,total_negative_slack_ns,0.5732185244560242,0.8261575102806091,0.3579280376434326
3,train,worst_slack_ns,0.02023785188794136,0.026040948927402496,0.6813868284225464
3,train,total_negative_slack_ns,0.21550540626049042,0.35870322585105896,0.8577927350997925
3,test,worst_slack_ns,0.026622412726283073,0.0327162891626358,-0.007699370384216309
3,test,total_negative_slack_ns,0.5681947469711304,1.1704457998275757,0.5381147861480713
4,train,worst_slack_ns,0.021568628028035164,0.02695169299840927,0.6473193168640137
4,train,total_negative_slack_ns,0.24767440557479858,0.4182082712650299,0.8718020915985107
4,test,worst_slack_ns,0.023330150172114372,0.027997631579637527,0.3314024806022644
4,test,total_negative_slack_ns,0.4100506007671356,0.6383205652236938,0.6458593606948853
5,train,worst_slack_ns,0.022952646017074585,0.028024563565850258,0.5647269487380981
5,train,total_negative_slack_ns,0.46370452642440796,0.8160399794578552,0.572278618812561
5,test,worst_slack_ns,0.030935509130358696,0.03738698735833168,0.4274027943611145
5,test,total_negative_slack_ns,0.34104669094085693,0.5178245902061462,-0.331312894821167
