target,design_count,mean_r2,std_r2,min_r2,median_r2,max_r2,mean_mae,median_mae,max_mae,worst_design_r2,best_design_r2
worst_slack_ns,47,-0.5059,1.169,-4.204,-0.0474,0.8625,0.0287,0.027,0.0534,s5378,s38584a
total_negative_slack_ns,47,-10.1206,48.1995,-328.1088,-0.0674,0.9514,0.4519,0.2506,1.983,s27,s9234
