epoch,train_r2_worst_slack_ns,test_r2_worst_slack_ns,train_r2_total_negative_slack_ns,test_r2_total_negative_slack_ns
1,-1.3938541412353516,-0.678885817527771,-0.06280922889709473,-0.08514070510864258
2,-1.164250373840332,-0.6017426252365112,-0.061952948570251465,-0.08403027057647705
3,-0.9746989011764526,-0.552898645401001,-0.06109941005706787,-0.08292245864868164
4,-0.8235108852386475,-0.5290787220001221,-0.060245633125305176,-0.0818169116973877
5,-0.7068400382995605,-0.5244786739349365,-0.059393882751464844,-0.08071339130401611
6,-0.6182855367660522,-0.5307743549346924,-0.05854034423828125,-0.0796135663986206
7,-0.5495016574859619,-0.5385640859603882,-0.05768859386444092,-0.07851517200469971
8,-0.4918971061706543,-0.5398120880126953,-0.05683743953704834,-0.07741987705230713
9,-0.4384284019470215,-0.5295436382293701,-0.05599236488342285,-0.07632362842559814
10,-0.3844717741012573,-0.5059201717376709,-0.05514943599700928,-0.07523417472839355
11,-0.3277701139450073,-0.4694178104400635,-0.054308176040649414,-0.0741426944732666
12,-0.267880916595459,-0.42189180850982666,-0.053475260734558105,-0.07305514812469482
13,-0.2055119276046753,-0.3659048080444336,-0.0526430606842041,-0.07197165489196777
14,-0.14200210571289062,-0.3042408227920532,-0.05181121826171875,-0.07088899612426758
15,-0.07887935638427734,-0.23962759971618652,-0.05097520351409912,-0.06980836391448975
16,-0.017610549926757812,-0.17451012134552002,-0.05014050006866455,-0.06873321533203125
17,0.04065251350402832,-0.11091160774230957,-0.049309730529785156,-0.06766068935394287
18,0.09515058994293213,-0.05035197734832764,-0.048480987548828125,-0.06659185886383057
19,0.14558082818984985,0.0061803460121154785,-0.047652244567871094,-0.06552541255950928
20,0.1920607089996338,0.05821537971496582,-0.04683077335357666,-0.06446182727813721
21,0.23504853248596191,0.10568594932556152,-0.04601180553436279,-0.06340253353118896
22,0.27517372369766235,0.14881587028503418,-0.04518616199493408,-0.062346577644348145
23,0.3131251335144043,0.1879865527153015,-0.0443727970123291,-0.06129324436187744
24,0.3494836688041687,0.22359132766723633,-0.04355442523956299,-0.06024348735809326
25,0.38466060161590576,0.2559763193130493,-0.042739272117614746,-0.05919766426086426
26,0.41884374618530273,0.2853875756263733,-0.04192483425140381,-0.05815482139587402
27,0.45201534032821655,0.3119794726371765,-0.04111301898956299,-0.05711638927459717
28,0.48401564359664917,0.33585596084594727,-0.040305256843566895,-0.056081533432006836
29,0.5146044492721558,0.35710543394088745,-0.03950023651123047,-0.05504953861236572
30,0.5435348749160767,0.375857949256897,-0.03869366645812988,-0.0540236234664917
31,0.5706274509429932,0.3923075795173645,-0.03789246082305908,-0.05300009250640869
32,0.5957896113395691,0.40672093629837036,-0.03709089756011963,-0.0519789457321167
33,0.6190508604049683,0.41943293809890747,-0.036293745040893555,-0.0509645938873291
34,0.6405380964279175,0.43080681562423706,-0.03549754619598389,-0.04995262622833252
35,0.6604598760604858,0.44120967388153076,-0.03470587730407715,-0.04894542694091797
36,0.6790540218353271,0.4509657025337219,-0.03391146659851074,-0.04794430732727051
37,0.6965567469596863,0.4603375792503357,-0.033119916915893555,-0.04694509506225586
38,0.7131634950637817,0.46950429677963257,-0.032330989837646484,-0.04595053195953369
39,0.7290062308311462,0.4785770773887634,-0.03154289722442627,-0.044960618019104004
40,0.7441539764404297,0.4875977039337158,-0.030755996704101562,-0.04397380352020264
41,0.7586111426353455,0.4965677857398987,-0.029972553253173828,-0.0429915189743042
42,0.7723405361175537,0.5054703950881958,-0.02919185161590576,-0.04201209545135498
43,0.7852873206138611,0.5142791271209717,-0.02841484546661377,-0.04103958606719971
44,0.7973971366882324,0.5229737758636475,-0.027635812759399414,-0.04007077217102051
45,0.8086364269256592,0.5315350890159607,-0.02686023712158203,-0.039106130599975586
46,0.8190003633499146,0.5399448871612549,-0.02608489990234375,-0.03814256191253662
47,0.8285194635391235,0.5481727123260498,-0.025310873985290527,-0.037183403968811035
48,0.8372481465339661,0.5561699867248535,-0.024542808532714844,-0.036229491233825684
49,0.8452653288841248,0.563874363899231,-0.023772239685058594,-0.03527998924255371
50,0.8526531457901001,0.5712008476257324,-0.023002266883850098,-0.03433406352996826
51,0.859493613243103,0.5780611038208008,-0.0222395658493042,-0.033391714096069336
52,0.8658542037010193,0.5843694806098938,-0.021478891372680664,-0.03245353698730469
53,0.8717849850654602,0.5900543332099915,-0.02071356773376465,-0.03151869773864746
54,0.8773160576820374,0.5950711965560913,-0.01995110511779785,-0.030585646629333496
55,0.8824580907821655,0.5994033813476562,-0.019193291664123535,-0.029657363891601562
56,0.8872127532958984,0.6030681133270264,-0.01843726634979248,-0.02873396873474121
57,0.8915769457817078,0.6061100959777832,-0.017682194709777832,-0.027813196182250977
58,0.895550012588501,0.6085971593856812,-0.016925334930419922,-0.026896238327026367
59,0.8991411924362183,0.6106139421463013,-0.016175150871276855,-0.025981664657592773
60,0.9023702144622803,0.6122506856918335,-0.015422701835632324,-0.0250704288482666
61,0.9052678942680359,0.6136000156402588,-0.014675736427307129,-0.02416205406188965
62,0.9078732132911682,0.6147449016571045,-0.013927340507507324,-0.02325749397277832
63,0.9102274775505066,0.6157587766647339,-0.013179183006286621,-0.02235555648803711
64,0.9123682975769043,0.6167042255401611,-0.012433648109436035,-0.021457672119140625
65,0.914324939250946,0.6176212430000305,-0.01168978214263916,-0.02056300640106201
66,0.916117250919342,0.6185374855995178,-0.01095128059387207,-0.019669771194458008
67,0.9177545309066772,0.6194620132446289,-0.010210752487182617,-0.018780231475830078
68,0.9192402958869934,0.6203892230987549,-0.009471893310546875,-0.017893433570861816
69,0.920572817325592,0.6213034391403198,-0.008733272552490234,-0.01700890064239502
70,0.9217544198036194,0.6221771240234375,-0.007996082305908203,-0.016128182411193848
71,0.9227907061576843,0.6229792833328247,-0.007264375686645508,-0.015250325202941895
72,0.9236933588981628,0.6236815452575684,-0.006532430648803711,-0.014374375343322754
73,0.9244797825813293,0.6242592334747314,-0.005798816680908203,-0.01350259780883789
74,0.9251689910888672,0.6246914863586426,-0.005069732666015625,-0.012632489204406738
75,0.9257795810699463,0.6249690651893616,-0.004342317581176758,-0.011764049530029297
76,0.92632657289505,0.6250935792922974,-0.003616809844970703,-0.010898947715759277
77,0.9268206357955933,0.6250755786895752,-0.0028922557830810547,-0.010036945343017578
78,0.9272663593292236,0.6249357461929321,-0.0021703243255615234,-0.009176373481750488
79,0.927664041519165,0.6247012615203857,-0.0014497041702270508,-0.008318662643432617
80,0.9280133247375488,0.6244028806686401,-0.0007327795028686523,-0.007465958595275879
81,0.9283137917518616,0.6240744590759277,-1.3470649719238281e-05,-0.006612062454223633
82,0.9285674095153809,0.623744547367096,0.0007017850875854492,-0.005763649940490723
83,0.9287785291671753,0.6234418153762817,0.0014169812202453613,-0.004916071891784668
84,0.9289543628692627,0.6231862306594849,0.00212860107421875,-0.0040700435638427734
85,0.9291019439697266,0.6229910254478455,0.002841472625732422,-0.003226637840270996
86,0.9292289018630981,0.6228594779968262,0.003550112247467041,-0.002386331558227539
87,0.929340660572052,0.6227891445159912,0.004257023334503174,-0.001548171043395996
88,0.9294407963752747,0.6227655410766602,0.004964351654052734,-0.000713348388671875
89,0.9295305013656616,0.6227741241455078,0.005671977996826172,0.00012058019638061523
90,0.9296091794967651,0.6227930784225464,0.006377041339874268,0.0009519457817077637
91,0.9296771883964539,0.6228011250495911,0.007076859474182129,0.0017808079719543457
92,0.9297344088554382,0.6227788925170898,0.0077773332595825195,0.002608001232147217
93,0.9297820329666138,0.6227090358734131,0.008477389812469482,0.0034308433532714844
94,0.9298217296600342,0.6225792169570923,0.009176850318908691,0.004253864288330078
95,0.9298562407493591,0.6223815679550171,0.009873151779174805,0.0050740838050842285
96,0.9298877716064453,0.6221158504486084,0.01056903600692749,0.005891859531402588
97,0.9299178123474121,0.6217889785766602,0.011261045932769775,0.006708085536956787
98,0.9299482107162476,0.6214096546173096,0.01195526123046875,0.007522165775299072
99,0.9299785494804382,0.6209917068481445,0.012646853923797607,0.008334219455718994
100,0.9300087690353394,0.6205545663833618,0.01333540678024292,0.009142875671386719
101,0.9300384521484375,0.6201162934303284,0.014025509357452393,0.009950518608093262
102,0.9300671815872192,0.6196950674057007,0.014712035655975342,0.010753870010375977
103,0.9300951361656189,0.6193079948425293,0.015396714210510254,0.011556625366210938
104,0.9301224946975708,0.6189695596694946,0.01608145236968994,0.012357234954833984
105,0.9301493167877197,0.6186860799789429,0.016762971878051758,0.013154923915863037
106,0.9301769137382507,0.6184641718864441,0.017444849014282227,0.013951718807220459
107,0.9302051067352295,0.6183022260665894,0.018127620220184326,0.014746606349945068
108,0.9302340149879456,0.6181954741477966,0.018805980682373047,0.015539944171905518
109,0.9302637577056885,0.618133008480072,0.01948237419128418,0.016329586505889893
110,0.9302939176559448,0.6181043982505798,0.02016061544418335,0.017119169235229492
111,0.930324375629425,0.6180939078330994,0.020832955837249756,0.017904162406921387
112,0.9303551316261292,0.6180838346481323,0.021506071090698242,0.01868802309036255
113,0.9303854703903198,0.6180638074874878,0.022177457809448242,0.019469499588012695
114,0.9304158091545105,0.6180174350738525,0.02284783124923706,0.020250260829925537
115,0.9304459095001221,0.6179367303848267,0.023520469665527344,0.021027863025665283
116,0.9304757714271545,0.6178138256072998,0.02418738603591919,0.021802306175231934
117,0.93050616979599,0.6176455020904541,0.024851739406585693,0.0225754976272583
118,0.9305357933044434,0.6174337863922119,0.025515496730804443,0.02334725856781006
119,0.9305657148361206,0.6171818971633911,0.026176273822784424,0.02411895990371704
120,0.9305953979492188,0.6168957948684692,0.026841044425964355,0.024886608123779297
121,0.9306246042251587,0.6165863275527954,0.02750152349472046,0.025652050971984863
122,0.9306541085243225,0.6162644624710083,0.028159141540527344,0.026415586471557617
123,0.9306827187538147,0.6159387826919556,0.02881520986557007,0.02717721462249756
124,0.9307112097740173,0.6156210899353027,0.02947258949279785,0.027936935424804688
125,0.9307394027709961,0.615319013595581,0.03012979030609131,0.028694629669189453
126,0.930767297744751,0.6150397062301636,0.030784249305725098,0.029450178146362305
127,0.930794358253479,0.6147847771644592,0.03143352270126343,0.030203282833099365
128,0.9308215975761414,0.6145565509796143,0.03208470344543457,0.03095698356628418
129,0.9308486580848694,0.6143527626991272,0.03273439407348633,0.03170698881149292
130,0.9308750033378601,0.6141691207885742,0.03338265419006348,0.0324552059173584
131,0.9309014081954956,0.613998293876648,0.03402853012084961,0.033200621604919434
132,0.9309271574020386,0.6138328313827515,0.03467297554016113,0.03394520282745361
133,0.9309524893760681,0.613666832447052,0.035317182540893555,0.03468674421310425
134,0.930977463722229,0.613492488861084,0.0359610915184021,0.0354270339012146
135,0.9310023188591003,0.613301694393158,0.036600589752197266,0.03616565465927124
136,0.9310266971588135,0.6130914688110352,0.03724163770675659,0.036901891231536865
137,0.9310510158538818,0.6128582954406738,0.03788048028945923,0.037635862827301025
138,0.9310749173164368,0.6126013994216919,0.03851819038391113,0.03836798667907715
139,0.9310982823371887,0.6123216152191162,0.03915363550186157,0.03909999132156372
140,0.9311216473579407,0.6120222210884094,0.03979218006134033,0.03982806205749512
141,0.931144654750824,0.6117075681686401,0.040425121784210205,0.04055500030517578
142,0.9311676025390625,0.6113832592964172,0.04105973243713379,0.04127943515777588
143,0.931190013885498,0.6110535860061646,0.04169046878814697,0.04200249910354614
144,0.9312125444412231,0.6107236742973328,0.042322516441345215,0.04272431135177612
145,0.9312343001365662,0.6103975772857666,0.042950332164764404,0.04344439506530762
146,0.9312559962272644,0.610080897808075,0.04358088970184326,0.044160544872283936
147,0.9312777519226074,0.6097723245620728,0.04420745372772217,0.04487687349319458
148,0.9312989711761475,0.6094731092453003,0.04483586549758911,0.045590877532958984
149,0.931320309638977,0.609182596206665,0.045460402965545654,0.046302974224090576
150,0.9313414692878723,0.6088996529579163,0.04608243703842163,0.04701274633407593
151,0.9313621520996094,0.6086196303367615,0.04670679569244385,0.047720372676849365
152,0.9313827753067017,0.6083413362503052,0.0473293662071228,0.04842597246170044
153,0.9314031600952148,0.6080602407455444,0.04794961214065552,0.04913175106048584
154,0.9314234256744385,0.6077738404273987,0.048570454120635986,0.049833476543426514
155,0.931443452835083,0.6074821352958679,0.04918700456619263,0.05053478479385376
156,0.931463360786438,0.6071804761886597,0.049801409244537354,0.051232993602752686
157,0.9314831495285034,0.6068713665008545,0.050418734550476074,0.05193150043487549
158,0.9315028190612793,0.6065536737442017,0.0510329008102417,0.05262666940689087
159,0.9315223097801208,0.6062291264533997,0.05164659023284912,0.053319334983825684
160,0.9315415024757385,0.6058988571166992,0.0522574782371521,0.054010748863220215
161,0.931560754776001,0.6055651903152466,0.052867233753204346,0.054701805114746094
162,0.9315798282623291,0.6052301526069641,0.05347776412963867,0.0553891658782959
163,0.9315984845161438,0.6048935651779175,0.054087162017822266,0.05607640743255615
164,0.9316173195838928,0.6045585870742798,0.05469304323196411,0.056759774684906006
165,0.9316359758377075,0.6042249202728271,0.05529588460922241,0.05744284391403198
166,0.9316542148590088,0.6038939952850342,0.05589991807937622,0.0581241250038147
167,0.9316729307174683,0.6035634279251099,0.05650198459625244,0.058802902698516846
168,0.9316908121109009,0.6032339334487915,0.05710554122924805,0.059480369091033936
169,0.9317088723182678,0.6029057502746582,0.05770552158355713,0.06015634536743164
170,0.9317265152931213,0.6025758385658264,0.058304429054260254,0.0608292818069458
171,0.9317442774772644,0.6022456884384155,0.058902084827423096,0.061502158641815186
172,0.9317620396614075,0.6019121408462524,0.059500277042388916,0.062173306941986084
173,0.9317794442176819,0.601576566696167,0.06009596586227417,0.06284153461456299
174,0.9317969083786011,0.6012380123138428,0.060692787170410156,0.06350839138031006
175,0.9318140745162964,0.6008962392807007,0.061286211013793945,0.0641736388206482
176,0.9318307638168335,0.6005527973175049,0.06187891960144043,0.06483674049377441
177,0.9318478107452393,0.6002074480056763,0.062471866607666016,0.06549960374832153
178,0.9318645000457764,0.5998603105545044,0.06306302547454834,0.06615996360778809
179,0.9318813681602478,0.5995123982429504,0.06365126371383667,0.06681805849075317
180,0.9318978786468506,0.5991643667221069,0.06423932313919067,0.06747502088546753
181,0.9319143295288086,0.5988162755966187,0.06482517719268799,0.06813031435012817
182,0.931930661201477,0.5984669327735901,0.06541049480438232,0.06878310441970825
183,0.9319468140602112,0.5981194376945496,0.0659971833229065,0.06943345069885254
184,0.9319627285003662,0.5977714657783508,0.06658124923706055,0.07008391618728638
185,0.9319787621498108,0.5974221229553223,0.06716364622116089,0.07073235511779785
186,0.9319945573806763,0.5970735549926758,0.0677444338798523,0.07137840986251831
187,0.9320104122161865,0.5967233180999756,0.06832641363143921,0.07202351093292236
188,0.9320259690284729,0.5963717103004456,0.06890547275543213,0.07266592979431152
189,0.9320410490036011,0.5960195064544678,0.0694810152053833,0.07330751419067383
190,0.9320563673973083,0.595665454864502,0.070060133934021,0.07394665479660034
191,0.9320717453956604,0.5953105688095093,0.07063454389572144,0.07458513975143433
192,0.9320868253707886,0.5949544906616211,0.0712093710899353,0.0752212405204773
193,0.9321017265319824,0.5945965647697449,0.07178336381912231,0.07585716247558594
194,0.9321166276931763,0.5942392349243164,0.07235831022262573,0.07648974657058716
195,0.9321314692497253,0.5938811302185059,0.0729292631149292,0.07712119817733765
196,0.9321458339691162,0.5935219526290894,0.07349997758865356,0.07775098085403442
197,0.9321603775024414,0.5931645631790161,0.07406938076019287,0.07837897539138794
198,0.9321746826171875,0.5928065180778503,0.0746387243270874,0.07900500297546387
199,0.9321889281272888,0.5924484729766846,0.07520639896392822,0.0796310305595398
200,0.9322030544281006,0.5920900106430054,0.07577395439147949,0.08025503158569336
