epoch,mean_loss_worst_slack_ns,mean_train_r2_worst_slack_ns,mean_test_r2_worst_slack_ns,mean_loss_total_negative_slack_ns,mean_train_r2_total_negative_slack_ns,mean_test_r2_total_negative_slack_ns
1,1.017986,0.002613902,-0.058695436,1.0129757,0.001891315,-0.8336034
2,0.99825966,0.022204434,-0.03294749,0.99833757,0.015647566,-0.7426689
3,0.97871244,0.041102767,-0.009152758,0.98478204,0.028842568,-0.66307706
4,0.96028644,0.05938196,0.012709784,0.9721519,0.041577935,-0.59232336
5,0.942134,0.07710922,0.032515347,0.95890045,0.053952586,-0.5285212
6,0.92466867,0.0943652,0.050602235,0.94727165,0.06602107,-0.4694828
7,0.90836316,0.11122763,0.0671641,0.93546945,0.07785114,-0.4138158
8,0.8915945,0.12780277,0.082503274,0.92376554,0.08953853,-0.35987598
9,0.875096,0.14418331,0.096867606,0.91235733,0.10112113,-0.30683124
10,0.8593854,0.16045752,0.1103847,0.9005656,0.11264478,-0.2546483
11,0.84333295,0.17671001,0.123126104,0.8898147,0.12413125,-0.20330079
12,0.82781696,0.19302301,0.1353425,0.8781458,0.13558447,-0.15311117
13,0.81143415,0.20943025,0.14704421,0.86707354,0.14699103,-0.104284406
14,0.7955171,0.22596781,0.15816686,0.85624504,0.1583579,-0.057534434
15,0.7787705,0.24266148,0.16891447,0.8448857,0.16968696,-0.013265443
16,0.762107,0.25951856,0.17947568,0.8328551,0.18096085,0.028105129
17,0.74577874,0.2765327,0.18984781,0.8223748,0.19215232,0.06578883
18,0.7286309,0.29370266,0.19974998,0.81119597,0.20323446,0.09929868
19,0.71191144,0.31100458,0.20979457,0.80036926,0.21418664,0.12817942
20,0.69505537,0.3284226,0.2200922,0.79033744,0.22497621,0.15216228
21,0.6778345,0.34593895,0.23081236,0.7791969,0.23558435,0.1708298
22,0.6607013,0.36355922,0.24217491,0.76825637,0.24597916,0.18443687
23,0.6427008,0.38128448,0.25428873,0.7578356,0.25614372,0.19277662
24,0.62620133,0.3991208,0.2674819,0.7490366,0.26605996,0.19670312
25,0.6085075,0.41706523,0.28180847,0.7382391,0.27572876,0.19648865
26,0.5905367,0.43510962,0.29731065,0.72915936,0.28514957,0.19272456
27,0.57266855,0.45325857,0.3140346,0.72035474,0.29430884,0.18595195
28,0.55498683,0.47152305,0.33186907,0.71131057,0.3031978,0.17734951
29,0.5384796,0.489882,0.35074845,0.70210826,0.31182703,0.16781932
30,0.518943,0.5083145,0.37041423,0.6947409,0.32019964,0.15802482
31,0.50151414,0.5268169,0.39083415,0.6856264,0.32834548,0.14883807
32,0.4829716,0.5453734,0.41188765,0.6801112,0.3362821,0.14068465
33,0.46468815,0.5639752,0.4334251,0.6713649,0.3440558,0.13413826
34,0.44777375,0.5825883,0.4553849,0.66178817,0.35168678,0.12928787
35,0.42885518,0.6011593,0.4776284,0.6544536,0.35919634,0.12599823
36,0.41112223,0.6196326,0.5000466,0.6480538,0.36663955,0.12449054
37,0.3929078,0.6379372,0.52237684,0.64230806,0.37402463,0.12419661
38,0.37519652,0.6559727,0.54450446,0.63258636,0.38141027,0.12502106
39,0.35847813,0.6736313,0.56632257,0.6252532,0.38881937,0.12678322
40,0.3412872,0.6907891,0.58773816,0.6218086,0.39626223,0.12994295
41,0.32354888,0.7073366,0.6084886,0.61396116,0.4037563,0.13393648
42,0.3083417,0.72315615,0.62853533,0.60297817,0.41132098,0.13879564
43,0.2928339,0.73815346,0.64764464,0.5985235,0.41894332,0.14406845
44,0.27917105,0.7522463,0.66561127,0.58924013,0.4266337,0.14970796
45,0.2661822,0.7653761,0.6822717,0.5795517,0.43441516,0.15540263
46,0.25198293,0.7774969,0.6971667,0.57465804,0.4422494,0.1607486
47,0.24155883,0.78857577,0.71021056,0.5663265,0.45013103,0.16597897
48,0.23060548,0.79862297,0.7214543,0.5588192,0.45804915,0.17110664
49,0.22081673,0.8076485,0.73103786,0.55283153,0.4659783,0.17568365
50,0.21213198,0.81569207,0.73935795,0.54266804,0.4738964,0.18013966
51,0.20363918,0.8227887,0.74662244,0.53569937,0.48180914,0.18431635
52,0.19810466,0.8289701,0.75277007,0.5291133,0.4897147,0.18851465
53,0.1910618,0.834288,0.75770515,0.52047235,0.49761134,0.19316415
54,0.18692808,0.8387904,0.76151806,0.51313144,0.5054742,0.19840376
55,0.1823446,0.8425557,0.76405734,0.5051237,0.51331073,0.20429671
56,0.17986074,0.8456847,0.76558757,0.4984277,0.52111495,0.2110256
57,0.1758082,0.8482604,0.766239,0.49291116,0.5288597,0.21843752
58,0.17437115,0.85038745,0.766057,0.48390514,0.5365468,0.22613625
59,0.17155954,0.8521333,0.7660065,0.4756135,0.54419047,0.23391004
60,0.1701529,0.8535818,0.76598066,0.4709217,0.5517682,0.24186035
61,0.16934952,0.8548188,0.7662493,0.45966905,0.55929667,0.24975042
62,0.16774185,0.8559372,0.7668871,0.45286083,0.5667603,0.25766262
63,0.16685273,0.8569872,0.7681253,0.44927922,0.57415015,0.26543337
64,0.1668037,0.85799474,0.76980436,0.44092053,0.5814705,0.27332026
65,0.1648132,0.85897666,0.7717092,0.4325106,0.5887004,0.281435
66,0.16473424,0.8599588,0.77405196,0.42780122,0.5958394,0.2900867
67,0.16297433,0.8609772,0.77648795,0.4171125,0.6028939,0.29920417
68,0.1623433,0.86203766,0.77851,0.412922,0.609849,0.30860043
69,0.16046377,0.86311567,0.780185,0.40492433,0.6167277,0.31823444
70,0.15927684,0.86417884,0.7816903,0.39835668,0.623507,0.3275916
71,0.15771386,0.86522704,0.78326595,0.39265785,0.6301863,0.33617985
72,0.15794456,0.86629915,0.7848724,0.38555607,0.63675433,0.3440463
73,0.15642008,0.8673638,0.78646255,0.3832977,0.6431923,0.35075158
74,0.1545537,0.86835515,0.78770506,0.37343186,0.6495209,0.35595536
75,0.15366754,0.86923265,0.7886903,0.36697176,0.65575826,0.3606034
76,0.15253529,0.87001055,0.7894187,0.36233097,0.661887,0.3648787
77,0.15149155,0.87071383,0.7897724,0.35464442,0.66792965,0.36930576
78,0.15064263,0.87135875,0.7901461,0.35283607,0.6738846,0.3743521
79,0.1493783,0.87192297,0.7907104,0.3424372,0.6797625,0.38026783
80,0.14868066,0.87240773,0.7913283,0.33779496,0.6855804,0.3865211
81,0.1481516,0.87283343,0.79223627,0.33791026,0.69131595,0.39263692
82,0.14805508,0.8732351,0.7934749,0.3277201,0.69696236,0.39887375
83,0.14763927,0.87363976,0.79493964,0.32062805,0.7025533,0.40474233
84,0.14679274,0.8740331,0.79626065,0.3195932,0.70806736,0.41061935
85,0.14648798,0.8744035,0.7971698,0.31329075,0.7135188,0.41520706
86,0.14558375,0.8747527,0.797757,0.30539158,0.7189138,0.4191679
87,0.14472711,0.8751109,0.79851866,0.3006057,0.724216,0.42278123
88,0.14473252,0.87548745,0.79912597,0.29932508,0.7294119,0.42590514
89,0.143867,0.8758769,0.79954326,0.28988066,0.734506,0.42889294
90,0.14356676,0.87626535,0.7997857,0.28687364,0.73948735,0.43170032
91,0.14332129,0.8766554,0.8002254,0.28290796,0.7443767,0.43507546
92,0.14274998,0.87706316,0.80135393,0.2742486,0.7491959,0.43891844
93,0.14262637,0.8774773,0.8025473,0.27427667,0.7539466,0.44294462
94,0.14179984,0.87789744,0.8034462,0.26529104,0.7586382,0.4469973
95,0.14175682,0.87831366,0.8036866,0.26322407,0.763278,0.4515224
96,0.14126153,0.87871253,0.8036084,0.2579191,0.767835,0.45638403
97,0.14069451,0.8790882,0.8032815,0.2533294,0.77230775,0.46105987
98,0.14047527,0.87944955,0.80300885,0.2514816,0.77670825,0.46546012
99,0.13950208,0.8798016,0.8030516,0.24578945,0.7810438,0.46957213
100,0.13941914,0.8801414,0.803364,0.2395939,0.7853197,0.47402114
101,0.13919249,0.88047683,0.8046134,0.23727004,0.78954804,0.4776368
102,0.13862841,0.88079846,0.80610734,0.23190975,0.79371566,0.48103446
103,0.13802953,0.88110197,0.80735797,0.23255126,0.7978322,0.48456526
104,0.13809203,0.881399,0.8081339,0.22373125,0.8018611,0.48880845
105,0.13808599,0.8816887,0.808173,0.22127712,0.80583036,0.49409524
106,0.13704944,0.8819667,0.8076372,0.21844086,0.8097479,0.50109607
107,0.13706341,0.8822338,0.8068243,0.2115756,0.8136317,0.5071319
108,0.13632303,0.8824886,0.80569917,0.21102051,0.81744087,0.5141364
109,0.13613917,0.88273156,0.8045681,0.21088636,0.8211664,0.5208381
110,0.13593772,0.88296986,0.8041479,0.20221274,0.82484466,0.52732706
111,0.13527194,0.8832051,0.8043655,0.20027761,0.82846147,0.5333689
112,0.13528582,0.88344365,0.80532396,0.1920718,0.83201486,0.53872055
113,0.1344662,0.8836815,0.80637616,0.19233258,0.83553296,0.5439558
114,0.13524784,0.8839132,0.80744827,0.19004834,0.8389754,0.54734784
115,0.13411999,0.8841411,0.8075239,0.1841718,0.8422829,0.55092067
116,0.13362567,0.88436,0.8068782,0.1798428,0.84554416,0.5548581
117,0.13382782,0.88457954,0.8054932,0.1775656,0.8487878,0.5599202
118,0.13310364,0.8847977,0.80430335,0.17790015,0.8519713,0.5657874
