fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.11354631930589676,0.15707144141197205,0.8528742790222168
1,train,total_negative_slack_ns,17.919382095336914,57.93226623535156,0.11961400508880615
1,test,worst_slack_ns,0.11679967492818832,0.15021324157714844,0.8786411881446838
1,test,total_negative_slack_ns,25.424888610839844,73.72661590576172,0.1290673017501831
2,train,worst_slack_ns,0.3252617120742798,0.4105585813522339,0.02452188730239868
2,train,total_negative_slack_ns,20.10970687866211,59.5606803894043,0.11753642559051514
2,test,worst_slack_ns,0.3603719174861908,0.45444485545158386,-0.22003507614135742
2,test,total_negative_slack_ns,23.172786712646484,69.66289520263672,0.12169003486633301
3,train,worst_slack_ns,0.12466686964035034,0.16955018043518066,0.836928129196167
3,train,total_negative_slack_ns,19.68164825439453,59.71647644042969,0.12630820274353027
3,test,worst_slack_ns,0.41493287682533264,0.8684506416320801,-3.855515480041504
3,test,total_negative_slack_ns,21.41880226135254,71.23651885986328,0.06515359878540039
4,train,worst_slack_ns,0.09779348969459534,0.13448819518089294,0.8912853598594666
4,train,total_negative_slack_ns,21.591737747192383,75.74615478515625,-0.08472371101379395
4,test,worst_slack_ns,0.14349615573883057,0.20506414771080017,0.7731391191482544
4,test,total_negative_slack_ns,4.861616134643555,11.25210952758789,-0.21695387363433838
5,train,worst_slack_ns,0.11365561187267303,0.15679782629013062,0.8612709045410156
5,train,total_negative_slack_ns,19.10756492614746,62.317413330078125,0.1297512650489807
5,test,worst_slack_ns,0.09246187657117844,0.11137532442808151,0.9153351187705994
5,test,total_negative_slack_ns,23.08341407775879,57.45320510864258,0.133825421333313
