fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.11528081446886063,0.16201616823673248,0.8434652090072632
1,train,total_negative_slack_ns,3.0175230503082275,6.258627414703369,0.9897248148918152
1,test,worst_slack_ns,0.10334160178899765,0.12755176424980164,0.912496030330658
1,test,total_negative_slack_ns,3.168135166168213,5.9762678146362305,0.9942773580551147
2,train,worst_slack_ns,0.10625559836626053,0.15110930800437927,0.8678553104400635
2,train,total_negative_slack_ns,4.102684020996094,9.547066688537598,0.9773265719413757
2,test,worst_slack_ns,0.189443439245224,0.26820364594459534,0.575048565864563
2,test,total_negative_slack_ns,7.568603515625,16.322505950927734,0.9517809748649597
3,train,worst_slack_ns,0.08132287859916687,0.12261004000902176,0.9147225022315979
3,train,total_negative_slack_ns,2.528348684310913,5.8336687088012695,0.9916621446609497
3,test,worst_slack_ns,0.1332906037569046,0.191432386636734,0.7640739679336548
3,test,total_negative_slack_ns,10.413991928100586,37.3890495300293,0.7424724102020264
4,train,worst_slack_ns,0.0797668918967247,0.1202704906463623,0.9130563139915466
4,train,total_negative_slack_ns,2.6562559604644775,5.475492477416992,0.9943318367004395
4,test,worst_slack_ns,0.12387387454509735,0.19300909340381622,0.7990279197692871
4,test,total_negative_slack_ns,2.628415584564209,5.30613899230957,0.729377806186676
5,train,worst_slack_ns,0.1140672117471695,0.1610303521156311,0.8536801934242249
5,train,total_negative_slack_ns,2.8345227241516113,5.993213653564453,0.9919509887695312
5,test,worst_slack_ns,0.08552858233451843,0.1089172288775444,0.919031023979187
5,test,total_negative_slack_ns,5.664787292480469,14.005110740661621,0.9485304951667786
