fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.10137813538312912,0.14599327743053436,0.8728958368301392
1,train,total_negative_slack_ns,2.818856954574585,6.020539283752441,0.9904916882514954
1,test,worst_slack_ns,0.09245698899030685,0.11315923929214478,0.9311292171478271
1,test,total_negative_slack_ns,4.486420631408691,8.986692428588867,0.9870599508285522
2,train,worst_slack_ns,0.12820163369178772,0.17922085523605347,0.8141149878501892
2,train,total_negative_slack_ns,22.064836502075195,58.72115707397461,0.14223825931549072
2,test,worst_slack_ns,0.17733247578144073,0.2543610632419586,0.617781937122345
2,test,total_negative_slack_ns,27.96334457397461,71.31542205810547,0.07952570915222168
3,train,worst_slack_ns,0.06645641475915909,0.10114756971597672,0.9419645667076111
3,train,total_negative_slack_ns,2.4396891593933105,5.479145050048828,0.9926447868347168
3,test,worst_slack_ns,0.11303947865962982,0.15713444352149963,0.8410400152206421
3,test,total_negative_slack_ns,10.472341537475586,28.008995056152344,0.85547935962677
4,train,worst_slack_ns,0.05851699411869049,0.08846762031316757,0.9529576897621155
4,train,total_negative_slack_ns,2.894054412841797,5.8949503898620605,0.9934301376342773
4,test,worst_slack_ns,0.13207009434700012,0.19458210468292236,0.7957387566566467
4,test,total_negative_slack_ns,3.008455991744995,5.8904924392700195,0.6664896011352539
5,train,worst_slack_ns,0.10369287431240082,0.15027040243148804,0.8725809454917908
5,train,total_negative_slack_ns,2.5826644897460938,5.287736415863037,0.9937343597412109
5,test,worst_slack_ns,0.07770943641662598,0.10097160935401917,0.9304136633872986
5,test,total_negative_slack_ns,4.808211326599121,12.377188682556152,0.9598004817962646
