epoch,train_r2_worst_slack_ns,test_r2_worst_slack_ns,train_r2_total_negative_slack_ns,test_r2_total_negative_slack_ns
1,0.0068587065,-0.16003263,0.018163085,-4.6883316
2,0.02545333,-0.12992549,0.035038114,-4.026714
3,0.04319322,-0.102499485,0.051391006,-3.4498029
4,0.060251057,-0.07805526,0.06725782,-2.9346461
5,0.07684982,-0.056269526,0.08258033,-2.4807854
6,0.09309226,-0.036612034,0.097377956,-2.0897207
7,0.109044135,-0.018859744,0.11168915,-1.7573645
8,0.12483454,-0.0024875402,0.12565964,-1.4792082
9,0.14062184,0.0127949715,0.13926595,-1.2530832
10,0.15647525,0.027195036,0.15260214,-1.0703268
11,0.17256212,0.041370153,0.16567653,-0.9236773
12,0.18896699,0.05558926,0.17854756,-0.8084022
13,0.2056635,0.069921315,0.19124311,-0.72031116
14,0.22270983,0.08460122,0.20381159,-0.65717804
15,0.24013591,0.099799335,0.21625328,-0.61664927
16,0.25796145,0.115707695,0.22856522,-0.5986085
17,0.2761624,0.13245624,0.24077278,-0.6035212
18,0.2947663,0.15006363,0.25281888,-0.6340003
19,0.31380075,0.16857272,0.2646135,-0.6896689
20,0.33325183,0.1878472,0.27613324,-0.77223444
21,0.35304946,0.20754349,0.28730303,-0.8831998
22,0.3731597,0.22757298,0.29796654,-1.0235648
23,0.393493,0.24751437,0.3080607,-1.1939554
24,0.4139319,0.26699919,0.31761533,-1.388125
25,0.43438417,0.28562427,0.32665634,-1.6050732
26,0.45477563,0.30291134,0.33524805,-1.8378615
27,0.47504324,0.3185922,0.34343678,-2.0761328
28,0.49514055,0.3323961,0.35125393,-2.3107228
29,0.51502115,0.34431505,0.35879248,-2.5300047
30,0.5347161,0.35459524,0.36623836,-2.7324839
31,0.55426204,0.36350888,0.37375057,-2.900826
32,0.57366115,0.37124515,0.38147616,-3.0292897
33,0.59291774,0.37815958,0.38940555,-3.1133614
34,0.61201835,0.38470423,0.39741623,-3.1499257
35,0.63091457,0.39117843,0.4055605,-3.1437025
36,0.64958125,0.3978328,0.4137658,-3.104785
37,0.6679282,0.4048857,0.42187732,-3.0338264
38,0.68582404,0.4124176,0.42994446,-2.9411283
39,0.70314944,0.4205202,0.43800545,-2.8386614
40,0.71976674,0.42903632,0.4460798,-2.7301996
41,0.7355317,0.43794638,0.45417172,-2.6335545
42,0.75030464,0.44748664,0.4622711,-2.5556297
43,0.76393366,0.45770037,0.4704314,-2.496015
44,0.7763111,0.46844614,0.4786424,-2.4592512
45,0.78735083,0.4801032,0.4869092,-2.450031
46,0.7970048,0.4923541,0.49522638,-2.451191
47,0.80526125,0.5053215,0.50357044,-2.4540582
48,0.812126,0.5185964,0.5119129,-2.461791
49,0.81769055,0.5321868,0.5202524,-2.469885
50,0.82206553,0.5459732,0.5285232,-2.487918
51,0.82542974,0.560078,0.5367169,-2.493334
52,0.8279679,0.5736425,0.5448012,-2.4934423
53,0.82986647,0.5867486,0.5527847,-2.473346
54,0.8312886,0.598814,0.5606892,-2.4496758
55,0.832389,0.6093596,0.5685084,-2.4242728
56,0.83329827,0.6187227,0.57622176,-2.3851588
57,0.8341267,0.62739706,0.58381796,-2.3426192
58,0.8349586,0.6341073,0.59131193,-2.3113523
59,0.8358528,0.6392352,0.5986999,-2.2891097
60,0.8368346,0.6430888,0.60593086,-2.2900536
61,0.83793616,0.6450944,0.6130012,-2.304737
62,0.8391758,0.6448215,0.6199179,-2.3415508
63,0.84054255,0.64266247,0.626683,-2.4016342
64,0.84201264,0.6393925,0.63327944,-2.4788888
65,0.8435391,0.63468844,0.6396869,-2.558829
66,0.8450484,0.6282867,0.64590716,-2.6271007
67,0.84648514,0.62039775,0.6519595,-2.682611
68,0.84780574,0.61173695,0.6578468,-2.7110424
69,0.84896296,0.60261774,0.6635688,-2.7135983
70,0.84995794,0.5948354,0.6691773,-2.696967
71,0.85080564,0.5880206,0.6746818,-2.671451
72,0.8515181,0.58220047,0.6801238,-2.6417322
73,0.85211307,0.57754457,0.6855177,-2.603534
74,0.85260487,0.57344663,0.6908345,-2.5621889
75,0.85301155,0.56942093,0.69609106,-2.514699
76,0.8533548,0.56510234,0.7012849,-2.456346
77,0.8536531,0.56085473,0.70641756,-2.3907847
78,0.8539388,0.55497575,0.7115127,-2.336823
79,0.8542046,0.5493262,0.7165649,-2.281245
80,0.85445714,0.5454142,0.7215797,-2.232622
81,0.85471636,0.5433856,0.7265811,-2.1876407
82,0.8549978,0.5436059,0.73157656,-2.1476376
83,0.855311,0.5447212,0.7365118,-2.1178846
84,0.8556479,0.5475225,0.7413902,-2.0885959
85,0.85600775,0.55185866,0.74627763,-2.065684
86,0.8563927,0.55561584,0.75114274,-2.0537462
87,0.856789,0.5605193,0.7559804,-2.047808
88,0.85718423,0.5655814,0.760783,-2.0373123
89,0.8575753,0.5715248,0.7655367,-2.0376134
90,0.8579623,0.57684666,0.77019924,-2.0442672
91,0.8583338,0.5828988,0.774781,-2.0437877
92,0.8586861,0.58940136,0.77933204,-2.0331225
93,0.8590182,0.59626806,0.783841,-2.0172105
94,0.85933155,0.6024661,0.788241,-2.0006862
95,0.859622,0.6081214,0.79254097,-1.9893789
96,0.85989046,0.6139771,0.7967623,-1.9917545
97,0.8601421,0.62002784,0.8010528,-2.0051491
98,0.8603853,0.62496424,0.8053949,-2.0341985
99,0.8606179,0.62912256,0.80963314,-2.070952
100,0.86084294,0.63303447,0.8137494,-2.1033628
101,0.8610694,0.6362145,0.8177879,-2.1281557
102,0.8613049,0.6379758,0.8217458,-2.1583474
103,0.8615384,0.63849175,0.82563746,-2.1794157
104,0.8617663,0.6385196,0.82942915,-2.199361
105,0.8619889,0.6380534,0.8331035,-2.212833
106,0.8622066,0.63815904,0.83670425,-2.2210615
107,0.86242247,0.6378651,0.8402796,-2.2372878
108,0.8626354,0.6373317,0.84397507,-2.256737
109,0.86285,0.6360215,0.8476345,-2.270688
110,0.8630661,0.6341183,0.851058,-2.2764409
111,0.86327815,0.63203764,0.8544147,-2.28951
112,0.8634865,0.62961805,0.85772383,-2.305493
113,0.86368865,0.6276327,0.86090666,-2.3220487
114,0.86388475,0.62639916,0.863816,-2.3245885
115,0.8640766,0.62596065,0.86665267,-2.3167977
116,0.86426663,0.625206,0.86961085,-2.3106909
117,0.8644582,0.62396944,0.8727153,-2.3010876
118,0.8646482,0.62349594,0.8758024,-2.275851
119,0.8648353,0.6240132,0.8786596,-2.2512047
120,0.8650207,0.62467015,0.8813573,-2.2275827
121,0.8652052,0.6260661,0.8840257,-2.184528
122,0.8653887,0.62788975,0.886683,-2.142984
123,0.86557055,0.6295395,0.8891159,-2.1071332
124,0.8657511,0.6312952,0.89151025,-2.0610275
125,0.8659335,0.63298064,0.8937447,-1.987333
126,0.8661239,0.63400334,0.89610857,-1.900346
127,0.8663146,0.63539207,0.8986263,-1.8077428
128,0.8664994,0.63690484,0.9010802,-1.7347305
129,0.86667514,0.63876235,0.9033574,-1.6936657
130,0.8668494,0.6411293,0.9055853,-1.6682572
131,0.8670212,0.6440318,0.9077928,-1.6476102
132,0.8671987,0.64788824,0.90991634,-1.5937936
133,0.86737365,0.6516863,0.9120172,-1.5411608
134,0.86753637,0.65523446,0.91405386,-1.4845471
135,0.86769426,0.65806973,0.9160354,-1.4126389
136,0.8678557,0.65989125,0.9179214,-1.3721533
137,0.8680212,0.66078436,0.9197466,-1.3163924
138,0.8681834,0.66091895,0.9216338,-1.2182617
139,0.868348,0.6610646,0.9235474,-1.1320105
140,0.8685131,0.6607527,0.92539567,-1.0518434
141,0.8686709,0.66040576,0.92715603,-0.9950459
142,0.8688257,0.6598995,0.9288667,-0.94597995
143,0.86898017,0.65989494,0.93055934,-0.892509
144,0.86913455,0.66047984,0.9321482,-0.84155416
145,0.869287,0.6615102,0.933534,-0.7842381
146,0.8694361,0.6621964,0.93485445,-0.7180872
147,0.8695826,0.6633946,0.93648076,-0.63908756
