epoch,mean_loss_worst_slack_ns,mean_train_r2_worst_slack_ns,mean_test_r2_worst_slack_ns,mean_loss_total_negative_slack_ns,mean_train_r2_total_negative_slack_ns,mean_test_r2_total_negative_slack_ns
1,0.24141638,-1.8968254,-6.228757,18.05508,-0.07324121,-0.11123328
2,0.2192915,-1.5812498,-5.6753893,18.036749,-0.072951436,-0.11117332
3,0.19910106,-1.3009192,-5.1761074,18.019527,-0.072675444,-0.111081146
4,0.18066065,-1.0503138,-4.7221785,18.003424,-0.072417356,-0.11093803
5,0.16366307,-0.82563955,-4.3125777,17.988403,-0.07217608,-0.11073303
6,0.14792743,-0.6242768,-3.947723,17.974407,-0.071943924,-0.11046233
7,0.13338383,-0.4444213,-3.627227,17.961348,-0.0717114,-0.11012237
8,0.12002528,-0.284736,-3.3491318,17.949114,-0.0714709,-0.10971141
9,0.10783955,-0.14396052,-3.1097212,17.937572,-0.07121909,-0.109233834
10,0.0968027,-0.020767951,-2.904161,17.926607,-0.07095647,-0.1087002
11,0.08689312,0.08622098,-2.727466,17.916126,-0.07068503,-0.10812392
12,0.07808868,0.17839348,-2.575279,17.906063,-0.07040725,-0.107518956
13,0.070368096,0.25711748,-2.4442124,17.896368,-0.070125245,-0.10689759
14,0.063690424,0.32376665,-2.3317199,17.887012,-0.06984141,-0.10627022
15,0.05799097,0.37973642,-2.2358465,17.877956,-0.06955814,-0.105644464
16,0.053189993,0.42647952,-2.1549163,17.869158,-0.0692781,-0.10502543
17,0.049173903,0.46549982,-2.0873337,17.860586,-0.069004655,-0.1044168
18,0.04582397,0.49829674,-2.0315099,17.852215,-0.06874106,-0.10382035
19,0.043012112,0.52627504,-1.9858917,17.844006,-0.06849046,-0.10323713
20,0.04061669,0.55064666,-1.9490728,17.835934,-0.06825495,-0.10266657
21,0.038532827,0.5723631,-1.919882,17.827969,-0.06803594,-0.10210729
22,0.036678016,0.5921036,-1.897373,17.82009,-0.06783374,-0.10155833
23,0.03499309,0.6103204,-1.8807354,17.812283,-0.06764762,-0.10101845
24,0.033438534,0.62731373,-1.8691581,17.804531,-0.06747563,-0.100486994
25,0.03198799,0.64330554,-1.8617332,17.796835,-0.067315266,-0.099963665
26,0.03062212,0.65848094,-1.8574173,17.789183,-0.06716321,-0.0994487
27,0.02932499,0.67299736,-1.8550785,17.78158,-0.06701596,-0.0989423
28,0.02808326,0.68697816,-1.853591,17.774029,-0.066869974,-0.09844498
29,0.026886608,0.7005048,-1.8519337,17.766537,-0.06672199,-0.09795733
30,0.02572832,0.7136134,-1.8492973,17.759104,-0.066569135,-0.0974793
