epoch,train_r2_worst_slack_ns,test_r2_worst_slack_ns,train_r2_total_negative_slack_ns,test_r2_total_negative_slack_ns
1,-2.1224324703216553,-4.998233795166016,-0.07938516139984131,-0.08271563053131104
2,-1.8010644912719727,-4.248551845550537,-0.07853817939758301,-0.08235728740692139
3,-1.5202624797821045,-3.8586087226867676,-0.07769262790679932,-0.08201241493225098
4,-1.27958345413208,-3.8150758743286133,-0.07684695720672607,-0.08168411254882812
5,-1.0775620937347412,-4.0947113037109375,-0.07600092887878418,-0.08137142658233643
6,-0.9114292860031128,-4.662222862243652,-0.07515990734100342,-0.08107185363769531
7,-0.777076005935669,-5.468856334686279,-0.07432365417480469,-0.08078896999359131
8,-0.6693644523620605,-6.452600479125977,-0.07348465919494629,-0.08051788806915283
9,-0.5827561616897583,-7.541240692138672,-0.07265019416809082,-0.08026158809661865
10,-0.5117939710617065,-8.657988548278809,-0.07181227207183838,-0.08001899719238281
11,-0.4514899253845215,-9.729277610778809,-0.07098352909088135,-0.07978940010070801
12,-0.3975539207458496,-10.692084312438965,-0.070151686668396,-0.0795743465423584
13,-0.3466099500656128,-11.499436378479004,-0.06932342052459717,-0.07937073707580566
14,-0.2962195873260498,-12.122523307800293,-0.0684964656829834,-0.07918179035186768
15,-0.24489271640777588,-12.550195693969727,-0.06767594814300537,-0.07900512218475342
16,-0.19192123413085938,-12.786491394042969,-0.06685459613800049,-0.07883882522583008
17,-0.13726592063903809,-12.847387313842773,-0.06603467464447021,-0.07868397235870361
18,-0.08138620853424072,-12.757205963134766,-0.06522011756896973,-0.07853817939758301
19,-0.025057315826416016,-12.545321464538574,-0.06440544128417969,-0.07840776443481445
20,0.030768632888793945,-12.243449211120605,-0.06358957290649414,-0.07828521728515625
21,0.08511662483215332,-11.883285522460938,-0.06278049945831299,-0.07817471027374268
22,0.13710033893585205,-11.494824409484863,-0.06197524070739746,-0.07807016372680664
23,0.18601638078689575,-11.10502815246582,-0.06117534637451172,-0.0779719352722168
24,0.231392502784729,-10.737077713012695,-0.060362935066223145,-0.0778893232345581
25,0.27303367853164673,-10.409849166870117,-0.05956006050109863,-0.07781398296356201
26,0.3109932541847229,-10.137972831726074,-0.05875849723815918,-0.07773721218109131
27,0.3455411195755005,-9.931790351867676,-0.05796241760253906,-0.07767891883850098
28,0.3771193027496338,-9.797887802124023,-0.05716514587402344,-0.07762420177459717
29,0.40624570846557617,-9.739441871643066,-0.05637001991271973,-0.07757568359375
30,0.43346744775772095,-9.756823539733887,-0.055580973625183105,-0.0775296688079834
31,0.45926690101623535,-9.84791374206543,-0.054790377616882324,-0.07749319076538086
32,0.4840438961982727,-10.008474349975586,-0.05400383472442627,-0.07745730876922607
33,0.5080626010894775,-10.232369422912598,-0.05322122573852539,-0.07742810249328613
34,0.5314493179321289,-10.511710166931152,-0.05243802070617676,-0.07740354537963867
35,0.5542141199111938,-10.836958885192871,-0.05165910720825195,-0.07738137245178223
36,0.5762693881988525,-11.197074890136719,-0.050881028175354004,-0.0773627758026123
37,0.597465991973877,-11.579774856567383,-0.05010485649108887,-0.07734405994415283
38,0.6176328659057617,-11.971885681152344,-0.04933202266693115,-0.07732808589935303
39,0.6366130113601685,-12.35976791381836,-0.04856061935424805,-0.0773162841796875
40,0.6542912721633911,-12.730003356933594,-0.04778873920440674,-0.07730412483215332
41,0.6706134676933289,-13.06997013092041,-0.04702162742614746,-0.0772939920425415
42,0.6855876445770264,-13.368619918823242,-0.046257853507995605,-0.07728040218353271
43,0.6992899179458618,-13.61694049835205,-0.04549610614776611,-0.07726788520812988
44,0.7118426561355591,-13.808560371398926,-0.044733285903930664,-0.07725644111633301
45,0.7234012484550476,-13.939924240112305,-0.04397439956665039,-0.07724106311798096
46,0.7341328859329224,-14.010401725769043,-0.04321694374084473,-0.07722866535186768
47,0.7441920042037964,-14.022089004516602,-0.04246056079864502,-0.07721090316772461
48,0.7537116408348083,-13.97961139678955,-0.04170584678649902,-0.0771934986114502
49,0.7627832889556885,-13.88944149017334,-0.0409548282623291,-0.07717311382293701
50,0.7714588642120361,-13.759617805480957,-0.04020571708679199,-0.07714545726776123
51,0.7797529697418213,-13.598864555358887,-0.03945934772491455,-0.07711577415466309
52,0.7876453399658203,-13.416343688964844,-0.03871273994445801,-0.07708477973937988
53,0.7951003313064575,-13.220863342285156,-0.037969112396240234,-0.07704567909240723
54,0.8020737171173096,-13.020663261413574,-0.037228941917419434,-0.07700276374816895
55,0.808527946472168,-12.822967529296875,-0.03649032115936279,-0.0769582986831665
56,0.814439594745636,-12.633871078491211,-0.03574979305267334,-0.0769050121307373
57,0.8198083639144897,-12.458131790161133,-0.035015225410461426,-0.07684445381164551
58,0.8246549367904663,-12.299283981323242,-0.03428196907043457,-0.07678306102752686
59,0.829020082950592,-12.159527778625488,-0.03354847431182861,-0.07671034336090088
60,0.832958459854126,-12.03996467590332,-0.032816410064697266,-0.07663381099700928
61,0.8365313410758972,-11.94071102142334,-0.032087087631225586,-0.07654809951782227
62,0.8397977948188782,-11.860987663269043,-0.03135812282562256,-0.07645702362060547
63,0.8428102731704712,-11.799447059631348,-0.030630946159362793,-0.07635557651519775
