epoch,mean_loss_worst_slack_ns,mean_train_r2_worst_slack_ns,mean_test_r2_worst_slack_ns,mean_loss_total_negative_slack_ns,mean_train_r2_total_negative_slack_ns,mean_test_r2_total_negative_slack_ns
1,1.0181977,0.0017510891,-0.029892122,1.0036817,0.01061939,-0.81840754
2,0.99995977,0.019603837,-0.008713889,0.9902425,0.02444141,-0.7342842
3,0.9821266,0.036916662,0.011248517,0.9767319,0.03807982,-0.65374154
4,0.96455175,0.053780176,0.030164147,0.96311224,0.051567506,-0.57601196
5,0.94846594,0.07029532,0.04819741,0.9496895,0.06489358,-0.50170386
6,0.9315567,0.08655484,0.06550418,0.9359816,0.078074194,-0.43049163
7,0.9161377,0.10266165,0.08223201,0.9233769,0.09118092,-0.36252496
8,0.90001714,0.11869041,0.09852111,0.9106876,0.104264736,-0.29752466
9,0.88430184,0.1347045,0.11448129,0.89678097,0.11737424,-0.23563638
10,0.86817396,0.15075375,0.13020138,0.8851057,0.1304966,-0.17694524
11,0.8525651,0.16687301,0.14574446,0.8712872,0.14364782,-0.12160107
12,0.83697224,0.1830892,0.16109166,0.85841024,0.15684506,-0.069687545
13,0.82068455,0.19944184,0.17628196,0.84574425,0.17005755,-0.021255374
14,0.8042761,0.21595712,0.19132105,0.83162224,0.18325935,0.023656655
15,0.7889639,0.2326499,0.2062275,0.81973183,0.19642812,0.06485134
16,0.7723786,0.24953303,0.2210108,0.8061762,0.20952973,0.10235213
17,0.7553995,0.26661125,0.23568329,0.7933993,0.22252488,0.1362736
18,0.73887575,0.28390878,0.25023222,0.77919775,0.23532267,0.16666332
19,0.7218403,0.30141205,0.26455894,0.766946,0.24790306,0.19371817
20,0.70423824,0.31910852,0.27860528,0.7559534,0.2602361,0.21742097
21,0.68719494,0.33698305,0.29238763,0.74320763,0.27224463,0.2377932
22,0.6693059,0.3550249,0.30598304,0.7308062,0.28389496,0.2548984
23,0.65205324,0.37322044,0.3194625,0.7194888,0.29512677,0.26886803
24,0.6336225,0.39155826,0.3329174,0.7081857,0.3059003,0.27992386
25,0.6157538,0.41002506,0.3464542,0.6992585,0.3161521,0.28826335
26,0.5978982,0.4286112,0.36029106,0.6898237,0.32586628,0.29411536
27,0.57936084,0.44730467,0.3745618,0.6806348,0.33502,0.29778862
28,0.5614713,0.4660923,0.38937283,0.6708755,0.34364086,0.29953977
29,0.54235035,0.48496222,0.4047699,0.6602698,0.35176614,0.2996754
30,0.5249594,0.5038812,0.42079982,0.6533767,0.35943657,0.29853138
31,0.5047799,0.5228179,0.43756455,0.6486939,0.36673516,0.2965057
32,0.48677832,0.5417608,0.45504817,0.6384383,0.37374726,0.2938381
33,0.46880278,0.5606675,0.47313252,0.63422346,0.38055533,0.290833
34,0.4500824,0.57949364,0.49169835,0.62581617,0.38727313,0.2877693
35,0.43186015,0.5981881,0.5105406,0.62012774,0.39398903,0.2849732
36,0.41358393,0.6167024,0.5294952,0.61430275,0.4007423,0.28271338
37,0.39497924,0.6349679,0.5483812,0.606349,0.40757155,0.28121176
38,0.37825435,0.6529075,0.5669816,0.59874517,0.41456527,0.280831
39,0.36003917,0.6704286,0.58519447,0.5927205,0.42172235,0.2817031
40,0.34365156,0.6874318,0.6028831,0.58320725,0.42900842,0.28375256
41,0.32761046,0.70383304,0.61981773,0.57794017,0.43636554,0.28685054
42,0.3109858,0.7195268,0.63580114,0.5707171,0.4437507,0.29102647
43,0.29602537,0.73442316,0.65073985,0.563696,0.4511478,0.29613623
44,0.28161612,0.74843806,0.66449916,0.5569891,0.45855245,0.30189258
45,0.26785848,0.7614916,0.67702067,0.5500165,0.46598053,0.30806732
46,0.2558053,0.77352935,0.68820226,0.53941566,0.47341186,0.31441054
47,0.24328431,0.78451216,0.69805896,0.5326827,0.48084855,0.32084936
48,0.23408732,0.79441154,0.70669544,0.52699214,0.4883314,0.3271041
49,0.2238594,0.8032247,0.71404237,0.519652,0.49584132,0.33316222
50,0.21518092,0.81095684,0.72025824,0.5123485,0.5033611,0.33890563
51,0.20816045,0.81763774,0.7252744,0.5081636,0.5108836,0.3446085
52,0.20155282,0.8233118,0.7291745,0.50006735,0.5184102,0.35046118
53,0.1965024,0.82804614,0.73195934,0.4902784,0.5259118,0.35653415
54,0.19204952,0.83192396,0.73368585,0.48479882,0.5333772,0.3629082
55,0.18963525,0.83505595,0.73435146,0.47612786,0.5408009,0.36970264
56,0.18654159,0.8375657,0.7341134,0.46946567,0.5481617,0.3770012
57,0.18368623,0.83956957,0.7330433,0.46176314,0.5554653,0.3847077
58,0.18210474,0.8411854,0.73125464,0.4586143,0.5627068,0.39297348
59,0.1802422,0.84253275,0.72875273,0.44970912,0.56987673,0.40152732
60,0.1793627,0.8437088,0.72569096,0.44470948,0.5769625,0.4101653
61,0.17789939,0.8447879,0.72235614,0.43633565,0.58395845,0.41878003
62,0.17745389,0.84583205,0.71889305,0.42903334,0.590876,0.42744341
63,0.17722218,0.8468922,0.7153753,0.4227048,0.5976983,0.43610382
64,0.17492816,0.84800786,0.71226037,0.41680914,0.60442626,0.44475627
65,0.17451088,0.84920025,0.7097121,0.40991718,0.61108077,0.45322275
66,0.1737274,0.8504801,0.7079199,0.40167528,0.61764044,0.46154794
67,0.1727028,0.8518294,0.70695174,0.4014005,0.6240783,0.46957475
68,0.17059162,0.8532214,0.70656604,0.39292246,0.6304108,0.47751465
69,0.1693881,0.85462207,0.7069058,0.38759798,0.63663757,0.48544368
70,0.16746679,0.85599434,0.7081043,0.38159016,0.642749,0.49332428
71,0.16662438,0.85730344,0.7097793,0.37250656,0.6487452,0.5012153
72,0.1646516,0.8585254,0.71176064,0.3693827,0.65462893,0.50905395
73,0.16391508,0.85964596,0.7140751,0.3617896,0.66040593,0.51689005
74,0.16238531,0.8606602,0.7164908,0.36018392,0.66603374,0.5244688
75,0.16051832,0.86156285,0.71885854,0.3522562,0.6715065,0.5318326
76,0.16019972,0.8623556,0.720949,0.34659535,0.67686063,0.5390401
77,0.15938345,0.863042,0.7227956,0.34220347,0.6821216,0.54585475
78,0.15852182,0.8636324,0.7241369,0.3403725,0.6872907,0.55221236
79,0.1575007,0.8641432,0.7249447,0.32936636,0.69236964,0.5582784
80,0.15559646,0.86459225,0.7254756,0.3301392,0.69737417,0.56390846
81,0.15612957,0.8649948,0.725585,0.31965476,0.70231545,0.56953734
82,0.15620711,0.86536705,0.7251774,0.3191713,0.70717436,0.5753598
83,0.15479515,0.86571854,0.7246115,0.31179184,0.7119481,0.5810909
84,0.15466027,0.86606103,0.7239357,0.30889276,0.71667516,0.5861477
85,0.15481803,0.8664032,0.7229264,0.302865,0.721356,0.59086955
86,0.15397254,0.866761,0.7221324,0.30254978,0.7259831,0.5957563
87,0.15322357,0.86714137,0.721892,0.29768747,0.7305916,0.6003949
88,0.15376998,0.86754113,0.7218092,0.29224843,0.73515296,0.6048756
89,0.15313122,0.8679554,0.7221142,0.28653592,0.73965347,0.6091176
90,0.1528298,0.8683821,0.7224635,0.28557998,0.7441195,0.61254597
91,0.15211678,0.8688141,0.72273684,0.27955905,0.74851906,0.6160531
92,0.15117209,0.8692459,0.7226632,0.27543837,0.7528516,0.61928475
93,0.15039477,0.86967164,0.72242415,0.27076516,0.75708956,0.6223415
94,0.15047245,0.87009144,0.7218033,0.27105445,0.76128304,0.6257222
95,0.15045455,0.8705019,0.720966,0.26244032,0.76546156,0.62983036
96,0.14904585,0.87090075,0.71997625,0.25971898,0.7695862,0.6338893
97,0.14917138,0.8712862,0.71877205,0.2553777,0.77361834,0.63761264
98,0.14914797,0.8716545,0.71717787,0.2495641,0.7775938,0.64050543
99,0.14826718,0.8720034,0.7157162,0.24519737,0.78148663,0.64343053
100,0.1473642,0.8723361,0.7143402,0.24102783,0.78534985,0.64509046
101,0.14749357,0.8726574,0.71315217,0.2329998,0.789136,0.6459236
102,0.14717075,0.87297046,0.71224105,0.23491879,0.79284066,0.6466125
103,0.14668968,0.873268,0.7114642,0.22715278,0.79648817,0.64786357
104,0.1468004,0.87354624,0.71063024,0.22954841,0.8000907,0.6498567
105,0.14636233,0.8738092,0.71012235,0.22570038,0.80364645,0.6522883
106,0.14673987,0.87406313,0.7099036,0.22168362,0.80711585,0.65486056
107,0.14514536,0.87431014,0.70962036,0.21602249,0.81053066,0.6572094
108,0.14469028,0.8745489,0.70942897,0.2174153,0.8138873,0.65955997
109,0.1444423,0.87478036,0.70941025,0.21195617,0.8172051,0.6615704
110,0.1445848,0.8750037,0.7094828,0.20824738,0.8205086,0.66323555
111,0.14402014,0.8752204,0.70967305,0.20503335,0.82377625,0.6643867
112,0.14394078,0.8754343,0.70984423,0.20247278,0.8269989,0.66536784
113,0.1438612,0.8756558,0.7097764,0.19938445,0.8301541,0.66622454
114,0.1431475,0.8758748,0.7095264,0.19288456,0.83321047,0.66819394
115,0.14338422,0.87609065,0.7089795,0.19246951,0.8361956,0.671703
116,0.14349405,0.8762951,0.70849526,0.18814221,0.8391119,0.67590797
117,0.14176321,0.8764904,0.707899,0.18683586,0.8419846,0.6800083
118,0.14210162,0.8766853,0.7078418,0.18501903,0.8448428,0.6832093
119,0.1414462,0.87688076,0.7079889,0.18054807,0.84767854,0.68535113
120,0.14123215,0.8770784,0.7087887,0.17702737,0.8504599,0.68732214
121,0.14135662,0.87727135,0.70963854,0.17220585,0.8531923,0.6893805
122,0.14018278,0.877458,0.710474,0.17358932,0.85584515,0.69130117
123,0.14012346,0.87764835,0.7107806,0.16969816,0.85841715,0.6932824
124,0.14023268,0.8778456,0.7104527,0.16416135,0.8609325,0.69573015
125,0.13997383,0.8780492,0.7097798,0.16414492,0.8634288,0.6990647
126,0.13968858,0.8782514,0.7088005,0.16380233,0.8659892,0.7024825
127,0.13955352,0.8784448,0.708293,0.16150948,0.86853313,0.70596087
128,0.13942918,0.8786351,0.70809555,0.15556473,0.87096864,0.70928276
129,0.13963428,0.87882787,0.7078701,0.15516123,0.8733365,0.71158004
130,0.13841756,0.87902594,0.70795757,0.15032135,0.87568426,0.7123457
131,0.139032,0.87922657,0.70829844,0.14926133,0.87793195,0.71308076
132,0.13882211,0.87942296,0.70830566,0.14418551,0.8801278,0.7145833
