fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.11385906487703323,0.15565809607505798,0.8555101156234741
1,train,total_negative_slack_ns,2.6453163623809814,5.990261077880859,0.9905871152877808
1,test,worst_slack_ns,0.10873013734817505,0.13240143656730652,0.9057155251502991
1,test,total_negative_slack_ns,4.482059001922607,10.499213218688965,0.9823375940322876
2,train,worst_slack_ns,0.2957001030445099,0.37594926357269287,0.18205183744430542
2,train,total_negative_slack_ns,2.7887399196624756,5.868895530700684,0.9914317727088928
2,test,worst_slack_ns,0.3284079134464264,0.42280271649360657,-0.056052327156066895
2,test,total_negative_slack_ns,16.258953094482422,32.755611419677734,0.805814802646637
3,train,worst_slack_ns,0.08091491460800171,0.11923456937074661,0.9193532466888428
3,train,total_negative_slack_ns,2.6489198207855225,5.978201866149902,0.9912438988685608
3,test,worst_slack_ns,0.12070465087890625,0.17326870560646057,0.8067207336425781
3,test,total_negative_slack_ns,5.848565101623535,15.480841636657715,0.9558506608009338
4,train,worst_slack_ns,0.07882110029459,0.11682607233524323,0.9179649353027344
4,train,total_negative_slack_ns,2.9699535369873047,6.181979179382324,0.9927747249603271
4,test,worst_slack_ns,0.11731348931789398,0.18181605637073517,0.821661651134491
4,test,total_negative_slack_ns,2.6117477416992188,5.452387809753418,0.7142543196678162
5,train,worst_slack_ns,0.10217182338237762,0.14363883435726166,0.8835790157318115
5,train,total_negative_slack_ns,2.579709529876709,4.945343971252441,0.9945195317268372
5,test,worst_slack_ns,0.08266541361808777,0.10822176188230515,0.9200617671012878
5,test,total_negative_slack_ns,9.098151206970215,27.50774574279785,0.8014422059059143
