epoch,mean_loss_worst_slack_ns,mean_train_r2_worst_slack_ns,mean_test_r2_worst_slack_ns,mean_loss_total_negative_slack_ns,mean_train_r2_total_negative_slack_ns,mean_test_r2_total_negative_slack_ns
1,0.99988955,0.019384658,-0.05343039,1.0627478,-0.044116806,-1.5316952
2,0.9804346,0.038010765,-0.03666799,1.0448741,-0.026577711,-1.4024198
3,0.9627268,0.056426384,-0.020404672,1.0273476,-0.0099578975,-1.2807806
4,0.9449123,0.0746822,-0.004593396,1.0107735,0.0058658123,-1.1660637
5,0.9266311,0.09282919,0.010799062,0.9956356,0.021031415,-1.0578492
6,0.908548,0.11089929,0.025767004,0.9801432,0.035604976,-0.95553476
7,0.8913832,0.1289029,0.040335514,0.9661616,0.049678326,-0.8587837
8,0.8738594,0.14688152,0.054477833,0.95188427,0.06334306,-0.7673619
9,0.8564768,0.16488823,0.06813334,0.9388069,0.07668446,-0.68100715
10,0.8383198,0.182954,0.0812407,0.92580354,0.08976289,-0.5996312
11,0.8208113,0.20111346,0.0936687,0.9127096,0.102589525,-0.5231212
12,0.80284995,0.21938224,0.105348684,0.8993274,0.11521202,-0.451346
13,0.7847664,0.23777063,0.11631572,0.8879471,0.12762684,-0.38418952
14,0.7670641,0.2562954,0.12666109,0.87528723,0.13987117,-0.3214273
15,0.7486557,0.27494484,0.13644329,0.86314756,0.15197995,-0.26276007
16,0.7304225,0.29371372,0.14567202,0.85073054,0.1639532,-0.20805714
17,0.712104,0.31258106,0.15437992,0.83818245,0.17581484,-0.157031
18,0.69418347,0.3315094,0.16269033,0.82794845,0.18753466,-0.109627806
19,0.6748889,0.35047364,0.17072223,0.8153556,0.19908156,-0.0655522
20,0.65586984,0.36944166,0.17853953,0.80438346,0.21042423,-0.024597323
21,0.6379034,0.38837537,0.18624882,0.7925414,0.2215304,0.013243973
22,0.6181261,0.40724573,0.19398417,0.78205365,0.23236923,0.04798498
23,0.6006654,0.42603618,0.20197845,0.7703399,0.24293259,0.07962127
24,0.58167154,0.44474086,0.21041831,0.7593182,0.25317138,0.108067274
25,0.564129,0.4633484,0.21946268,0.7509286,0.26302958,0.13333413
26,0.54473174,0.48186293,0.22923765,0.7402695,0.2724906,0.1553848
27,0.52677596,0.50029755,0.23990564,0.7300676,0.28151903,0.174205
28,0.50852185,0.51865995,0.25137773,0.7212783,0.29007256,0.1897446
29,0.49006996,0.53695256,0.2637887,0.7132049,0.29812437,0.20217648
30,0.47244444,0.55516815,0.27706504,0.70412356,0.3056679,0.21156251
31,0.45535317,0.57330114,0.29135412,0.69791067,0.31273678,0.2182807
32,0.4364666,0.59133565,0.30643028,0.69169474,0.31939268,0.22279365
33,0.41904765,0.6092361,0.3221745,0.6868516,0.32569185,0.22564144
34,0.40147915,0.62696433,0.3385203,0.6802991,0.33172384,0.22740607
35,0.38444084,0.64445984,0.3554259,0.67322165,0.3375775,0.22856149
36,0.3663128,0.6616377,0.3724503,0.6668345,0.34337136,0.22977504
37,0.35013127,0.67841494,0.38946775,0.6613527,0.3491562,0.23146382
38,0.33380657,0.6946973,0.40604955,0.655664,0.35488707,0.23403504
39,0.31804305,0.7103821,0.42175055,0.6519162,0.36057702,0.23764643
40,0.30366334,0.7253773,0.43608364,0.643875,0.36624566,0.2422534
41,0.28805134,0.7395946,0.4487844,0.6397648,0.37189707,0.2477746
42,0.2742166,0.75294733,0.4592103,0.63279766,0.37760347,0.254218
43,0.262572,0.7653543,0.46709853,0.6279528,0.3833769,0.26156718
44,0.25077063,0.7767692,0.47203788,0.6239169,0.3892029,0.26941466
45,0.23856492,0.78714997,0.474222,0.61608803,0.39506334,0.27780193
46,0.2286574,0.7964729,0.47337413,0.60943085,0.40094393,0.28657022
47,0.21970478,0.80474234,0.46964988,0.60380274,0.40684167,0.2955286
48,0.2119184,0.81197834,0.4633782,0.599957,0.41279715,0.30464378
49,0.20509991,0.8182185,0.4550829,0.59445715,0.41888085,0.3139159
50,0.2002646,0.82352316,0.44575557,0.5886672,0.42509985,0.32326305
51,0.19504802,0.8279581,0.4361946,0.5808407,0.4314165,0.33247668
52,0.1908349,0.8316046,0.4273873,0.5747164,0.4377985,0.34171233
53,0.18771622,0.83456385,0.4197728,0.57164264,0.44422007,0.35076416
