fold,target,epoch,train_loss
1,delta_worst_slack_ns,1,0.7168327644691095
1,delta_worst_slack_ns,2,0.07523445451671297
1,delta_worst_slack_ns,3,0.04323002989138211
1,delta_worst_slack_ns,4,0.03625533239798503
1,delta_worst_slack_ns,5,0.03222319701904649
1,delta_worst_slack_ns,6,0.029238400908114318
1,delta_worst_slack_ns,7,0.02688986433854511
1,delta_worst_slack_ns,8,0.024796991253847833
1,delta_worst_slack_ns,9,0.02342021097247307
1,delta_worst_slack_ns,10,0.022294950769380765
1,delta_worst_slack_ns,11,0.02102510915795067
1,delta_worst_slack_ns,12,0.019883260785325152
1,delta_worst_slack_ns,13,0.019030929243824147
1,delta_worst_slack_ns,14,0.01815696795647209
1,delta_worst_slack_ns,15,0.017589694705677103
1,delta_worst_slack_ns,16,0.017079618784624176
1,delta_worst_slack_ns,17,0.016560070524299825
1,delta_worst_slack_ns,18,0.015964665794157767
1,delta_worst_slack_ns,19,0.015575704413715068
1,delta_worst_slack_ns,20,0.015189387153151695
1,delta_worst_slack_ns,21,0.014698939014774363
1,delta_worst_slack_ns,22,0.014388624836016703
1,delta_worst_slack_ns,23,0.014019398673160656
1,delta_worst_slack_ns,24,0.013754572501187926
1,delta_worst_slack_ns,25,0.01332185715548806
1,delta_worst_slack_ns,26,0.013154125607407486
1,delta_worst_slack_ns,27,0.01273823211210089
1,delta_worst_slack_ns,28,0.012442873692973418
1,delta_worst_slack_ns,29,0.012283708391202105
1,delta_worst_slack_ns,30,0.012035324571055692
1,delta_total_negative_slack_ns,1,0.7507180601984889
1,delta_total_negative_slack_ns,2,0.346555515989527
1,delta_total_negative_slack_ns,3,0.22199250882989294
1,delta_total_negative_slack_ns,4,0.1360627306742711
1,delta_total_negative_slack_ns,5,0.08086701126785965
1,delta_total_negative_slack_ns,6,0.05580965213634231
1,delta_total_negative_slack_ns,7,0.04342306482496562
1,delta_total_negative_slack_ns,8,0.03806184219369838
1,delta_total_negative_slack_ns,9,0.03305956235787532
1,delta_total_negative_slack_ns,10,0.02900150570984896
1,delta_total_negative_slack_ns,11,0.026783727187741625
