split,target,mae,rmse,r2,mae_pct_of_range,rmse_pct_of_range,mae_pct_of_mean_abs_target,rmse_pct_of_mean_abs_target
train,worst_slack_ns,0.1197,0.1576,0.8581,6.23,8.2,35.83,47.19
train,total_negative_slack_ns,17.6185,53.2073,0.1401,3.32,10.01,110.12,332.56
test,worst_slack_ns,0.0885,0.1166,0.9132,4.89,6.44,27.94,36.79
test,total_negative_slack_ns,30.8478,85.8828,0.1479,5.81,16.16,111.42,310.2
