split,target,mae,rmse,r2,mae_pct_of_range,rmse_pct_of_range,mae_pct_of_mean_abs_target,rmse_pct_of_mean_abs_target
train,worst_slack_ns,0.1109,0.1519,0.8682,5.77,7.9,33.28,45.57
train,total_negative_slack_ns,20.7843,63.3105,0.1132,3.91,11.91,109.43,333.34
test,worst_slack_ns,0.042,0.0517,0.9737,4.2,5.17,15.29,18.83
test,total_negative_slack_ns,3.1374,3.7894,-2.4595,45.69,55.18,255.01,308.01
