metric,pre_mean,post_mean,pre_median,post_median,mean_shift,median_shift
WNS,-0.0001812294157788105,0.5749489729936796,-0.028852000832557678,0.5995100140571594,0.5751302024094584,0.6283620148897171
TNS,-18.236987442197393,-0.08211281588433639,-0.07277899980545044,0.0,18.154874626313056,0.07277899980545044
