fold,design_name,source_recipe_id,target,chosen_target_recipe_id,oracle_target_recipe_id,chosen_pred_delta,chosen_true_delta,oracle_true_delta,exact_match,improves_over_source,regret
1,s1196,abcfast_clk0p1_fo16_tr0p16_cap100_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap40_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8552107214927673,0.8096129894256592,0.8308149576187134,0,1,0.0212019681930542
1,s1196,abcfast_clk0p1_fo16_tr0p16_cap40_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8481842279434204,0.8100199699401855,0.8427720069885254,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo16_tr0p16_cap60_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8544982671737671,0.7967759966850281,0.8295279741287231,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo16_tr0p16_cap80_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8540809750556946,0.7980629801750183,0.8308149576187134,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo16_tr0p24_cap100_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8576114773750305,0.7980629801750183,0.8308149576187134,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo16_tr0p24_cap40_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8514037728309631,0.8100199699401855,0.8427720069885254,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo16_tr0p24_cap60_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8577179312705994,0.7967759966850281,0.8295279741287231,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo16_tr0p24_cap80_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8573006391525269,0.7980629801750183,0.8308149576187134,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo16_tr0p2_cap100_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8560016751289368,0.7980629801750183,0.8308149576187134,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo16_tr0p2_cap40_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8497939705848694,0.8100199699401855,0.8427720069885254,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo16_tr0p2_cap60_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8561081886291504,0.7967759966850281,0.8295279741287231,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo16_tr0p2_cap80_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8556908369064331,0.7980629801750183,0.8308149576187134,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo32_tr0p16_cap100_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap40_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8439924716949463,0.8260599970817566,0.8472620248794556,0,1,0.021202027797698975
1,s1196,abcfast_clk0p1_fo32_tr0p16_cap40_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8503074645996094,0.7939540147781372,0.8267059922218323,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo32_tr0p16_cap60_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8511567711830139,0.7932519912719727,0.8260040283203125,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo32_tr0p16_cap80_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8446633219718933,0.8086589574813843,0.8414109945297241,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo32_tr0p24_cap100_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.845346212387085,0.8145099878311157,0.8472620248794556,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo32_tr0p24_cap40_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.853263795375824,0.7939540147781372,0.8267059922218323,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo32_tr0p24_cap60_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8541130423545837,0.7932519912719727,0.8260040283203125,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo32_tr0p24_cap80_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8503948450088501,0.8023669719696045,0.8351190090179443,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo32_tr0p2_cap100_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap40_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8441793918609619,0.8260599970817566,0.8472620248794556,0,1,0.021202027797698975
1,s1196,abcfast_clk0p1_fo32_tr0p2_cap40_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8517856597900391,0.7939540147781372,0.8267059922218323,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo32_tr0p2_cap60_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8526349067687988,0.7932519912719727,0.8260040283203125,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo32_tr0p2_cap80_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8450552821159363,0.8111839890480042,0.8439359664916992,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo64_tr0p16_cap100_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap40_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8428158164024353,0.8260599970817566,0.8472620248794556,0,1,0.021202027797698975
1,s1196,abcfast_clk0p1_fo64_tr0p16_cap40_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8458404541015625,0.7939540147781372,0.8267059922218323,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo64_tr0p16_cap60_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8466897010803223,0.7932519912719727,0.8260040283203125,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo64_tr0p16_cap80_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap40_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.8420575857162476,0.8202090263366699,0.8414109945297241,0,1,0.0212019681930542
