design_name,fold,target,design_rows,r2,mae,rmse,true_min,true_max,true_mean,pred_mean,mean_error
i2c,2,total_negative_slack_ns,288,-18.134523391723633,49.47115707397461,50.39728546142578,-33.42695617675781,0.0,-7.131219863891602,42.339935302734375,49.47115707397461
s386,5,total_negative_slack_ns,288,-16.011741638183594,4.348295211791992,4.811831951141357,-3.1184980869293213,0.0,-0.746756911277771,3.60153865814209,4.348295211791992
s298,3,total_negative_slack_ns,288,-6.64968729019165,2.2710354328155518,3.138094425201416,-3.157489061355591,0.0,-0.5928377509117126,1.3529961109161377,1.9458338022232056
s27,4,total_negative_slack_ns,288,-6.198780536651611,0.4082404375076294,0.4608546793460846,-0.4652949869632721,0.0,-0.08177533745765686,-0.40557992458343506,-0.3238045871257782
s444,2,total_negative_slack_ns,288,-5.466404914855957,3.5116477012634277,4.23119592666626,-4.594910144805908,0.0,-0.8916535973548889,2.6199941635131836,3.5116477012634277
s510,1,total_negative_slack_ns,288,-5.271013259887695,2.959977388381958,3.192625045776367,-3.521289110183716,0.0,-0.8304376602172852,-3.2179617881774902,-2.387524366378784
s344,2,total_negative_slack_ns,288,-4.429238796234131,3.0021533966064453,3.760483503341675,-4.482790946960449,0.0,-0.950855016708374,2.050705909729004,3.001561164855957
s1238a,2,total_negative_slack_ns,288,-4.2413225173950195,7.003656387329102,7.224215984344482,-8.9385986328125,0.0,-2.6519179344177246,4.351737976074219,7.003656387329102
s1196,1,total_negative_slack_ns,288,-4.102504730224609,6.308896541595459,6.548590660095215,-8.146805763244629,0.0,-2.3030331134796143,4.005863666534424,6.308896541595459
s832,2,total_negative_slack_ns,288,-3.432990550994873,4.9616923332214355,5.356630325317383,-6.867057800292969,0.0,-1.7138322591781616,3.2478604316711426,4.9616923332214355
s1196a,5,total_negative_slack_ns,288,-3.211221694946289,5.416093826293945,5.677338123321533,-7.770129203796387,0.0,-2.1623144149780273,3.253779888153076,5.416093826293945
s1238,3,total_negative_slack_ns,288,-2.793030261993408,6.015931606292725,6.260206699371338,-9.127351760864258,0.0,-2.787226438522339,3.2287051677703857,6.015931606292725
s832a,1,total_negative_slack_ns,288,-2.6304304599761963,4.443645477294922,4.847550392150879,-6.867057800292969,0.0,-1.7138322591781616,2.72981333732605,4.443645477294922
s820a,3,total_negative_slack_ns,288,-2.1577627658843994,3.9558897018432617,4.435695648193359,-6.843706130981445,0.0,-1.6709110736846924,2.2849788665771484,3.9558897018432617
s349,1,total_negative_slack_ns,288,-1.8750407695770264,2.3543975353240967,3.1018435955047607,-4.973042011260986,0.0,-1.0988430976867676,1.1985621452331543,2.2974050045013428
s1488,2,total_negative_slack_ns,288,-1.2705190181732178,4.744608402252197,5.224442481994629,-9.541492462158203,0.0,-2.5044665336608887,2.240142345428467,4.744608402252197
s1423,4,total_negative_slack_ns,288,-0.9755326509475708,14.856700897216797,21.12548828125,-40.30670166015625,0.0,-14.81924819946289,-0.11450330168008804,14.704744338989258
ss_pcm,3,total_negative_slack_ns,288,-0.9512042999267578,6.843952178955078,8.168509483337402,-16.613008499145508,0.0,-3.321835517883301,3.5221164226531982,6.843952178955078
sasc,5,total_negative_slack_ns,288,-0.7498847246170044,10.94577407836914,14.112518310546875,-29.25296974182129,0.0,-6.715629577636719,4.23014497756958,10.94577407836914
s420,3,total_negative_slack_ns,288,-0.7142388820648193,1.5947856903076172,2.1898534297943115,-4.480721950531006,0.0,-1.081291913986206,-0.5134614109992981,0.5678303241729736
s526,5,total_negative_slack_ns,288,-0.6315728425979614,1.6927849054336548,2.1257669925689697,-4.650142192840576,0.0,-0.8880174160003662,-0.8965663909912109,-0.008549107238650322
s1423a,3,total_negative_slack_ns,288,-0.59620201587677,14.285969734191895,18.923439025878906,-40.895965576171875,0.0,-14.305703163146973,-0.0197321567684412,14.285969734191895
s953,2,total_negative_slack_ns,288,-0.5958070755004883,3.823286294937134,4.691000461578369,-10.15001106262207,0.0,-2.2330358028411865,1.589200496673584,3.8222360610961914
systemcdes,2,total_negative_slack_ns,288,-0.5795588493347168,25.91338348388672,38.07622528076172,-83.60449981689453,0.0,-23.923463821411133,1.9899201393127441,25.91338348388672
s1196b,4,total_negative_slack_ns,288,-0.5463155508041382,2.277829647064209,3.4402482509613037,-7.770129203796387,0.0,-2.1623144149780273,-0.30584239959716797,1.8564720153808594
s9234,4,total_negative_slack_ns,288,-0.5402276515960693,12.628215789794922,21.17641258239746,-44.81858444213867,0.0,-12.493487358093262,-0.11734334379434586,12.376143455505371
simple_spi,4,total_negative_slack_ns,288,-0.5014054775238037,8.404796600341797,14.81287670135498,-33.24667739868164,0.0,-7.457696914672852,0.9471009373664856,8.404796600341797
s820,4,total_negative_slack_ns,288,-0.42326509952545166,1.8476186990737915,2.977932929992676,-6.843706130981445,0.0,-1.6709110736846924,-0.24860885739326477,1.4223021268844604
s838,5,total_negative_slack_ns,288,-0.42191827297210693,3.8458545207977295,4.572773456573486,-9.767878532409668,0.0,-2.6199939250946045,-6.440281391143799,-3.820286989212036
s526a,4,total_negative_slack_ns,288,-0.3763958215713501,1.0605624914169312,1.963821291923523,-4.59926700592041,0.0,-0.8958985805511475,-0.0686536505818367,0.8272449970245361
s38417,3,total_negative_slack_ns,288,-0.34043312072753906,131.81460571289062,210.5728302001953,-513.5249633789062,0.0,-134.61981201171875,-24.54802703857422,110.07179260253906
s641,1,total_negative_slack_ns,288,-0.33888983726501465,4.28684663772583,5.114160537719727,-11.92619514465332,0.0,-3.298856496810913,0.9879899621009827,4.28684663772583
s382,4,total_negative_slack_ns,288,-0.321419358253479,1.1437249183654785,2.010138511657715,-4.823084831237793,0.0,-0.9624850749969482,-0.19414398074150085,0.7683411240577698
s400,4,total_negative_slack_ns,288,-0.3134956359863281,1.0508664846420288,1.8760627508163452,-4.488002777099609,0.0,-0.8724053502082825,-0.1808898001909256,0.6915156245231628
s38584a,1,total_negative_slack_ns,288,-0.2873016595840454,135.40841674804688,220.65237426757812,-531.3651123046875,0.0,-137.66419982910156,-29.425838470458984,108.23835754394531
s38584,2,total_negative_slack_ns,288,-0.2871285676956177,135.24807739257812,220.6375274658203,-531.3651123046875,0.0,-137.66419982910156,-29.23602294921875,108.42817687988281
s15850,1,total_negative_slack_ns,288,-0.26197946071624756,48.246334075927734,70.82372283935547,-176.63528442382812,0.0,-55.19429016113281,-18.62717628479004,36.56710433959961
s15850a,5,total_negative_slack_ns,288,-0.2542276382446289,47.97984313964844,69.98348999023438,-183.90872192382812,0.0,-55.6925163269043,-19.95905876159668,35.733455657958984
s953a,1,total_negative_slack_ns,288,-0.23921525478363037,3.2303078174591064,4.133792400360107,-10.15001106262207,0.0,-2.2330358028411865,0.8968639373779297,3.129899740219116
s35932,5,total_negative_slack_ns,288,-0.09618103504180908,96.0633544921875,146.7769012451172,-438.6055908203125,0.0,-88.74264526367188,-39.41342544555664,49.329219818115234
s713,5,total_negative_slack_ns,288,-0.08733797073364258,3.399256706237793,4.3532514572143555,-11.170372009277344,0.0,-2.9202499389648438,0.47074466943740845,3.3909947872161865
s13207,1,total_negative_slack_ns,288,-0.04843449592590332,38.38845443725586,56.67078399658203,-152.84768676757812,0.0,-39.19118118286133,-19.66940689086914,19.521774291992188
s13207a,5,total_negative_slack_ns,288,0.005995333194732666,35.8084602355957,50.611698150634766,-141.1276397705078,0.0,-34.330806732177734,-20.76821517944336,13.56258773803711
s9234a,3,total_negative_slack_ns,288,0.06811034679412842,10.772366523742676,16.55746078491211,-45.17364501953125,0.0,-12.543959617614746,-5.350342273712158,7.193617820739746
s5378,3,total_negative_slack_ns,288,0.07588416337966919,9.894845008850098,15.446189880371094,-42.78767776489258,0.0,-11.415985107421875,-4.647200584411621,6.768784523010254
s5378a,2,total_negative_slack_ns,288,0.13949066400527954,10.063023567199707,14.801928520202637,-43.22509002685547,0.0,-11.281671524047852,-5.840187072753906,5.441483497619629
usb_phy,1,total_negative_slack_ns,288,0.19029945135116577,3.960665702819824,6.60596227645874,-20.32241439819336,0.0,-4.0896806716918945,-1.0920906066894531,2.9975900650024414
i2c,2,worst_slack_ns,288,-3.3672537803649902,0.8632632493972778,0.8683950901031494,-0.42114099860191345,0.9052670001983643,0.14738112688064575,1.0106444358825684,0.8632632493972778
ss_pcm,3,worst_slack_ns,288,-2.7871286869049072,0.6240058541297913,0.6249933838844299,-0.23278799653053284,0.7496780157089233,0.22190281748771667,-0.4021030366420746,-0.6240058541297913
systemcdes,2,worst_slack_ns,288,-2.0151240825653076,0.7077997922897339,0.7153651118278503,-0.8039060235023499,0.5867850184440613,-0.2027876228094101,0.5050122141838074,0.7077997922897339
s1423,4,worst_slack_ns,288,-1.954509973526001,0.5517345070838928,0.5532872080802917,-0.904833972454071,0.05347999930381775,-0.4536753296852112,0.09805916249752045,0.5517345070838928
s1423a,3,worst_slack_ns,288,-1.4323043823242188,0.5141494274139404,0.5164732933044434,-0.9081609845161438,0.08398900181055069,-0.4250045120716095,0.08914490789175034,0.5141494274139404
s1238,3,worst_slack_ns,288,0.4020535349845886,0.1858564168214798,0.20291826128959656,-0.48858699202537537,0.3754050135612488,-0.1210445687174797,0.06481185555458069,0.1858564168214798
s35932,5,worst_slack_ns,288,0.5007143616676331,0.1582687348127365,0.1798616647720337,-0.5854319930076599,0.3560270071029663,-0.15095442533493042,-0.29415276646614075,-0.14319832623004913
s1238a,2,worst_slack_ns,288,0.6531205177307129,0.14005146920681,0.15659664571285248,-0.4787989854812622,0.40557900071144104,-0.10643424093723297,0.033617258071899414,0.14005146920681
s1196a,5,worst_slack_ns,288,0.6877886056900024,0.10472061485052109,0.14188824594020844,-0.40435999631881714,0.4369480013847351,-0.059910330921411514,0.0416247695684433,0.10153508931398392
s953,2,worst_slack_ns,288,0.7385822534561157,0.19095511734485626,0.2123563140630722,-0.29395800828933716,0.9368590116500854,0.23382419347763062,0.04286906495690346,-0.19095511734485626
s1196,1,worst_slack_ns,288,0.7417751550674438,0.102338045835495,0.1318815052509308,-0.4025309979915619,0.4447309970855713,-0.06138269603252411,0.04072992131114006,0.10211262851953506
s953a,1,worst_slack_ns,288,0.7483240962028503,0.19239777326583862,0.20836195349693298,-0.29395800828933716,0.9368590116500854,0.23382419347763062,0.0414263941347599,-0.19239777326583862
s1196b,4,worst_slack_ns,288,0.7624280452728271,0.09168691188097,0.12377120554447174,-0.40435999631881714,0.4369480013847351,-0.059910330921411514,0.029751010239124298,0.08966133743524551
s15850a,5,worst_slack_ns,288,0.762890636920929,0.12017180025577545,0.13217319548130035,-0.8605020046234131,0.012737000361084938,-0.45143571496009827,-0.5522915124893188,-0.10085579752922058
s38584a,1,worst_slack_ns,288,0.7764737010002136,0.1274835467338562,0.1450730562210083,-0.8176090121269226,0.21062800288200378,-0.3516120910644531,-0.22412855923175812,0.1274835467338562
s27,4,worst_slack_ns,288,0.7929160594940186,0.13293936848640442,0.13748079538345337,-0.14416499435901642,0.760453999042511,0.25371599197387695,0.12077661603689194,-0.13293936848640442
s444,2,worst_slack_ns,288,0.8358821868896484,0.14176398515701294,0.16368897259235382,-0.22208400070667267,0.981033980846405,0.301553338766098,0.1597893387079239,-0.14176398515701294
