fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.10663396120071411,0.14741376042366028,0.8704104423522949
1,train,total_negative_slack_ns,2.7427942752838135,5.885782718658447,0.9909125566482544
1,test,worst_slack_ns,0.10808935016393661,0.13107708096504211,0.9075922966003418
1,test,total_negative_slack_ns,4.930151462554932,11.559225082397461,0.9785911440849304
2,train,worst_slack_ns,0.12955132126808167,0.1831236332654953,0.805931031703949
2,train,total_negative_slack_ns,3.026050567626953,6.219389915466309,0.9903778433799744
2,test,worst_slack_ns,0.15904776751995087,0.21370390057563782,0.7302044630050659
2,test,total_negative_slack_ns,4.7714996337890625,8.56680679321289,0.9867174029350281
3,train,worst_slack_ns,0.08030767738819122,0.11845017224550247,0.9204108715057373
3,train,total_negative_slack_ns,2.704246759414673,5.923508167266846,0.9914034008979797
3,test,worst_slack_ns,0.13276785612106323,0.1800493746995926,0.791297197341919
3,test,total_negative_slack_ns,11.02117919921875,37.58297348022461,0.7397940158843994
4,train,worst_slack_ns,0.0823889747262001,0.12075526267290115,0.912354052066803
4,train,total_negative_slack_ns,2.779155969619751,6.017426490783691,0.9931542873382568
4,test,worst_slack_ns,0.12453436851501465,0.18781797587871552,0.8096930980682373
4,test,total_negative_slack_ns,2.7803761959075928,5.556692600250244,0.7032170295715332
5,train,worst_slack_ns,0.09290832281112671,0.13005158305168152,0.9045625329017639
5,train,total_negative_slack_ns,2.7815451622009277,5.412125110626221,0.9934360980987549
5,test,worst_slack_ns,0.07835759222507477,0.09993883222341537,0.9318298697471619
5,test,total_negative_slack_ns,5.9697041511535645,13.1143217086792,0.9548696875572205
