metric,pre_mean,post_mean,pre_median,post_median,mean_shift,median_shift
WNS,-0.00018122975768321075,0.5716221348516051,-0.028852,0.5995100066986083,0.5718033646092883,0.6283620066986083
TNS,-18.23698746247045,-0.0016963692958154451,-0.072779,0.0,18.235291093174634,0.072779
