fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.11573365330696106,0.1584720015525818,0.8502388596534729
1,train,total_negative_slack_ns,2.7151567935943604,5.981914520263672,0.9906132817268372
1,test,worst_slack_ns,0.10642929375171661,0.13004203140735626,0.9090458750724792
1,test,total_negative_slack_ns,4.175743103027344,8.4443941116333,0.9885745644569397
2,train,worst_slack_ns,0.10696589946746826,0.1520223766565323,0.8662535548210144
2,train,total_negative_slack_ns,3.8593735694885254,8.391449928283691,0.9824833273887634
2,test,worst_slack_ns,0.1900012195110321,0.2540111243724823,0.6188329458236694
2,test,total_negative_slack_ns,9.810844421386719,18.10601234436035,0.9406678080558777
3,train,worst_slack_ns,0.08089403808116913,0.12050025165081024,0.9176320433616638
3,train,total_negative_slack_ns,2.5067718029022217,5.711868762969971,0.9920067191123962
3,test,worst_slack_ns,0.13452193140983582,0.1832641363143921,0.7837779521942139
3,test,total_negative_slack_ns,5.345520973205566,11.608319282531738,0.9751759171485901
4,train,worst_slack_ns,0.07904665172100067,0.11693570762872696,0.9178109169006348
4,train,total_negative_slack_ns,3.418477773666382,6.525939464569092,0.9919483661651611
4,test,worst_slack_ns,0.11493431031703949,0.17890296876430511,0.8273306488990784
4,test,total_negative_slack_ns,3.1019651889801025,5.670901298522949,0.6908919215202332
5,train,worst_slack_ns,0.10874344408512115,0.1531166434288025,0.8677083253860474
5,train,total_negative_slack_ns,2.6431515216827393,5.336120128631592,0.9936192035675049
5,test,worst_slack_ns,0.08343150466680527,0.10696423053741455,0.9219087362289429
5,test,total_negative_slack_ns,7.25139045715332,19.847885131835938,0.8966274261474609
