fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.10914281755685806,0.15768678486347198,0.8517192602157593
1,train,total_negative_slack_ns,18.188602447509766,58.27817153930664,0.10906928777694702
1,test,worst_slack_ns,0.09647567570209503,0.11577165126800537,0.9279125928878784
1,test,total_negative_slack_ns,24.912961959838867,75.39118957519531,0.08929610252380371
2,train,worst_slack_ns,0.10338549315929413,0.15274660289287567,0.864976167678833
2,train,total_negative_slack_ns,20.139278411865234,60.216094970703125,0.09800803661346436
2,test,worst_slack_ns,0.5150834918022156,0.9855467677116394,-4.73805046081543
2,test,total_negative_slack_ns,26.4625301361084,73.80652618408203,0.01409679651260376
3,train,worst_slack_ns,0.0936763733625412,0.1384405940771103,0.8912799954414368
3,train,total_negative_slack_ns,19.235488891601562,60.641265869140625,0.0990380048751831
3,test,worst_slack_ns,0.24787412583827972,0.3932824432849884,0.004241049289703369
3,test,total_negative_slack_ns,20.788469314575195,70.99224090576172,0.07155394554138184
4,train,worst_slack_ns,0.10988128185272217,0.14261554181575775,0.8777486681938171
4,train,total_negative_slack_ns,21.59116554260254,75.76094818115234,-0.08514761924743652
4,test,worst_slack_ns,0.145542174577713,0.20738545060157776,0.7679738998413086
4,test,total_negative_slack_ns,4.662991523742676,11.072076797485352,-0.17832303047180176
5,train,worst_slack_ns,0.12356807291507721,0.1724686622619629,0.8321552276611328
5,train,total_negative_slack_ns,18.717666625976562,63.31855010986328,0.10156536102294922
5,test,worst_slack_ns,0.0790271908044815,0.09730871766805649,0.9353708028793335
5,test,total_negative_slack_ns,23.098388671875,57.121917724609375,0.14378565549850464
