split,target,mae,rmse,r2,mae_pct_of_range,rmse_pct_of_range,mae_pct_of_mean_abs_target,rmse_pct_of_mean_abs_target
train,worst_slack_ns,0.1124,0.1559,0.855,5.86,8.13,34.45,47.79
train,total_negative_slack_ns,21.5911,67.3435,0.1079,4.06,12.67,110.38,344.28
test,worst_slack_ns,0.1041,0.1259,0.9175,5.53,6.69,29.7,35.95
test,total_negative_slack_ns,13.9618,31.66,0.1383,7.9,17.92,110.38,250.3
