metric,pre_mean,post_mean,pre_median,post_median,mean_shift,median_shift
WNS,-0.0001812294157788105,0.5734552321790816,-0.028852000832557678,0.5995100140571594,0.5736364615948604,0.6283620148897171
TNS,-18.236987442197393,-0.049802162081352574,-0.07277899980545044,0.0,18.18718528011604,0.07277899980545044
