fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.10756195336580276,0.14835818111896515,0.8687446117401123
1,train,total_negative_slack_ns,2.831543445587158,6.113315105438232,0.9901964068412781
1,test,worst_slack_ns,0.10291735082864761,0.12692376971244812,0.9133555889129639
1,test,total_negative_slack_ns,4.267245769500732,8.751897811889648,0.9877272844314575
2,train,worst_slack_ns,0.12721487879753113,0.17718516290187836,0.8183137774467468
2,train,total_negative_slack_ns,3.964345932006836,8.263754844665527,0.9830123782157898
2,test,worst_slack_ns,0.15622280538082123,0.2091980278491974,0.7414616346359253
2,test,total_negative_slack_ns,6.3828125,11.278918266296387,0.9769760370254517
3,train,worst_slack_ns,0.08164545148611069,0.118787981569767,0.9199562668800354
3,train,total_negative_slack_ns,4.1234002113342285,9.5003080368042,0.9778870940208435
3,test,worst_slack_ns,0.12683439254760742,0.17548559606075287,0.8017432689666748
3,test,total_negative_slack_ns,10.464882850646973,34.7573127746582,0.7774502038955688
4,train,worst_slack_ns,0.07917718589305878,0.11797459423542023,0.9163440465927124
4,train,total_negative_slack_ns,3.112543821334839,6.484253883361816,0.9920508861541748
4,test,worst_slack_ns,0.1108868196606636,0.17471589148044586,0.8353184461593628
4,test,total_negative_slack_ns,2.745457887649536,5.682146072387695,0.6896648406982422
5,train,worst_slack_ns,0.1128724068403244,0.15883873403072357,0.8576359152793884
5,train,total_negative_slack_ns,2.6899099349975586,5.430443286895752,0.9933916330337524
5,test,worst_slack_ns,0.07461071014404297,0.09783971309661865,0.9346635341644287
5,test,total_negative_slack_ns,5.8189005851745605,14.012988090515137,0.9484725594520569
