fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.10508877784013748,0.1471276730298996,0.8709129095077515
1,train,total_negative_slack_ns,2.598001480102539,5.97238302230835,0.9906432032585144
1,test,worst_slack_ns,0.11073968559503555,0.13374975323677063,0.9037854671478271
1,test,total_negative_slack_ns,2.8326351642608643,5.551966190338135,0.9950610995292664
2,train,worst_slack_ns,0.11598312109708786,0.16165009140968323,0.8487765192985535
2,train,total_negative_slack_ns,3.0056958198547363,5.938558578491211,0.9912271499633789
2,test,worst_slack_ns,0.11690089106559753,0.14162293076515198,0.8815112709999084
2,test,total_negative_slack_ns,3.981107473373413,7.696350574493408,0.9892795085906982
3,train,worst_slack_ns,0.07820866256952286,0.11690478026866913,0.9224740862846375
3,train,total_negative_slack_ns,2.1088156700134277,5.112542629241943,0.9935961365699768
3,test,worst_slack_ns,0.1206548810005188,0.1708425134420395,0.812095582485199
3,test,total_negative_slack_ns,8.313858032226562,28.236589431762695,0.8531211018562317
4,train,worst_slack_ns,0.07956159859895706,0.11928639560937881,0.914473295211792
4,train,total_negative_slack_ns,2.5375609397888184,5.590989589691162,0.9940901398658752
4,test,worst_slack_ns,0.11069448292255402,0.1775510162115097,0.8299304842948914
4,test,total_negative_slack_ns,2.362560510635376,5.55980110168457,0.7028849124908447
5,train,worst_slack_ns,0.10136178135871887,0.1436450481414795,0.8835689425468445
5,train,total_negative_slack_ns,3.3821372985839844,7.287664413452148,0.9880985021591187
5,test,worst_slack_ns,0.08728136122226715,0.11091170459985733,0.9160385131835938
5,test,total_negative_slack_ns,5.640206813812256,13.664816856384277,0.9510012865066528
