fold,design_name,source_recipe_id,target,chosen_target_recipe_id,oracle_target_recipe_id,chosen_pred_delta,chosen_true_delta,oracle_true_delta,exact_match,improves_over_source,regret
1,s1196,abcfast_clk0p1_fo16_tr0p16_cap100_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,1.0030349493026733,0.7980629801750183,0.8308149576187134,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo16_tr0p16_cap40_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,1.0076526403427124,0.8100199699401855,0.8427720069885254,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo16_tr0p16_cap60_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,1.0034663677215576,0.7967759966850281,0.8295279741287231,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo16_tr0p16_cap80_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,1.003433346748352,0.7980629801750183,0.8308149576187134,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo16_tr0p24_cap100_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,1.002524971961975,0.7980629801750183,0.8308149576187134,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo16_tr0p24_cap40_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,1.0071427822113037,0.8100199699401855,0.8427720069885254,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo16_tr0p24_cap60_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,1.0029563903808594,0.7967759966850281,0.8295279741287231,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo16_tr0p24_cap80_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,1.0029233694076538,0.7980629801750183,0.8308149576187134,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo16_tr0p2_cap100_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,1.0027798414230347,0.7980629801750183,0.8308149576187134,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo16_tr0p2_cap40_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,1.0073975324630737,0.8100199699401855,0.8427720069885254,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo16_tr0p2_cap60_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,1.0032113790512085,0.7967759966850281,0.8295279741287231,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo16_tr0p2_cap80_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,1.0031784772872925,0.7980629801750183,0.8308149576187134,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo32_tr0p16_cap100_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,1.0048049688339233,0.8145099878311157,0.8472620248794556,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo32_tr0p16_cap40_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,1.0001310110092163,0.7939540147781372,0.8267059922218323,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo32_tr0p16_cap60_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.999527633190155,0.7932519912719727,0.8260040283203125,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo32_tr0p16_cap80_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,1.0035351514816284,0.8086589574813843,0.8414109945297241,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo32_tr0p24_cap100_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,1.004294991493225,0.8145099878311157,0.8472620248794556,0,1,0.032752037048339844
1,s1196,abcfast_clk0p1_fo32_tr0p24_cap40_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.9996209740638733,0.7939540147781372,0.8267059922218323,0,1,0.03275197744369507
1,s1196,abcfast_clk0p1_fo32_tr0p24_cap60_fload1,delta_worst_slack_ns,abcfast_clk1p5_fo64_tr0p24_cap100_fload1,abcfast_clk1p5_fo32_tr0p16_cap60_fload1,0.9990177154541016,0.7932519912719727,0.8260040283203125,0,1,0.032752037048339844
