design_name,fold,target,design_rows,r2,mae,rmse,true_min,true_max,true_mean,pred_mean,mean_error,model,source_path
s9234,,total_negative_slack_ns,,0.8171388237267667,,,,,,,,graph_model,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\data\tns_cross_validation_best_epoch_per_design_summary.csv
s9234,4.0,total_negative_slack_ns,288.0,-0.5402276515960693,12.628215789794922,21.17641258239746,-44.81858444213867,0.0,-12.493487358093262,-0.1173433437943458,12.376143455505373,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_084\design_metrics.csv
s9234,4.0,total_negative_slack_ns,288.0,0.949166774749756,3.362540006637573,3.847102403640747,-44.81858444213867,0.0,-12.493487358093262,-15.584649085998535,-3.09116268157959,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp_seed_sweep_new_ast\run_005\design_metrics.csv
s953,,total_negative_slack_ns,,0.2578065013328986,,,,,,,,graph_model,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\data\tns_cross_validation_best_epoch_per_design_summary.csv
s953,2.0,total_negative_slack_ns,288.0,-0.5958070755004883,3.823286294937134,4.691000461578369,-10.15001106262207,0.0,-2.2330358028411865,1.589200496673584,3.822236061096192,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_084\design_metrics.csv
s953,2.0,total_negative_slack_ns,288.0,0.7035871148109436,1.5636110305786133,2.021733045578003,-10.15001106262207,0.0,-2.2330358028411865,-3.563629150390625,-1.330593466758728,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp_seed_sweep_new_ast\run_005\design_metrics.csv
sasc,,total_negative_slack_ns,,0.0133694296675362,,,,,,,,graph_model,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\data\tns_cross_validation_best_epoch_per_design_summary.csv
sasc,5.0,total_negative_slack_ns,288.0,-0.7498847246170044,10.94577407836914,14.112518310546877,-29.25296974182129,0.0,-6.715629577636719,4.23014497756958,10.94577407836914,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_084\design_metrics.csv
sasc,5.0,total_negative_slack_ns,288.0,0.91909921169281,2.485735893249512,3.034423589706421,-29.25296974182129,0.0,-6.715629577636719,-8.985392570495605,-2.2697629928588867,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp_seed_sweep_new_ast\run_005\design_metrics.csv
simple_spi,,total_negative_slack_ns,,-0.0067495850669689,,,,,,,,graph_model,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\data\tns_cross_validation_best_epoch_per_design_summary.csv
simple_spi,4.0,total_negative_slack_ns,288.0,-0.5014054775238037,8.404796600341797,14.81287670135498,-33.24667739868164,0.0,-7.457696914672852,0.9471009373664856,8.404796600341797,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_084\design_metrics.csv
