design_name,fold,target,design_rows,r2,mae,rmse,true_min,true_max,true_mean,pred_mean,mean_error,model,source_path
s38417,3,total_negative_slack_ns,288,0.8546649813652039,43.262939453125,69.33697509765625,-513.5249633789062,0.0,-134.61981201171875,-109.40695190429688,25.212860107421875,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s38584,2,total_negative_slack_ns,288,-0.1985155344009399,139.54489135742188,212.90716552734372,-531.3651123046875,0.0,-137.66419982910156,-45.96688461303711,91.69731903076172,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s38584,2,total_negative_slack_ns,288,0.5829204320907593,102.32869720458984,125.59660339355467,-531.3651123046875,0.0,-137.66419982910156,-136.99496459960938,0.6692420244216919,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s38584a,1,total_negative_slack_ns,288,-0.2058985233306884,139.16641235351562,213.5619201660156,-531.3651123046875,0.0,-137.66419982910156,-44.57726287841797,93.08694458007812,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s38584a,1,total_negative_slack_ns,288,0.9954102039337158,7.904938697814941,13.175456047058104,-531.3651123046875,0.0,-137.66419982910156,-138.07968139648438,-0.4154851734638214,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s386,5,total_negative_slack_ns,288,-9.434795379638672,2.8977725505828857,3.768582344055176,-3.1184980869293213,0.0,-0.746756911277771,2.1510157585144043,2.8977725505828857,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s386,5,total_negative_slack_ns,288,-1.8914382457733157,1.3647379875183103,1.9837777614593504,-3.1184980869293213,0.0,-0.746756911277771,-1.5514183044433594,-0.8046615719795227,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s400,4,total_negative_slack_ns,288,-0.3549717664718628,1.070594310760498,1.9054527282714844,-4.488002777099609,0.0,-0.8724053502082825,0.0752146914601326,0.947620153427124,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s400,4,total_negative_slack_ns,288,0.2892991900444031,1.0841625928878784,1.37999165058136,-4.488002777099609,0.0,-0.8724053502082825,-1.9237656593322756,-1.0513604879379272,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s420,3,total_negative_slack_ns,288,-5.221059799194336,3.613835573196411,4.171685695648193,-4.480721950531006,0.0,-1.081291913986206,2.532543659210205,3.613835573196411,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s420,3,total_negative_slack_ns,288,-0.5082993507385254,1.6512514352798462,2.054107427597046,-4.480721950531006,0.0,-1.081291913986206,-2.672383546829224,-1.5910916328430176,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s444,2,total_negative_slack_ns,288,-6.522321701049805,3.900365114212036,4.563601016998291,-4.594910144805908,0.0,-0.8916535973548889,3.008711576461792,3.900365114212036,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s444,2,total_negative_slack_ns,288,-6.013313293457031,3.56943941116333,4.406495094299316,-4.594910144805908,0.0,-0.8916535973548889,-4.123243808746338,-3.2315902709960938,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s510,1,total_negative_slack_ns,288,-3.1306405067443848,1.748178482055664,2.591121196746826,-3.521289110183716,0.0,-0.8304376602172852,0.5275396704673767,1.3579773902893066,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s510,1,total_negative_slack_ns,288,-10.379687309265137,3.082308769226074,4.300750255584717,-3.521289110183716,0.0,-0.8304376602172852,-3.8620975017547607,-3.0316591262817383,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s526,5,total_negative_slack_ns,288,-5.443302631378174,3.453100681304932,4.224416255950928,-4.650142192840576,0.0,-0.8880174160003662,2.5650835037231445,3.453100681304932,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s526,5,total_negative_slack_ns,288,0.3314434289932251,1.072398066520691,1.360759973526001,-4.650142192840576,0.0,-0.8880174160003662,-1.139280915260315,-0.2512635588645935,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s526a,4,total_negative_slack_ns,288,-0.3578906059265136,1.095611333847046,1.9505752325057983,-4.59926700592041,0.0,-0.8958985805511475,0.0796929076313972,0.9755915403366088,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s526a,4,total_negative_slack_ns,288,0.3603190183639526,1.0494425296783447,1.338788628578186,-4.59926700592041,0.0,-0.8958985805511475,-1.9101464748382568,-1.0142478942871094,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s5378,3,total_negative_slack_ns,288,0.0354877114295959,9.900120735168455,15.780184745788574,-42.78767776489258,0.0,-11.415985107421877,-3.963563680648804,7.452421188354492,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s5378,3,total_negative_slack_ns,288,0.8715964555740356,3.78006649017334,5.757669925689697,-42.78767776489258,0.0,-11.415985107421877,-8.590765953063965,2.825218677520752,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s5378a,2,total_negative_slack_ns,288,0.1112398505210876,9.895977973937988,15.04294204711914,-43.22509002685547,0.0,-11.281671524047852,-5.198567867279053,6.083104133605957,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s5378a,2,total_negative_slack_ns,288,0.635816216468811,8.285391807556152,9.629435539245604,-43.22509002685547,0.0,-11.281671524047852,-14.544269561767578,-3.2625973224639893,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s641,1,total_negative_slack_ns,288,0.3882965445518493,2.6121792793273926,3.456785202026367,-11.92619514465332,0.0,-3.298856496810913,-1.2276835441589355,2.071172952651977,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s641,1,total_negative_slack_ns,288,0.8383058309555054,1.4273573160171509,1.7772523164749146,-11.92619514465332,0.0,-3.298856496810913,-4.2925238609313965,-0.9936676025390624,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
