metric,pre_mean,post_mean,pre_median,post_median,mean_shift,median_shift
WNS,-0.0001812294157788105,0.5708605135502687,-0.028852000832557678,0.5995100140571594,0.5710417429660475,0.6283620148897171
TNS,-18.236987442197393,-0.0014502771710509096,-0.07277899980545044,0.0,18.23553716502634,0.07277899980545044
