target,design_count,mean_r2,std_r2,min_r2,median_r2,max_r2,mean_mae,median_mae,max_mae,worst_design_r2,best_design_r2
worst_slack_ns,47,-1.1139,9.3666,-58.5824,0.892,0.9888,0.2329,0.0965,3.1785,systemcdes,s386
total_negative_slack_ns,47,-1.912,3.5215,-18.3711,-0.5158,0.1447,19.9554,4.625,135.4694,i2c,s5378a
