split,target,mae,rmse,r2,mae_pct_of_range,rmse_pct_of_range,mae_pct_of_mean_abs_target,rmse_pct_of_mean_abs_target
train,worst_slack_ns,0.113,0.1589,0.8566,5.93,8.34,33.76,47.48
train,total_negative_slack_ns,3.4067,7.2259,0.99,0.64,1.36,16.39,34.75
test,worst_slack_ns,0.1001,0.1262,0.898,5.49,6.92,31.82,40.12
test,total_negative_slack_ns,3.0116,4.6528,0.9529,2.13,3.3,40.42,62.46
