fold,split,target,mae,rmse,r2
1,train,worst_slack_ns,0.11410027742385864,0.15866699814796448,0.8498700857162476
1,train,total_negative_slack_ns,2.80605411529541,6.17654275894165,0.9899925589561462
1,test,worst_slack_ns,0.10466404259204865,0.13009944558143616,0.9089655876159668
1,test,total_negative_slack_ns,3.7446820735931396,6.68447208404541,0.9928407073020935
2,train,worst_slack_ns,0.10601765662431717,0.14915354549884796,0.8712537884712219
2,train,total_negative_slack_ns,3.791539192199707,8.520411491394043,0.9819408059120178
2,test,worst_slack_ns,0.21827366948127747,0.33030733466148376,0.355465292930603
2,test,total_negative_slack_ns,6.545921325683594,11.865614891052246,0.9745184779167175
3,train,worst_slack_ns,0.0995725691318512,0.14136803150177002,0.8866334557533264
3,train,total_negative_slack_ns,2.5206449031829834,5.744624614715576,0.9919147491455078
3,test,worst_slack_ns,0.13400423526763916,0.19612957537174225,0.7523540258407593
3,test,total_negative_slack_ns,5.813838481903076,16.644407272338867,0.9489645957946777
4,train,worst_slack_ns,0.08160669356584549,0.12005309760570526,0.9133703708648682
4,train,total_negative_slack_ns,2.928765058517456,6.296717166900635,0.9925040602684021
4,test,worst_slack_ns,0.12152373790740967,0.1849575936794281,0.8154455423355103
4,test,total_negative_slack_ns,2.584275722503662,5.392866134643555,0.7204590439796448
5,train,worst_slack_ns,0.11570560932159424,0.1610577255487442,0.8536304831504822
5,train,total_negative_slack_ns,3.8879294395446777,7.622715950012207,0.9869790077209473
5,test,worst_slack_ns,0.07879624515771866,0.10177778452634811,0.9292980432510376
5,test,total_negative_slack_ns,6.511012077331543,14.651850700378418,0.9436671137809753
