epoch,train_loss,train_mae,train_rmse,train_mape,train_r2,test_loss,test_mae,test_rmse,test_mape,test_r2,num_epochs,learning_rate,batch_size,weight_decay,loss_fn,target_name,target_transform,device,shuffle_training,hidden_dim,num_gat_layers,num_heads,dropout
1,0.3361773380944342,0.733485239378193,1.3436239927047393,744.9188898320783,-0.3625180721282959,0.370679927929477,0.766118788746772,1.241267175174366,585.3505976994833,-0.19463372230529785,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
2,0.23909248676347106,0.5855186995968484,1.0762348339652277,608.2304883588824,0.12581998109817505,0.3519592476422312,0.7217091693784352,1.2143159310224438,527.7435911673086,-0.14331936836242676,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
3,0.22469451917302713,0.5574486079184633,1.0519808837506246,554.6945045872739,0.16477692127227783,0.34674112747975244,0.7169401277270582,1.2005834424475903,521.9437310254133,-0.11760640144348145,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
4,0.21656719235736027,0.5360200867841118,1.0323993567842547,508.0313153183251,0.1955810785293579,0.36390013354657974,0.724698926149695,1.2506313838558714,500.41669656612254,-0.21272635459899902,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
5,0.212061608291901,0.5237298169941232,1.0241841214193756,490.7949730722528,0.20833241939544678,0.33635369412325045,0.6843042787578371,1.1941516127488858,517.4702341644852,-0.10566377639770508,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
6,0.20595793050240008,0.5154684570274854,1.0060998864602126,494.4541099949887,0.23604285717010498,0.36569794331228844,0.7141527392797999,1.268113642892863,511.5836266941494,-0.24686801433563232,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
7,0.20178957129910327,0.5057507257973939,0.9958396766523182,471.5876866725453,0.2515450716018677,0.32146702174321506,0.6524245835564755,1.1704293103766326,490.1863037745158,-0.062171339988708496,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
8,0.1963009711583717,0.49798845016119775,0.9764229253689124,458.3068641194126,0.2804470658302307,0.39957268236213606,0.7550884813622192,1.3567958500078219,503.1210851139492,-0.42735886573791504,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
9,0.1938359369768908,0.4936292511329316,0.9665116991822583,454.1911265055339,0.29498064517974854,0.5892452749949707,0.9707701181372007,1.8738322080318093,507.54369622689705,-1.7224855422973633,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
10,0.18719631819087162,0.4813903334240119,0.9515053967728824,419.89604715715376,0.31670331954956055,0.6049578161651475,1.0020759835563324,1.8982769600994684,510.39846513889455,-1.7939801216125488,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
11,0.1828411577204079,0.47286384670357956,0.931605348810438,387.75798074822677,0.3449857831001282,0.7051687145355606,1.1339947924845748,2.0865314909824857,527.1460762023926,-2.375623941421509,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
12,0.17552135414198825,0.45921387719480616,0.9103321432746001,383.3292641221431,0.374558687210083,0.7648064838377414,1.2052172142322417,2.171938181462189,478.30628094849766,-2.6576244831085205,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
13,0.17397399278553694,0.45165825465269255,0.8994960868524131,370.5481827384547,0.38935989141464233,0.7067957475902168,1.132080189883709,1.9465660427650615,410.5322443644206,-1.9379370212554932,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
14,0.16694451458425374,0.43690762172142666,0.8817928207737623,331.46360698499177,0.41315972805023193,0.7291120336675603,1.1637137621917106,1.9806970717299481,409.7360720104641,-2.04186749458313,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
15,0.15941320435683193,0.42106495268250765,0.8583801349117327,305.670623143514,0.44390869140625,0.7844738814445144,1.2213525463033605,2.0660695598538896,409.44162856207953,-2.309741258621216,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
16,0.15496999839843625,0.41121559675064,0.841278937517937,276.442260541414,0.46584558486938477,0.875847220627798,1.3237691244317427,2.254523415261745,326.8168721375642,-2.941065549850464,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
17,0.15144392223865316,0.40517934627438845,0.8277247522930208,280.9178050526401,0.482918918132782,0.9521780164386319,1.406316286711781,2.4635698567751936,358.4180968955711,-3.7058053016662598,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
18,0.1438783222907468,0.3915497618155521,0.7972175535697215,256.50161997477215,0.5203322172164917,1.1381471379815291,1.6224052805315565,3.0167651035810663,430.15153997915763,-6.056464672088623,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
19,0.14131541958634267,0.3840231359527822,0.785764222902857,249.95528876990602,0.5340157747268677,0.9933225831094509,1.4332646833801712,2.9872480038720117,307.294439068547,-5.91905403137207,300,0.0001,32,0.0001,SmoothL1Loss,tns,none,cuda,True,32,2,4,0.1
